sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_ReloadTime,Weapon_Projectile_Rate
20601,Forsaken Polariser,0.071,,-4%,
20602,Writhing Injector,0.193,,,+12%
20603,Cursed Resonator,0.386,+1%,-15%,+4%
20604,Anomalous Filament,0.035,,,+3%
20605,Glassy Injector,0.018,,,+2%
20606,Cursed Capacitor,0.018,,,+2%
20607,Rescued Annihilator,0.059,+1%,-2%,+3%
20608,Doomed Resonator,0.0,+1%,,
20609,Doomed Obliterator,0.31,+1%,-14%,
20610,Rescued Atomiser,0.0,+1%,,
20611,Non-compliant Boundary Hunter,0.42,+1%,-12%,+10%
20612,Crimson Neutraliser,0.228,,,+14%
20613,Forsaken Splitter,0.333,,,+20%
20614,Salvaged Neutraliser,0.024,,-2%,
20615,Doomed Boundary Hunter,0.105,,,+7%
20616,Anointed Amplifier,0.024,,-2%,
20617,Nanite-Marked Furnace,0.024,,-2%,
20618,Polymorphous Dynamo,0.0,+1%,,
20619,Rescued Atomiser,0.041,,-2%,+2%
20620,Forsaken Polariser,0.053,,,+4%
20621,Writhing Resonator,0.089,+1%,-4%,+2%
20622,Glassy Accelerator,0.417,+1%,-6%,+18%
20623,Rescued Polariser,0.193,+1%,,+12%
20624,Released Accelerator,0.14,+1%,,+9%
20625,Rescued Filament,0.143,+1%,-7%,
20626,Haunted Refractor,0.018,,,+2%
20627,Non-compliant Accelerator,0.234,+1%,-2%,+13%
20628,Doomed Resonator,0.041,,-2%,+2%
20629,Aeronic Furnace,0.059,+1%,-2%,+3%
20630,Impossible Amplifier,0.316,,,+19%
20631,Forsaken Polariser,0.119,,-6%,
20632,Extinguished Neutraliser,0.263,,,+16%
20633,Extinguished Annihilator,0.263,,,+16%
20634,Anointed Polariser,0.529,+2%,-7%,+4%
20635,Doomed Gravitiser,0.076,+1%,-2%,+4%
20636,Relinquished Polariser,0.024,,-2%,
20637,Cursed Obliterator,0.193,,,+12%
20638,Polymorphous Atomiser,0.07,+1%,-1%,+5%
20639,Doomed Capacitor,0.0,+1%,,
20640,Non-compliant Amplifier,0.024,,-2%,
20641,Crimson Injector,0.0,+1%,,
20642,Glassy Splitter,0.1,+1%,-3%,+4%
20643,Glassy Gravitiser,0.0,+1%,,
20644,Relinquished De-limiter,0.14,,,+9%
20645,Non-compliant Injector,0.0,+1%,,
20646,Nanite-Marked Resonator,0.0,+1%,,
20647,Doomed Dynamo,0.018,+1%,,+2%
20648,Glassy Accelerator,0.018,,,+2%
20649,Nanite-Marked Mirror,0.059,+1%,-2%,+3%
20650,Forsaken Annihilator,0.065,+1%,-3%,+2%
20651,Watery Neutraliser,0.035,+1%,,+3%
20652,Watery Accelerator,0.14,+1%,,+9%
20653,Anointed Neutraliser,0.0,+1%,,
20654,Nanite-Marked Polariser,0.267,,-10%,+4%
20655,Anomalous Atomiser,0.263,,,+16%
20656,Watery Atomiser,0.059,+1%,-2%,+3%
20657,Rescued Mirror,0.083,+1%,-3%,+3%
20658,Crimson Furnace,0.0,+1%,,
20659,Nanite-Marked Amplifier,0.048,,-3%,
20660,Glassy Boundary Hunter,0.332,+1%,-12%,+5%
20661,Aeronic Dynamo,0.1,+1%,-3%,+4%
20662,Doomed Filament,0.19,,-9%,
20663,Cursed Oscillator,0.0,+1%,,
20664,Relinquished Obliterator,0.065,+1%,-3%,+2%
20665,Doomed Furnace,0.065,+1%,-3%,+2%
20666,Doomed Mirror,0.071,+1%,-4%,
20667,Anomalous Boundary Hunter,0.1,+1%,-3%,+4%
20668,Anomalous Capacitor,0.07,,,+5%
20669,Forsaken Furnace,0.041,,-2%,+2%
20670,Salvaged Furnace,0.094,+1%,-2%,+5%
20671,Anointed Filament,0.041,+1%,-2%,+2%
20672,Released Obliterator,0.071,+1%,-4%,
20673,Salvaged Polariser,0.214,+1%,-10%,
20674,Haunted Boundary Hunter,0.071,,-4%,
20675,Impossible Mirror,0.0,+1%,,
20676,Released Splitter,0.246,,,+15%
20677,Nanite-Marked Dynamo,0.246,,,+15%
20678,Impossible Dynamo,0.0,+1%,,
20679,Haunted Dynamo,0.31,,-14%,
20680,Non-compliant Dynamo,0.059,+1%,-2%,+3%
20681,Salvaged Gravitiser,0.143,,-7%,
20682,Doomed Mirror,0.07,,,+5%
20683,Glassy De-limiter,0.083,+1%,-3%,+3%
20684,Anointed Amplifier,0.0,+1%,,
20685,Crimson Dynamo,0.065,+1%,-3%,+2%
20686,Anomalous Polariser,0.284,+1%,-10%,+5%
20687,Anomalous Furnace,0.31,,-14%,
20688,Haunted Oscillator,0.024,,-2%,
20689,Extinguished De-limiter,0.0,+1%,,
20690,Haunted Filament,0.143,,-7%,
20691,Polymorphous Furnace,0.0,+1%,,
20692,Anointed Neutraliser,0.024,+1%,-2%,
20693,Polymorphous Capacitor,0.083,+1%,-3%,+3%
20694,Rescued Polariser,0.195,,-7%,+4%
20695,Cursed Mirror,0.059,+1%,-2%,+3%
20696,Writhing Obliterator,0.298,,,+18%
20697,Watery Accelerator,0.07,+1%,,+5%
20698,Crimson Annihilator,0.059,,-2%,+3%
20699,Released Resonator,0.041,+1%,-2%,+2%
20700,Rescued Splitter,0.153,,-3%,+7%
20701,Polymorphous Gravitiser,0.261,+1%,-9%,+5%
20702,Nanite-Marked Resonator,0.059,+1%,-2%,+3%
20703,Anomalous Accelerator,0.298,+1%,,+18%
20704,Rescued Obliterator,0.316,,,+19%
20705,Forsaken Capacitor,0.018,+1%,,+2%
20706,Impossible Accelerator,0.135,+1%,-3%,+6%
20707,Anomalous Amplifier,0.094,+1%,-2%,+5%
20708,Writhing Refractor,0.105,+1%,,+7%
20709,Haunted Filament,0.0,,-1%,
20710,Polymorphous Polariser,0.024,,-2%,
20711,Cursed Dynamo,0.246,+1%,,+15%
20712,Haunted Boundary Hunter,0.095,,-5%,
20713,Nanite-Marked Resonator,0.14,+1%,,+9%
20714,Cursed Splitter,0.018,+1%,,+2%
20715,Writhing Annihilator,0.303,+1%,-13%,+2%
20716,Extinguished Neutraliser,0.105,+1%,,+7%
20717,Non-compliant Injector,0.041,+1%,-2%,+2%
20718,Rescued Oscillator,0.024,,-2%,
20719,Writhing Atomiser,0.0,+1%,,
20720,Aeronic Annihilator,0.059,+1%,-2%,+3%
20721,Anointed Annihilator,0.024,,-2%,
20722,Crimson De-limiter,0.024,,-2%,
20723,Released Refractor,0.048,,-3%,
20724,Haunted Injector,0.024,+1%,-2%,
20725,Anointed Refractor,0.094,,-2%,+5%
20726,Relinquished Resonator,0.361,+1%,-11%,+8%
20727,Anomalous Oscillator,0.071,+1%,-4%,
20728,Impossible Resonator,0.018,,,+2%
20729,Nanite-Marked Polariser,0.175,,,+11%
20730,Non-compliant Accelerator,0.083,+1%,-3%,+3%
20731,Anointed Atomiser,0.217,+1%,-2%,+12%
20732,Non-compliant Resonator,0.041,,-2%,+2%
20733,Polymorphous Obliterator,0.17,,-3%,+8%
20734,Glassy Resonator,0.041,+1%,-2%,+2%
20735,Haunted Splitter,0.375,+2%,-2%,+2%
20736,Watery Refractor,0.211,,,+13%
20737,Rescued Refractor,0.282,+1%,-4%,+13%
20738,Anomalous Boundary Hunter,0.018,,,+2%
20739,Anomalous Resonator,0.071,,-4%,
20740,Rescued Obliterator,0.0,+1%,,
20741,Anointed Amplifier,0.07,,,+5%
20742,Watery Neutraliser,0.059,+1%,-2%,+3%
20743,Anomalous Gravitiser,0.024,,-2%,
20744,Crimson Refractor,0.105,,,+7%
20745,Crimson Atomiser,0.0,+1%,,
20746,Anomalous Gravitiser,0.0,+1%,,
20747,Forsaken Polariser,0.0,+1%,,
20748,Impossible Filament,0.249,,-10%,+3%
20749,Writhing Splitter,0.024,,-2%,
20750,Glassy Amplifier,0.041,+1%,-2%,+2%
20751,Writhing Refractor,0.071,,-4%,
20752,Released Obliterator,0.018,+1%,,+2%
20753,Haunted Filament,0.167,,-8%,
20754,Impossible Splitter,0.119,,-6%,
20755,Nanite-Marked Injector,0.083,+1%,-3%,+3%
20756,Impossible Mirror,0.286,,-13%,
20757,Released Polariser,0.024,,-2%,
20758,Polymorphous Atomiser,0.024,,-2%,
20759,Rescued Neutraliser,0.212,+1%,-4%,+9%
20760,Rescued De-limiter,0.0,+1%,,
20761,Polymorphous Mirror,0.089,+1%,-4%,+2%
20762,Anointed Atomiser,0.035,,,+3%
20763,Extinguished Filament,0.018,+1%,,+2%
20764,Watery Refractor,0.0,+1%,,
20765,Anomalous Splitter,0.407,+1%,-10%,+12%
20766,Crimson Refractor,0.263,,,+16%
20767,Cursed Furnace,0.041,+1%,-2%,+2%
20768,Non-compliant Capacitor,0.0,+1%,,
20769,Haunted Refractor,0.281,,,+17%
20770,Watery Polariser,0.19,,-9%,
20771,Polymorphous Injector,0.0,+1%,,
20772,Salvaged Capacitor,0.31,,-14%,
20773,Crimson Refractor,0.316,,,+19%
20774,Anomalous Filament,0.228,,,+14%
20775,Writhing Neutraliser,0.07,,,+5%
20776,Relinquished Oscillator,0.024,,-2%,
20777,Forsaken De-limiter,0.211,,,+13%
20778,Crimson Obliterator,0.158,,,+10%
20779,Haunted Mirror,0.167,,-8%,
20780,Forsaken Gravitiser,0.0,+1%,,
20781,Aeronic Filament,0.0,+1%,,
20782,Anomalous Refractor,0.568,+2%,-2%,+13%
20783,Glassy Gravitiser,0.018,,,+2%
20784,Rescued Gravitiser,0.158,,,+10%
20785,Non-compliant Resonator,0.228,+1%,,+14%
20786,Anomalous Annihilator,0.0,+1%,,
20787,Crimson Filament,0.076,+1%,-2%,+4%
20788,Aeronic Accelerator,0.024,,-2%,
20789,Impossible Furnace,0.024,+1%,-2%,
20790,Watery Polariser,0.076,+1%,-2%,+4%
20791,Aeronic Resonator,0.024,+1%,-2%,
20792,Anointed Filament,0.024,+1%,-2%,
20793,Anomalous Neutraliser,0.083,+1%,-3%,+3%
20794,Impossible Neutraliser,0.07,,,+5%
20795,Anomalous Boundary Hunter,0.0,+1%,,
20796,Anomalous Polariser,0.0,+1%,,
20797,Salvaged Refractor,0.024,+1%,-2%,
20798,Watery Gravitiser,0.018,,,+2%
20799,Watery Amplifier,0.129,,-2%,+7%
20800,Rescued Amplifier,0.0,+1%,,
20801,Rescued Amplifier,0.333,+2%,,
20802,Impossible Resonator,0.112,+1%,-2%,+6%
20803,Glassy Injector,0.088,,,+6%
20804,Glassy Neutraliser,0.0,+1%,,
20805,Crimson Refractor,0.018,,,+2%
20806,Extinguished Dynamo,0.124,+1%,-4%,+4%
20807,Released Amplifier,0.643,+2%,-14%,
20808,Anointed Filament,0.083,+1%,-3%,+3%
20809,Non-compliant Amplifier,0.287,+1%,-2%,+16%
20810,Extinguished Obliterator,0.048,,-3%,
20811,Writhing Obliterator,0.357,+2%,-2%,
20812,Rescued Atomiser,0.088,+1%,,+6%
20813,Aeronic Neutraliser,0.119,,-6%,
20814,Writhing Annihilator,0.083,+1%,-3%,+3%
20815,Anointed Obliterator,0.0,,-1%,
20816,Haunted Oscillator,0.0,+1%,,
20817,Doomed Gravitiser,0.333,+2%,,
20818,Non-compliant Oscillator,0.158,+1%,,+10%
20819,Non-compliant Furnace,0.147,,-2%,+8%
20820,Forsaken Splitter,0.307,+1%,-8%,+9%
20821,Released Injector,0.053,,,+4%
20822,Rescued Capacitor,0.059,+1%,-2%,+3%
20823,Glassy Splitter,0.048,,-3%,
20824,Forsaken Furnace,0.228,,,+14%
20825,Non-compliant Amplifier,0.024,,-2%,
20826,Rescued Gravitiser,0.34,+1%,-2%,+19%
20827,Released Furnace,0.105,,,+7%
20828,Forsaken Accelerator,0.355,+1%,-10%,+9%
20829,Nanite-Marked De-limiter,0.024,,-2%,
20830,Watery Gravitiser,0.415,+1%,-14%,+7%
20831,Aeronic Mirror,0.083,+1%,-3%,+3%
20832,Haunted Neutraliser,0.088,,,+6%
20833,Anomalous Obliterator,0.0,+1%,,
20834,Anomalous Dynamo,0.07,,,+5%
20835,Impossible De-limiter,0.19,,-9%,
20836,Polymorphous Filament,0.041,,-2%,+2%
20837,Polymorphous De-limiter,0.246,+1%,,+15%
20838,Anointed Injector,0.07,,,+5%
20839,Extinguished Filament,0.333,+1%,-15%,
20840,Non-compliant Atomiser,0.123,+1%,,+8%
20841,Cursed Furnace,0.277,+1%,-6%,+10%
20842,Aeronic Atomiser,0.083,+1%,-3%,+3%
20843,Relinquished De-limiter,0.076,+1%,-2%,+4%
20844,Cursed Furnace,0.088,,,+6%
20845,Anomalous Mirror,0.0,+1%,,
20846,Nanite-Marked Furnace,0.059,+1%,-2%,+3%
20847,Extinguished Splitter,0.119,+1%,-6%,
20848,Rescued Resonator,0.316,,,+19%
20849,Non-compliant Filament,0.234,+1%,-2%,+13%
20850,Anomalous Neutraliser,0.0,+1%,,
20851,Salvaged Dynamo,0.0,+1%,,
20852,Haunted Atomiser,0.263,+1%,,+16%
20853,Anointed Splitter,0.217,+1%,-2%,+12%
20854,Nanite-Marked Gravitiser,0.059,+1%,-2%,+3%
20855,Anomalous Obliterator,0.148,,-5%,+4%
20856,Aeronic Mirror,0.024,+1%,-2%,
20857,Writhing Annihilator,0.391,+1%,-13%,+7%
20858,Crimson Amplifier,0.393,,-5%,+18%
20859,Released Annihilator,0.018,,,+2%
20860,Haunted Resonator,0.0,+1%,,
20861,Doomed Atomiser,0.053,,,+4%
20862,Extinguished Boundary Hunter,0.0,+1%,,
20863,Doomed Obliterator,0.0,+1%,,
20864,Anointed De-limiter,0.095,,-5%,
20865,Watery Furnace,0.619,,-13%,+20%
20866,Watery De-limiter,0.024,,-2%,
20867,Anointed Furnace,0.076,+1%,-2%,+4%
20868,Aeronic Neutraliser,0.332,+1%,-12%,+5%
20869,Extinguished Accelerator,0.112,,-2%,+6%
20870,Nanite-Marked Obliterator,0.0,+1%,,
20871,Anomalous Capacitor,0.048,+1%,-3%,
20872,Watery Filament,0.14,,,+9%
20873,Impossible Annihilator,0.024,,-2%,
20874,Forsaken Furnace,0.076,+1%,-2%,+4%
20875,Crimson Amplifier,0.024,,-2%,
20876,Impossible Oscillator,0.0,+1%,,
20877,Anointed Dynamo,0.228,,,+14%
20878,Relinquished Polariser,0.167,,-8%,
20879,Anointed Splitter,0.363,+1%,-3%,+19%
20880,Polymorphous De-limiter,0.053,,,+4%
20881,Rescued Accelerator,0.059,+1%,-2%,+3%
20882,Anointed Splitter,0.035,,,+3%
20883,Polymorphous Polariser,0.0,+1%,,
20884,Extinguished Obliterator,0.024,+1%,-2%,
20885,Extinguished Neutraliser,0.018,,,+2%
20886,Nanite-Marked Annihilator,0.123,,,+8%
20887,Cursed Boundary Hunter,0.07,+1%,-1%,+5%
20888,Writhing Filament,0.0,+1%,,
20889,Cursed Dynamo,0.083,+1%,-3%,+3%
20890,Impossible Gravitiser,0.024,,-2%,
20891,Cursed Annihilator,0.024,,-2%,
20892,Cursed Filament,0.305,,-2%,+17%
20893,Writhing Atomiser,0.119,,-6%,
20894,Watery Accelerator,0.024,,-2%,
20895,Salvaged Neutraliser,0.024,,-2%,
20896,Aeronic Furnace,0.0,+1%,,
20897,Non-compliant Accelerator,0.0,+1%,,
20898,Non-compliant Boundary Hunter,0.1,+1%,-3%,+4%
20899,Impossible Obliterator,0.0,+1%,,
20900,Glassy Amplifier,0.123,+1%,,+8%
20901,Cursed Mirror,0.147,+1%,-2%,+8%
20902,Non-compliant Atomiser,0.088,,,+6%
20903,Aeronic Polariser,0.048,+1%,-3%,
20904,Aeronic Oscillator,0.024,,-2%,
20905,Cursed Capacitor,0.476,,-7%,+20%
20906,Glassy Atomiser,0.0,+1%,,
20907,Crimson Filament,0.211,+1%,,+13%
20908,Writhing Mirror,0.041,,-2%,+2%
20909,Anointed Injector,0.0,+1%,,
20910,Polymorphous Atomiser,0.076,+1%,-2%,+4%
20911,Forsaken Atomiser,0.024,+1%,-2%,
20912,Glassy Atomiser,0.083,+1%,-3%,+3%
20913,Writhing Neutraliser,0.238,,-11%,
20914,Doomed Atomiser,0.071,,-4%,
20915,Extinguished Furnace,0.07,,,+5%
20916,Anomalous Accelerator,0.048,,-3%,
20917,Non-compliant Filament,0.246,,,+15%
20918,Haunted Mirror,0.246,+1%,,+15%
20919,Non-compliant Oscillator,0.071,,-4%,
20920,Crimson Accelerator,0.175,,,+11%
20921,Polymorphous Annihilator,0.088,,,+6%
20922,Glassy Dynamo,0.0,+1%,,
20923,Watery Gravitiser,0.0,+1%,,
20924,Polymorphous Atomiser,0.018,,,+2%
20925,Impossible Neutraliser,0.281,,,+17%
20926,Aeronic Injector,0.333,+2%,,
20927,Released Resonator,0.053,,,+4%
20928,Nanite-Marked Oscillator,0.083,+1%,-3%,+3%
20929,Aeronic Refractor,0.317,+1%,-4%,+15%
20930,Polymorphous Resonator,0.333,+2%,,
20931,Relinquished Polariser,0.238,,-11%,
20932,Doomed Refractor,0.252,+1%,-2%,+14%
20933,Impossible Refractor,0.238,,-11%,
20934,Crimson Amplifier,0.0,+1%,,
20935,Extinguished Neutraliser,0.327,+1%,-14%,+2%
20936,Relinquished Injector,0.0,+1%,,
20937,Anomalous Dynamo,0.159,,-4%,+6%
20938,Cursed Gravitiser,0.129,+1%,-2%,+7%
20939,Glassy Obliterator,0.0,+1%,,
20940,Salvaged Polariser,0.119,,-6%,
20941,Nanite-Marked Splitter,0.088,,,+6%
20942,Nanite-Marked Amplifier,0.214,+1%,-10%,
20943,Anointed Capacitor,0.143,,-7%,
20944,Released Furnace,0.024,+1%,-2%,
20945,Salvaged Gravitiser,0.041,+1%,-2%,+2%
20946,Watery Boundary Hunter,0.048,,-3%,
20947,Non-compliant Injector,0.333,,,+20%
20948,Crimson Polariser,0.193,,,+12%
20949,Aeronic Polariser,0.0,,-1%,
20950,Anointed Accelerator,0.561,+1%,-15%,+14%
20951,Salvaged Filament,0.048,+1%,-3%,
20952,Writhing Boundary Hunter,0.0,+1%,,
20953,Glassy Refractor,0.143,,-7%,
20954,Impossible Amplifier,0.333,,,+20%
20955,Relinquished Resonator,0.0,+1%,-1%,
20956,Writhing Refractor,0.105,+1%,,+7%
20957,Forsaken Obliterator,0.199,+1%,-2%,+11%
20958,Writhing Mirror,0.219,,-8%,+4%
20959,Watery Obliterator,0.333,+2%,,
20960,Watery Capacitor,0.018,,,+2%
20961,Crimson Accelerator,0.164,+1%,-2%,+9%
20962,Crimson Oscillator,0.024,,-2%,
20963,Doomed Oscillator,0.083,+1%,-3%,+3%
20964,Extinguished Polariser,0.211,+1%,,+13%
20965,Released Refractor,0.065,+1%,-3%,+2%
20966,Anointed Capacitor,0.024,,-2%,
20967,Crimson Furnace,0.024,+1%,-2%,
20968,Writhing Dynamo,0.112,,-2%,+6%
20969,Watery Neutraliser,0.076,,-2%,+4%
20970,Non-compliant Splitter,0.0,+1%,,
20971,Rescued Atomiser,0.024,,-2%,
20972,Crimson Amplifier,0.0,+1%,,
20973,Released Refractor,0.0,+1%,,
20974,Relinquished Splitter,0.024,+1%,-2%,
20975,Non-compliant Gravitiser,0.024,,-2%,
20976,Forsaken Refractor,0.024,,-2%,
20977,Aeronic Gravitiser,0.059,+1%,-2%,+3%
20978,Doomed Neutraliser,0.269,+1%,-2%,+15%
20979,Anointed Capacitor,0.217,+1%,-2%,+12%
20980,Glassy Oscillator,0.246,,,+15%
20981,Anointed Amplifier,0.095,,-5%,
20982,Salvaged Oscillator,0.083,+1%,-3%,+3%
20983,Anointed Boundary Hunter,0.053,+1%,,+4%
20984,Extinguished Annihilator,0.035,,,+3%
20985,Released Atomiser,0.048,+1%,-3%,
20986,Anomalous Atomiser,0.076,+1%,-2%,+4%
20987,Haunted Oscillator,0.0,+1%,,
20988,Polymorphous Resonator,0.333,,,+20%
20989,Impossible Filament,0.31,,-14%,
20990,Non-compliant Mirror,0.083,+1%,-3%,+3%
20991,Cursed Gravitiser,0.331,+1%,-9%,+9%
20992,Polymorphous Neutraliser,0.024,,-2%,
20993,Watery Gravitiser,0.035,+1%,,+3%
20994,Writhing Neutraliser,0.246,+1%,,+15%
20995,Impossible Filament,0.024,,-2%,
20996,Salvaged Obliterator,0.07,,,+5%
20997,Non-compliant Dynamo,0.0,+1%,,
20998,Polymorphous Obliterator,0.0,+1%,,
20999,Polymorphous Capacitor,0.018,,,+2%
21000,Doomed Capacitor,0.105,+1%,,+7%
21001,Non-compliant Splitter,0.0,+1%,,
21002,Watery Atomiser,0.19,,-9%,
21003,Aeronic De-limiter,0.065,+1%,-3%,+2%
21004,Glassy Obliterator,0.147,,-2%,+8%
21005,Relinquished Accelerator,0.491,+2%,,+10%
21006,Rescued Refractor,0.0,+1%,,
21007,Crimson Dynamo,0.0,+1%,,
21008,Glassy Filament,0.041,,-2%,+2%
21009,Anomalous Boundary Hunter,0.024,,-2%,
21010,Crimson Annihilator,0.341,+1%,-5%,+15%
21011,Polymorphous Obliterator,0.105,,,+7%
21012,Haunted Filament,0.035,,,+3%
21013,Aeronic Capacitor,0.053,+1%,,+4%
21014,Non-compliant Neutraliser,0.287,+1%,-2%,+16%
21015,Anomalous De-limiter,0.444,+1%,-13%,+10%
21016,Released Amplifier,0.076,+1%,-2%,+4%
21017,Forsaken Capacitor,0.35,+1%,-12%,+6%
21018,Watery Injector,0.0,+1%,,
21019,Anomalous Gravitiser,0.048,+1%,-3%,
21020,Rescued Amplifier,0.305,+1%,-2%,+17%
21021,Relinquished Resonator,0.238,,-11%,
21022,Forsaken Capacitor,0.018,,,+2%
21023,Watery Oscillator,0.024,+1%,-2%,
21024,Forsaken Injector,0.0,+1%,,
21025,Watery Injector,0.083,,-3%,+3%
21026,Nanite-Marked Boundary Hunter,0.0,+1%,,
21027,Non-compliant Amplifier,0.269,+1%,-2%,+15%
21028,Relinquished Dynamo,0.095,,-5%,
21029,Watery Annihilator,0.0,+1%,,
21030,Anointed Injector,0.059,,-2%,+3%
21031,Writhing Furnace,0.059,+1%,-2%,+3%
21032,Crimson Oscillator,0.0,+1%,,
21033,Watery Capacitor,0.024,+1%,-2%,
21034,Cursed Refractor,0.0,+1%,,
21035,Anomalous Filament,0.1,+1%,-3%,+4%
21036,Forsaken Obliterator,0.041,+1%,-2%,+2%
21037,Nanite-Marked Filament,0.143,,-7%,
21038,Cursed Resonator,0.0,+1%,,
21039,Released Boundary Hunter,0.041,+1%,-2%,+2%
21040,Forsaken Accelerator,0.119,,-6%,
21041,Anointed Mirror,0.024,+1%,-2%,
21042,Writhing De-limiter,0.286,,-13%,
21043,Watery Atomiser,0.041,+1%,-2%,+2%
21044,Salvaged Oscillator,0.024,,-2%,
21045,Doomed Injector,0.024,,-2%,
21046,Salvaged Capacitor,0.024,+1%,-2%,
21047,Impossible Accelerator,0.0,+1%,,
21048,Impossible Neutraliser,0.19,+1%,-9%,
21049,Extinguished Refractor,0.231,,-7%,+6%
21050,Salvaged Obliterator,0.024,,-2%,
21051,Polymorphous Boundary Hunter,0.048,,-3%,
21052,Forsaken De-limiter,0.333,+2%,,
21053,Doomed De-limiter,0.119,,-6%,
21054,Polymorphous Boundary Hunter,0.048,,-3%,
21055,Polymorphous Resonator,0.0,+1%,,
21056,Polymorphous Mirror,0.041,+1%,-2%,+2%
21057,Watery Accelerator,0.351,+1%,-15%,+2%
21058,Anointed Accelerator,0.164,+1%,-2%,+9%
21059,Aeronic Capacitor,0.0,+1%,,
21060,Haunted Furnace,0.059,+1%,-2%,+3%
21061,Impossible Oscillator,0.214,,-10%,
21062,Writhing Dynamo,0.105,,,+7%
21063,Relinquished Atomiser,0.041,+1%,-2%,+2%
21064,Anointed Oscillator,0.071,,-4%,
21065,Doomed Obliterator,0.119,,-6%,
21066,Forsaken Polariser,0.175,+1%,-1%,+11%
21067,Nanite-Marked Resonator,0.059,+1%,-2%,+3%
21068,Polymorphous Refractor,0.333,,,+20%
21069,Doomed Dynamo,0.167,,-8%,
21070,Impossible Obliterator,0.0,+1%,,
21071,Doomed Accelerator,0.018,,,+2%
21072,Writhing Boundary Hunter,0.071,,-4%,
21073,Cursed Dynamo,0.123,,,+8%
21074,Nanite-Marked Oscillator,0.065,+1%,-3%,+2%
21075,Nanite-Marked Polariser,0.065,+1%,-3%,+2%
21076,Aeronic Polariser,0.0,+1%,,
21077,Polymorphous Injector,0.123,,,+8%
21078,Impossible Accelerator,0.236,+1%,-5%,+9%
21079,Impossible Atomiser,0.053,,,+4%
21080,Anointed Accelerator,0.298,,,+18%
21081,Watery Obliterator,0.0,+1%,,
21082,Released Oscillator,0.471,+1%,-9%,+17%
21083,Cursed De-limiter,0.123,,,+8%
21084,Nanite-Marked Obliterator,0.095,,-5%,
21085,Anointed Mirror,0.024,,-2%,
21086,Impossible Accelerator,0.059,+1%,-2%,+3%
21087,Released Injector,0.053,,,+4%
21088,Relinquished De-limiter,0.158,,,+10%
21089,Released Resonator,0.32,+1%,-10%,+7%
21090,Relinquished Dynamo,0.0,+1%,,
21091,Relinquished Neutraliser,0.024,,-2%,
21092,Released Annihilator,0.119,,-6%,
21093,Impossible Resonator,0.024,+1%,-2%,
21094,Relinquished Refractor,0.0,+1%,,
21095,Glassy Polariser,0.024,,-2%,
21096,Non-compliant Oscillator,0.0,+1%,,
21097,Haunted Mirror,0.153,,-3%,+7%
21098,Relinquished Mirror,0.024,,-2%,
21099,Watery Obliterator,0.07,,,+5%
21100,Extinguished Refractor,0.095,,-5%,
21101,Watery Dynamo,0.0,+1%,,
21102,Writhing Refractor,0.419,+1%,-9%,+14%
21103,Relinquished Atomiser,0.024,,-2%,
21104,Crimson Furnace,0.018,+1%,,+2%
21105,Cursed Boundary Hunter,0.024,,-2%,
21106,Cursed Annihilator,0.083,+1%,-3%,+3%
21107,Anomalous Neutraliser,0.0,+1%,,
21108,Haunted Splitter,0.018,+1%,,+2%
21109,Salvaged Accelerator,0.048,,-3%,
21110,Anomalous Accelerator,0.1,+1%,-3%,+4%
21111,Writhing Polariser,0.041,+1%,-2%,+2%
21112,Aeronic Filament,0.024,,-2%,
21113,Aeronic Mirror,0.119,,-6%,
21114,Impossible Filament,0.0,+1%,,
21115,Anomalous Accelerator,0.035,+1%,,+3%
21116,Extinguished Splitter,0.024,,-2%,
21117,Watery Polariser,0.0,+1%,,
21118,Aeronic Oscillator,0.024,,-2%,
21119,Non-compliant Furnace,0.246,+1%,,+15%
21120,Cursed Amplifier,0.213,+1%,-7%,+5%
21121,Relinquished Accelerator,0.0,+1%,,
21122,Non-compliant Obliterator,0.059,+1%,-2%,+3%
21123,Aeronic Obliterator,0.34,+1%,-2%,+19%
21124,Polymorphous Resonator,0.024,+1%,-2%,
21125,Relinquished Atomiser,0.024,,-2%,
21126,Writhing Atomiser,0.1,+1%,-3%,+4%
21127,Released Splitter,0.14,,,+9%
21128,Forsaken Furnace,0.024,,-2%,
21129,Crimson Refractor,0.024,,-2%,
21130,Extinguished Amplifier,0.018,,,+2%
21131,Glassy Gravitiser,0.0,+1%,,
21132,Anointed Mirror,0.088,+1%,,+6%
21133,Rescued Neutraliser,0.193,,,+12%
21134,Salvaged Capacitor,0.0,+1%,,
21135,Writhing Filament,0.0,,-1%,
21136,Haunted Accelerator,0.024,,-2%,
21137,Watery Furnace,0.519,+1%,-11%,+17%
21138,Released Obliterator,0.0,+1%,,
21139,Doomed Atomiser,0.211,+1%,,+13%
21140,Salvaged Obliterator,0.024,+1%,-2%,
21141,Anomalous Refractor,0.035,+1%,,+3%
21142,Glassy Oscillator,0.143,,-7%,
21143,Crimson Boundary Hunter,0.095,,-5%,
21144,Non-compliant Injector,0.0,+1%,,
21145,Watery Annihilator,0.0,+1%,,
21146,Forsaken Furnace,0.333,+2%,,
21147,Anointed Atomiser,0.071,,-4%,
21148,Forsaken Boundary Hunter,0.076,,-2%,+4%
21149,Writhing Gravitiser,0.165,+1%,-5%,+5%
21150,Watery Splitter,0.306,+1%,-5%,+13%
