sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_Rate,Weapon_Projectile_ClipSize
3017,Plasma Injector,0.5,,,+12.0
3018,Plasma Injector,0.75,,+6%,+12.0
3019,Infrared Battery,0.5,+1%,,
3020,Beam Amplifier,0.5,,,+12.0
3021,Sunlight Accelerator,0.5,,+2%,+12.0
3022,Plasma Energiser,0.188,,+5%,
3023,Ion Amplifier,1.0,+1%,,+12.0
3024,Infrared Battery,1.0,+1%,,+12.0
3025,Beam Amplifier,0.0,,+2%,
3026,Beam Projector,0.5,+1%,,
3027,Plasma Excitor,0.062,,+3%,
3028,Sunlight Projector,0.5,+1%,,
3029,Infrared Solidifier,0.5,+1%,,
3030,Plasma Projector,0.5,,,+12.0
3031,Beam Amplifier,0.5,+1%,,
3032,Sunlight Resonator,0.0,,+2%,
3033,Sunlight Capture Cell,0.0,,+2%,
3034,Sunlight Resonator,0.5,+1%,,
3035,Beam Solidifier,0.5,+1%,+2%,
3036,Infrared Projector,0.0,,+2%,
3037,Beam Energiser,0.5,+1%,,
3038,Ion Resonator,0.5,,,+12.0
3039,Infrared Projector,0.5,+1%,,
3040,Infrared Excitor,0.0,,+2%,
3041,Infrared Battery,0.5,+1%,,
3042,Plasma Resonator,0.688,+1%,+5%,
3043,Plasma Energiser,0.5,,,+12.0
3044,Beam Injector,0.0,,+2%,
3045,Plasma Solidifier,0.5,+1%,,
3046,Beam Resonator,0.5,+1%,+2%,
3047,Plasma Projector,0.5,,,+12.0
3048,Sunlight Excitor,0.0,,+2%,
3049,Ion Injector,0.5,+1%,,
3050,Plasma Solidifier,0.5,+1%,,
3051,Beam Projector,0.5,,,+12.0
3052,Sunlight Energiser,0.0,,+2%,
3053,Beam Resonator,0.5,,,+12.0
3054,Beam Battery,0.0,,+2%,
3055,Plasma Battery,0.5,,,+12.0
3056,Sunlight Excitor,1.0,+1%,,+12.0
3057,Infrared Projector,0.5,,+2%,+12.0
3058,Plasma Projector,0.5,,,+12.0
3059,Ion Solidifier,0.5,+1%,,
3060,Beam Solidifier,0.5,+1%,,
3061,Infrared Battery,0.5,,,+12.0
3062,Sunlight Energiser,0.5,,+2%,+12.0
3063,Sunlight Projector,1.0,+1%,,+12.0
3064,Plasma Amplifier,0.5,,,+12.0
3065,Ion Amplifier,0.5,+1%,,
3066,Beam Projector,0.875,,+8%,+12.0
3067,Ion Amplifier,0.0,,+2%,
3068,Beam Battery,0.5,+1%,,
3069,Plasma Battery,0.5,,,+12.0
3070,Infrared Capture Cell,0.0,,+2%,
3071,Sunlight Excitor,0.0,,+2%,
3072,Infrared Capture Cell,0.875,+1%,+8%,
3073,Beam Projector,0.0,,+2%,
3074,Plasma Projector,0.5,,,+12.0
3075,Sunlight Excitor,0.5,,+2%,+12.0
3076,Sunlight Energiser,0.5,+1%,,
3077,Beam Capture Cell,0.438,,+9%,
3078,Infrared Excitor,0.5,+1%,,
3079,Plasma Resonator,0.0,,+2%,
3080,Sunlight Accelerator,0.0,,+2%,
3081,Ion Injector,0.5,+1%,,
3082,Plasma Amplifier,0.5,,,+12.0
3083,Plasma Capture Cell,0.0,,+2%,
3084,Beam Projector,0.125,,+4%,
3085,Sunlight Excitor,0.5,+1%,+2%,
3086,Infrared Capture Cell,0.5,+1%,,
3087,Ion Injector,0.5,,,+12.0
3088,Ion Accelerator,0.062,,+3%,
3089,Ion Projector,0.5,,,+12.0
3090,Infrared Battery,0.5,,,+12.0
3091,Plasma Amplifier,0.5,+1%,+2%,
3092,Infrared Excitor,0.5,,,+12.0
3093,Ion Amplifier,0.25,,+6%,
3094,Infrared Energiser,0.5,+1%,,
3095,Sunlight Injector,0.0,,+2%,
3096,Beam Battery,0.5,+1%,,
3097,Ion Energiser,0.062,,+3%,
3098,Ion Solidifier,0.5,+1%,,
3099,Sunlight Capture Cell,0.5,,,+12.0
3100,Ion Solidifier,0.5,+1%,,
3101,Beam Energiser,0.062,,+3%,
3102,Sunlight Resonator,0.5,+1%,+2%,
3103,Sunlight Injector,0.5,,,+12.0
3104,Sunlight Energiser,0.0,,+2%,
3105,Beam Projector,0.5,,,+12.0
3106,Sunlight Solidifier,0.5,+1%,,
3107,Ion Energiser,0.0,,+2%,
3108,Infrared Excitor,0.375,,+8%,
3109,Beam Solidifier,0.5,+1%,+2%,
3110,Sunlight Amplifier,0.5,+1%,,
3111,Sunlight Capture Cell,0.0,,+2%,
3112,Plasma Energiser,0.5,+1%,,
3113,Plasma Energiser,0.5,,,+12.0
3114,Plasma Battery,0.0,,+2%,
3115,Plasma Projector,0.5,,,+12.0
3116,Infrared Energiser,0.5,+1%,,
3117,Beam Accelerator,0.0,,+2%,
3118,Ion Excitor,0.5,,,+12.0
3119,Ion Injector,1.0,+1%,,+12.0
3120,Infrared Resonator,0.5,,+2%,+12.0
3121,Plasma Capture Cell,0.5,,,+12.0
3122,Sunlight Battery,0.5,+1%,,
3123,Plasma Resonator,0.5,+1%,,
3124,Sunlight Solidifier,0.5,+1%,+2%,
3125,Sunlight Solidifier,0.188,,+5%,
3126,Plasma Accelerator,0.875,+1%,+8%,
3127,Ion Energiser,0.5,+1%,,
3128,Ion Capture Cell,0.5,+1%,,
3129,Beam Energiser,0.0,,+2%,
3130,Beam Injector,0.0,,+2%,
3131,Sunlight Energiser,0.0,,+2%,
3132,Beam Battery,0.5,,,+12.0
3133,Beam Solidifier,0.125,,+4%,
3134,Sunlight Energiser,0.5,,,+12.0
3135,Plasma Battery,0.062,,+3%,
3136,Infrared Projector,0.562,,+3%,+12.0
3137,Infrared Projector,0.5,+1%,,
3138,Beam Energiser,0.5,,,+12.0
3139,Beam Battery,0.5,,+10%,
3140,Sunlight Battery,0.5,,,+12.0
3141,Infrared Projector,0.5,+1%,,
3142,Sunlight Accelerator,0.0,,+2%,
3143,Plasma Solidifier,0.5,,,+12.0
3144,Plasma Solidifier,0.5,,,+12.0
3145,Infrared Battery,1.0,+1%,,+12.0
3146,Beam Excitor,0.0,,+2%,
3147,Sunlight Amplifier,0.5,,,+12.0
3148,Ion Excitor,0.5,+1%,,
3149,Beam Excitor,0.5,,+2%,+12.0
3150,Sunlight Amplifier,0.0,,+2%,
3151,Beam Energiser,0.062,,+3%,
3152,Plasma Amplifier,0.5,+1%,,
3153,Beam Resonator,0.5,+1%,,
3154,Ion Projector,0.5,+1%,,
3155,Infrared Amplifier,0.5,+1%,,
3156,Plasma Injector,0.5,,,+12.0
3157,Ion Resonator,0.5,+1%,,
3158,Ion Energiser,0.5,+1%,+2%,
3159,Beam Solidifier,0.5,+1%,,
3160,Plasma Resonator,0.125,,+4%,
3161,Sunlight Excitor,1.0,+1%,,+12.0
3162,Infrared Excitor,0.0,,+2%,
3163,Beam Accelerator,0.0,,+2%,
3164,Ion Amplifier,1.0,,+10%,+12.0
3165,Sunlight Amplifier,0.5,+1%,,
3166,Infrared Projector,0.25,,+6%,
3167,Infrared Injector,0.5,,,+12.0
3168,Plasma Injector,0.5,,,+12.0
3169,Sunlight Battery,0.375,,+8%,
3170,Beam Resonator,0.5,+1%,,
3171,Plasma Energiser,0.0,,+2%,
3172,Plasma Capture Cell,0.0,,+2%,
3173,Beam Excitor,0.0,,+2%,
3174,Plasma Projector,0.5,,,+12.0
3175,Ion Amplifier,1.0,+1%,,+12.0
3176,Plasma Amplifier,0.5,,,+12.0
3177,Infrared Solidifier,0.5,,,+12.0
3178,Beam Energiser,0.5,+1%,,
3179,Sunlight Injector,0.5,,,+12.0
3180,Ion Amplifier,0.312,,+7%,
3181,Infrared Accelerator,0.5,+1%,,
3182,Sunlight Resonator,0.5,,,+12.0
3183,Plasma Projector,0.5,+1%,,
3184,Ion Projector,0.5,+1%,+2%,
3185,Infrared Accelerator,0.5,+1%,,
3186,Plasma Resonator,0.5,+1%,,
3187,Plasma Resonator,1.0,+1%,,+12.0
3188,Infrared Excitor,0.5,,+2%,+12.0
3189,Beam Projector,0.5,+1%,,
3190,Beam Battery,0.5,,,+12.0
3191,Sunlight Amplifier,0.5,+1%,,
3192,Beam Excitor,0.5,+1%,,
3193,Plasma Battery,0.5,+1%,,
3194,Infrared Amplifier,1.0,+1%,,+12.0
3195,Beam Amplifier,1.0,+1%,,+12.0
3196,Sunlight Injector,0.5,+1%,+2%,
3197,Sunlight Excitor,0.5,+1%,,
3198,Infrared Solidifier,0.5,+1%,+2%,
3199,Infrared Injector,0.0,,+2%,
3200,Ion Battery,0.188,,+5%,
3201,Infrared Battery,0.5,,+2%,+12.0
3202,Infrared Solidifier,0.0,,+2%,
3203,Infrared Solidifier,0.5,+1%,,
3204,Plasma Solidifier,0.5,+1%,+2%,
3205,Sunlight Battery,0.5,,,+12.0
3206,Sunlight Battery,0.5,,,+12.0
3207,Infrared Injector,0.5,,,+12.0
3208,Infrared Amplifier,0.5,+1%,+2%,
3209,Infrared Energiser,0.5,,,+12.0
3210,Infrared Solidifier,0.062,,+3%,
3211,Beam Amplifier,0.5,,,+12.0
3212,Beam Capture Cell,0.125,,+4%,
3213,Beam Energiser,0.5,,+10%,
3214,Plasma Resonator,0.5,,,+12.0
3215,Ion Projector,0.5,+1%,,
3216,Infrared Energiser,0.5,,+2%,+12.0
3217,Infrared Amplifier,0.5,,,+12.0
3218,Sunlight Resonator,0.5,,,+12.0
3219,Ion Resonator,0.5,,+2%,+12.0
3220,Sunlight Capture Cell,0.5,+1%,,
3221,Beam Energiser,0.5,+1%,,
3222,Beam Accelerator,0.0,,+2%,
3223,Plasma Amplifier,0.5,+1%,,
3224,Beam Amplifier,0.5,+1%,,
3225,Ion Battery,0.5,+1%,,
3226,Infrared Capture Cell,0.0,,+2%,
3227,Sunlight Excitor,0.5,,,+12.0
3228,Sunlight Excitor,0.5,+1%,+2%,
3229,Beam Accelerator,0.0,,+2%,
3230,Sunlight Battery,0.0,,+2%,
3231,Beam Energiser,0.0,,+2%,
3232,Plasma Accelerator,0.812,+1%,+7%,
3233,Sunlight Capture Cell,0.0,,+2%,
3234,Plasma Amplifier,0.0,,+2%,
3235,Sunlight Accelerator,0.5,,,+12.0
3236,Sunlight Amplifier,0.125,,+4%,
3237,Infrared Capture Cell,0.0,,+2%,
3238,Plasma Projector,0.5,,,+12.0
3239,Plasma Projector,0.5,+1%,+2%,
3240,Plasma Accelerator,0.5,+1%,,
3241,Ion Capture Cell,0.5,+1%,,
3242,Beam Capture Cell,0.5,,,+12.0
3243,Ion Projector,0.0,,+2%,
3244,Plasma Capture Cell,0.5,+1%,,
3245,Plasma Excitor,0.0,,+2%,
3246,Ion Solidifier,0.062,,+3%,
3247,Beam Projector,0.5,,+2%,+12.0
3248,Sunlight Solidifier,0.5,+1%,,
3249,Ion Projector,0.5,+1%,,
3250,Infrared Solidifier,0.5,+1%,,
3251,Plasma Capture Cell,0.0,,+2%,
3252,Beam Accelerator,1.0,+1%,,+12.0
3253,Plasma Resonator,0.5,,,+12.0
3254,Sunlight Amplifier,0.5,+1%,,
3255,Plasma Capture Cell,0.5,+1%,,
3256,Sunlight Injector,1.0,+1%,,+12.0
3257,Plasma Excitor,0.5,,,+12.0
3258,Ion Projector,0.0,,+2%,
3259,Plasma Battery,0.0,,+2%,
3260,Infrared Amplifier,0.5,+1%,,
3261,Infrared Resonator,0.5,+1%,,
3262,Sunlight Injector,0.312,,+7%,
3263,Beam Solidifier,0.5,,,+12.0
3264,Beam Battery,0.0,,+2%,
3265,Beam Accelerator,0.0,,+2%,
3266,Infrared Battery,0.0,,+2%,
3267,Infrared Resonator,0.5,,,+12.0
3268,Infrared Excitor,0.875,+1%,+8%,
3269,Ion Capture Cell,0.5,+1%,,
3270,Beam Resonator,0.5,+1%,,
3271,Infrared Capture Cell,0.5,,,+12.0
3272,Infrared Accelerator,0.5,+1%,,
3273,Sunlight Energiser,0.5,,,+12.0
3274,Infrared Injector,0.5,,,+12.0
3275,Ion Accelerator,0.0,,+2%,
3276,Beam Battery,0.5,+1%,,
3277,Infrared Solidifier,0.5,,,+12.0
3278,Infrared Accelerator,0.5,,,+12.0
3279,Sunlight Battery,0.5,,+2%,+12.0
3280,Sunlight Energiser,0.438,,+9%,
3281,Beam Projector,0.5,,,+12.0
3282,Sunlight Excitor,0.5,,,+12.0
3283,Plasma Accelerator,0.5,,,+12.0
3284,Ion Solidifier,0.0,,+2%,
3285,Beam Solidifier,0.5,,,+12.0
3286,Plasma Injector,0.125,,+4%,
3287,Sunlight Accelerator,0.0,,+2%,
3288,Infrared Excitor,0.5,+1%,,
3289,Sunlight Excitor,0.0,,+2%,
3290,Plasma Energiser,0.0,,+2%,
3291,Plasma Battery,0.5,,,+12.0
3292,Plasma Excitor,0.5,,,+12.0
3293,Ion Solidifier,0.5,+1%,,
3294,Beam Capture Cell,0.25,,+6%,
3295,Sunlight Energiser,0.5,,,+12.0
3296,Plasma Injector,0.625,,+4%,+12.0
3297,Beam Amplifier,0.5,,,+12.0
3298,Plasma Amplifier,0.062,,+3%,
3299,Beam Battery,0.5,,,+12.0
3300,Beam Accelerator,0.062,,+3%,
3301,Plasma Solidifier,0.125,,+4%,
3302,Plasma Resonator,0.5,,,+12.0
3303,Beam Accelerator,0.5,+1%,,
3304,Beam Resonator,0.5,+1%,,
3305,Infrared Accelerator,0.0,,+2%,
3306,Ion Accelerator,0.5,,,+12.0
3307,Beam Amplifier,0.5,+1%,,
3308,Ion Injector,0.5,,,+12.0
3309,Ion Solidifier,0.5,+1%,,
3310,Plasma Accelerator,0.5,+1%,+2%,
3311,Beam Resonator,0.5,+1%,,
3312,Plasma Energiser,0.5,+1%,,
3313,Beam Excitor,0.5,+1%,,
3314,Ion Solidifier,0.0,,+2%,
3315,Plasma Excitor,0.0,,+2%,
3316,Ion Resonator,0.5,+1%,,
3317,Sunlight Accelerator,0.5,+1%,,
3318,Sunlight Capture Cell,0.5,,+2%,+12.0
3319,Ion Excitor,0.0,,+2%,
3320,Ion Projector,0.5,,,+12.0
3321,Beam Amplifier,0.5,,,+12.0
3322,Ion Solidifier,0.312,,+7%,
3323,Plasma Injector,0.5,,,+12.0
3324,Plasma Resonator,1.0,+1%,,+12.0
3325,Plasma Projector,0.312,,+7%,
3326,Beam Energiser,0.5,,,+12.0
3327,Beam Excitor,0.5,,,+12.0
3328,Beam Excitor,0.0,,+2%,
3329,Sunlight Energiser,0.5,+1%,,
3330,Ion Injector,0.5,+1%,,
3331,Ion Projector,0.5,,+2%,+12.0
3332,Infrared Projector,1.0,+1%,,+12.0
3333,Infrared Solidifier,0.5,+1%,,
3334,Plasma Energiser,0.5,,,+12.0
3335,Ion Injector,0.0,,+2%,
3336,Plasma Capture Cell,0.0,,+2%,
3337,Infrared Solidifier,0.5,+1%,,
3338,Sunlight Injector,0.5,+1%,,
3339,Sunlight Projector,0.0,,+2%,
3340,Beam Excitor,0.5,,,+12.0
3341,Ion Projector,0.125,,+4%,
3342,Sunlight Accelerator,0.5,,,+12.0
3343,Beam Accelerator,0.5,+1%,,
3344,Ion Resonator,0.5,+1%,,
3345,Plasma Solidifier,0.875,,+8%,+12.0
3346,Plasma Excitor,0.062,,+3%,
3347,Ion Capture Cell,0.5,,,+12.0
3348,Plasma Amplifier,0.5,,,+12.0
3349,Plasma Solidifier,0.062,,+3%,
3350,Plasma Energiser,0.0,,+2%,
3351,Beam Energiser,0.5,,,+12.0
3352,Plasma Excitor,0.5,+1%,,
3353,Ion Excitor,0.5,,,+12.0
3354,Ion Projector,0.5,+1%,,
3355,Sunlight Resonator,0.812,,+7%,+12.0
3356,Beam Accelerator,0.0,,+2%,
3357,Sunlight Accelerator,1.0,+1%,,+12.0
3358,Ion Excitor,0.562,+1%,+3%,
3359,Ion Energiser,0.5,,,+12.0
3360,Ion Excitor,1.0,+1%,,+12.0
3361,Ion Injector,0.0,,+2%,
3362,Infrared Battery,0.0,,+2%,
3363,Beam Projector,0.5,+1%,,
3364,Sunlight Amplifier,0.5,,,+12.0
3365,Beam Resonator,0.5,+1%,,
3366,Beam Solidifier,0.5,,,+12.0
3367,Beam Injector,0.5,,,+12.0
3368,Ion Excitor,0.5,+1%,,
3369,Beam Projector,0.5,+1%,,
3370,Sunlight Resonator,1.0,,+10%,+12.0
3371,Ion Projector,0.75,,+6%,+12.0
3372,Ion Amplifier,0.5,,,+12.0
3373,Sunlight Battery,0.5,+1%,,
3374,Ion Resonator,0.5,,,+12.0
3375,Ion Resonator,0.5,+1%,+2%,
3376,Beam Projector,0.0,,+2%,
3377,Infrared Solidifier,0.5,+1%,,
3378,Plasma Energiser,0.5,,,+12.0
3379,Plasma Capture Cell,0.0,,+2%,
3380,Sunlight Projector,0.0,,+2%,
3381,Beam Resonator,1.0,+1%,,+12.0
3382,Plasma Injector,0.5,,,+12.0
3383,Ion Accelerator,0.0,,+2%,
3384,Beam Energiser,0.5,+1%,,
3385,Sunlight Solidifier,0.5,+1%,,
3386,Plasma Energiser,1.0,+1%,,+12.0
3387,Sunlight Energiser,0.0,,+2%,
3388,Infrared Accelerator,0.5,,,+12.0
3389,Beam Capture Cell,0.5,,,+12.0
3390,Sunlight Energiser,0.5,,,+12.0
3391,Ion Battery,0.5,,+2%,+12.0
3392,Beam Amplifier,0.0,,+2%,
3393,Infrared Accelerator,0.5,+1%,,
3394,Ion Injector,0.5,,,+12.0
3395,Beam Battery,0.062,,+3%,
3396,Beam Resonator,0.5,,,+12.0
3397,Beam Excitor,0.0,,+2%,
3398,Beam Accelerator,0.5,,,+12.0
3399,Ion Accelerator,0.5,,,+12.0
3400,Plasma Resonator,0.5,+1%,+2%,
3401,Infrared Capture Cell,1.0,+1%,,+12.0
3402,Plasma Accelerator,0.0,,+2%,
3403,Ion Energiser,0.5,,,+12.0
3404,Sunlight Injector,0.0,,+2%,
3405,Infrared Excitor,0.5,,,+12.0
3406,Plasma Amplifier,0.5,+1%,,
3407,Infrared Amplifier,0.0,,+2%,
3408,Infrared Amplifier,0.5,+1%,,
3409,Plasma Capture Cell,0.5,,,+12.0
3410,Sunlight Excitor,0.5,+1%,,
3411,Beam Resonator,0.5,+1%,,
3412,Ion Solidifier,0.5,+1%,,
3413,Sunlight Accelerator,0.5,+1%,,
3414,Plasma Excitor,0.0,,+2%,
3415,Infrared Injector,0.062,,+3%,
3416,Infrared Amplifier,0.438,,+9%,
3417,Plasma Solidifier,0.0,,+2%,
3418,Beam Amplifier,0.0,,+2%,
3419,Beam Excitor,0.5,+1%,,
3420,Plasma Battery,0.125,,+4%,
3421,Sunlight Capture Cell,0.5,+1%,,
3422,Infrared Amplifier,0.0,,+2%,
3423,Ion Resonator,0.0,,+2%,
3424,Beam Resonator,0.5,,,+12.0
3425,Plasma Excitor,0.5,,,+12.0
3426,Beam Excitor,0.25,,+6%,
3427,Infrared Capture Cell,0.5,,,+12.0
3428,Ion Solidifier,0.062,,+3%,
3429,Infrared Injector,0.5,+1%,,
3430,Infrared Capture Cell,0.5,,,+12.0
3431,Infrared Injector,0.5,,,+12.0
3432,Beam Excitor,0.5,+1%,,
3433,Beam Excitor,0.5,,,+12.0
3434,Infrared Battery,0.5,,,+12.0
3435,Infrared Accelerator,0.5,,,+12.0
3436,Sunlight Accelerator,0.5,+1%,,
3437,Sunlight Battery,0.5,,,+12.0
3438,Sunlight Capture Cell,0.0,,+2%,
3439,Beam Projector,0.25,,+6%,
3440,Plasma Injector,0.5,+1%,,
3441,Beam Projector,0.5,,+2%,+12.0
3442,Plasma Injector,0.0,,+2%,
3443,Beam Energiser,0.5,,+2%,+12.0
3444,Ion Amplifier,0.0,,+2%,
3445,Ion Solidifier,0.5,,,+12.0
3446,Beam Injector,0.5,+1%,,
3447,Sunlight Capture Cell,0.5,+1%,,
3448,Beam Capture Cell,0.5,,,+12.0
3449,Infrared Capture Cell,0.5,+1%,,
3450,Beam Injector,0.5,+1%,,
3451,Sunlight Accelerator,0.5,,,+12.0
3452,Sunlight Solidifier,0.688,,+5%,+12.0
3453,Ion Injector,0.5,,+10%,
3454,Infrared Battery,0.5,,,+12.0
3455,Plasma Resonator,0.0,,+2%,
3456,Plasma Battery,0.0,,+2%,
3457,Sunlight Projector,0.5,+1%,+2%,
3458,Ion Solidifier,1.0,+1%,,+12.0
3459,Sunlight Energiser,1.0,+1%,,+12.0
3460,Plasma Battery,0.0,,+2%,
3461,Ion Injector,0.5,,,+12.0
3462,Sunlight Accelerator,0.5,+1%,,
3463,Plasma Projector,0.5,+1%,,
3464,Infrared Resonator,0.5,,,+12.0
3465,Ion Energiser,0.5,,,+12.0
3466,Plasma Amplifier,0.0,,+2%,
3467,Beam Excitor,0.0,,+2%,
3468,Beam Energiser,0.5,+1%,+2%,
3469,Ion Capture Cell,1.0,+1%,,+12.0
3470,Ion Resonator,0.5,+1%,,
3471,Sunlight Projector,0.5,,,+12.0
3472,Plasma Energiser,0.625,,+4%,+12.0
3473,Infrared Capture Cell,0.5,+1%,,
3474,Beam Injector,0.5,,,+12.0
3475,Beam Accelerator,0.5,+1%,,
3476,Infrared Solidifier,0.0,,+2%,
3477,Plasma Injector,0.5,+1%,,
3478,Sunlight Resonator,1.0,+1%,,+12.0
3479,Sunlight Accelerator,0.5,+1%,,
3480,Ion Excitor,0.312,,+7%,
3481,Plasma Amplifier,0.0,,+2%,
3482,Sunlight Battery,0.188,,+5%,
3483,Sunlight Capture Cell,0.5,+1%,,
3484,Infrared Battery,0.25,,+6%,
3485,Sunlight Resonator,0.5,,,+12.0
3486,Plasma Energiser,0.5,,,+12.0
3487,Sunlight Capture Cell,0.5,,,+12.0
3488,Beam Projector,0.5,,,+12.0
3489,Beam Injector,1.0,+1%,,+12.0
3490,Plasma Solidifier,0.5,+1%,,
3491,Sunlight Injector,0.5,+1%,,
3492,Beam Energiser,0.5,+1%,,
3493,Plasma Projector,0.5,+1%,,
3494,Infrared Battery,0.5,,,+12.0
3495,Plasma Amplifier,0.0,,+2%,
3496,Ion Accelerator,0.562,+1%,+3%,
3497,Beam Resonator,0.0,,+2%,
3498,Beam Amplifier,0.625,,+4%,+12.0
3499,Sunlight Solidifier,0.0,,+2%,
3500,Beam Projector,1.0,+1%,,+12.0
3501,Sunlight Amplifier,0.5,+1%,,
3502,Sunlight Resonator,0.062,,+3%,
3503,Sunlight Excitor,0.125,,+4%,
3504,Infrared Capture Cell,0.625,+1%,+4%,
3505,Sunlight Amplifier,0.5,,,+12.0
3506,Infrared Amplifier,0.5,+1%,,
3507,Plasma Capture Cell,0.0,,+2%,
3508,Sunlight Solidifier,0.5,,+2%,+12.0
3509,Ion Projector,0.5,,,+12.0
3510,Ion Battery,0.5,+1%,,
3511,Ion Resonator,0.0,,+2%,
3512,Ion Capture Cell,0.0,,+2%,
3513,Plasma Projector,0.5,+1%,,
3514,Infrared Amplifier,0.5,+1%,,
3515,Infrared Capture Cell,0.5,,,+12.0
3516,Ion Energiser,0.5,+1%,,
3517,Beam Resonator,0.0,,+2%,
3518,Sunlight Projector,0.5,+1%,,
3519,Sunlight Energiser,0.5,,,+12.0
3520,Ion Injector,0.0,,+2%,
3521,Ion Solidifier,0.5,+1%,,
3522,Ion Resonator,0.0,,+2%,
3523,Plasma Resonator,0.5,+1%,,
3524,Infrared Excitor,0.5,,,+12.0
3525,Infrared Energiser,0.0,,+2%,
3526,Beam Injector,0.5,+1%,,
3527,Sunlight Solidifier,0.5,+1%,,
3528,Plasma Injector,0.5,+1%,,
3529,Sunlight Amplifier,0.5,+1%,,
3530,Ion Accelerator,0.5,,,+12.0
3531,Plasma Accelerator,0.5,+1%,,
3532,Infrared Battery,0.625,,+4%,+12.0
3533,Ion Solidifier,0.0,,+2%,
3534,Beam Projector,0.312,,+7%,
3535,Ion Accelerator,0.0,,+2%,
3536,Sunlight Solidifier,0.5,,+2%,+12.0
3537,Plasma Energiser,0.0,,+2%,
3538,Ion Excitor,0.0,,+2%,
3539,Ion Capture Cell,0.5,,,+12.0
3540,Ion Excitor,0.5,+1%,+2%,
3541,Sunlight Accelerator,0.5,,,+12.0
3542,Beam Solidifier,0.5,,,+12.0
3543,Sunlight Projector,0.5,+1%,,
3544,Infrared Battery,0.0,,+2%,
3545,Beam Capture Cell,0.5,+1%,,
3546,Sunlight Excitor,0.0,,+2%,
3547,Beam Excitor,0.5,,,+12.0
3548,Plasma Capture Cell,0.0,,+2%,
3549,Plasma Resonator,0.5,+1%,,
3550,Infrared Energiser,0.0,,+2%,
3551,Sunlight Battery,0.75,+1%,+6%,
3552,Sunlight Accelerator,0.0,,+2%,
3553,Plasma Capture Cell,0.5,,,+12.0
3554,Plasma Accelerator,0.5,+1%,,
3555,Sunlight Resonator,0.5,+1%,+2%,
3556,Ion Capture Cell,0.0,,+2%,
3557,Sunlight Projector,0.5,,,+12.0
3558,Sunlight Injector,0.5,+1%,,
3559,Beam Battery,0.5,,,+12.0
3560,Plasma Resonator,0.5,,,+12.0
3561,Infrared Amplifier,0.0,,+2%,
3562,Plasma Injector,0.0,,+2%,
3563,Ion Excitor,0.5,,,+12.0
3564,Ion Capture Cell,1.0,+1%,,+12.0
3565,Beam Resonator,0.5,,,+12.0
3566,Plasma Amplifier,0.5,+1%,,
3567,Infrared Accelerator,0.5,+1%,,
3568,Infrared Energiser,0.625,,+4%,+12.0
3569,Infrared Energiser,0.5,,,+12.0
3570,Ion Resonator,0.5,,,+12.0
3571,Infrared Injector,0.5,+1%,,
3572,Beam Solidifier,0.5,+1%,,
3573,Plasma Amplifier,0.5,+1%,+2%,
3574,Plasma Projector,0.0,,+2%,
3575,Sunlight Projector,0.125,,+4%,
3576,Infrared Amplifier,1.0,+1%,,+12.0
3577,Infrared Battery,0.375,,+8%,
3578,Infrared Solidifier,0.0,,+2%,
3579,Ion Capture Cell,0.5,+1%,,
3580,Beam Accelerator,0.0,,+2%,
3581,Infrared Resonator,0.5,+1%,,
3582,Plasma Capture Cell,0.0,,+2%,
3583,Sunlight Injector,0.5,+1%,+2%,
3584,Sunlight Capture Cell,1.0,+1%,+10%,
3585,Infrared Projector,0.5,,,+12.0
3586,Plasma Solidifier,0.5,+1%,,
3587,Beam Injector,0.5,,,+12.0
3588,Infrared Resonator,0.5,+1%,,
3589,Ion Energiser,0.5,,,+12.0
3590,Beam Injector,0.375,,+8%,
3591,Sunlight Projector,0.5,,+2%,+12.0
3592,Sunlight Resonator,0.062,,+3%,
3593,Ion Amplifier,0.5,+1%,,
3594,Ion Excitor,0.5,+1%,,
3595,Infrared Energiser,1.0,+1%,,+12.0
3596,Plasma Injector,0.5,+1%,,
3597,Infrared Accelerator,0.0,,+2%,
3598,Sunlight Energiser,0.0,,+2%,
3599,Infrared Amplifier,0.0,,+2%,
3600,Beam Excitor,0.5,+1%,,
3601,Sunlight Energiser,0.5,,,+12.0
3602,Infrared Excitor,0.062,,+3%,
3603,Infrared Injector,0.5,,,+12.0
3604,Sunlight Projector,0.5,,,+12.0
3605,Ion Accelerator,0.5,,,+12.0
3606,Beam Energiser,0.0,,+2%,
3607,Plasma Excitor,0.5,,,+12.0
3608,Beam Battery,0.5,+1%,,
3609,Sunlight Injector,0.188,,+5%,
3610,Beam Injector,0.5,+1%,+2%,
3611,Plasma Capture Cell,0.0,,+2%,
3612,Infrared Solidifier,0.5,,,+12.0
3613,Infrared Accelerator,0.5,,,+12.0
3614,Beam Accelerator,0.5,,,+12.0
3615,Ion Capture Cell,0.625,+1%,+4%,
3616,Plasma Energiser,0.0,,+2%,
3617,Beam Solidifier,0.0,,+2%,
3618,Beam Accelerator,0.5,,,+12.0
3619,Ion Excitor,0.5,,,+12.0
3620,Beam Excitor,0.0,,+2%,
3621,Ion Accelerator,0.5,,,+12.0
3622,Plasma Injector,0.5,,,+12.0
3623,Sunlight Accelerator,0.5,,,+12.0
3624,Sunlight Amplifier,0.5,+1%,,
3625,Infrared Resonator,0.0,,+2%,
