Seed	Name	Perfection	Weapon_Projectile_Damage	Weapon_Projectile_ReloadTime	Weapon_Projectile_BurstCap
4591	Enhanced Internals	0.4	+1%	-6%
4592	Copper Trigger	0.67	+1%		+1.0
4593	Enhanced Muzzle	0.47	+1%	-7%
4594	Enhanced Heat Pump	0.73	+1%	-6%	+1.0
4595	Gold-Plated Trigger	0.67	+1%		+1.0
4596	Reinforced Barrel	0.67	+1%		+1.0
4597	Gold-Plated Heat Pump	0.67	+1%		+1.0
4598	Copper Dynamo	0.67	+1%	-10%
4599	Enhanced Trigger	0.4	+1%	-6%
4600	Pressurised Shells	0.67	+1%	-10%
4601	Reinforced Compression Unit	0.4	+1%	-6%
4602	Reinforced Internals	0.67	+1%		+1.0
4603	Pressurised Wiring	0.67	+1%		+1.0
4604	Gold-Plated Wiring	0.67	+1%		+1.0
4605	Pressurised Shells	0.67	+1%		+1.0
4606	Reinforced Compression Unit	0.8	+1%	-7%	+1.0
4607	Reinforced Dynamo	0.67	+1%		+1.0
4608	Copper Launch System	0.4	+1%	-6%
4609	Gold-Plated Trigger	0.67	+1%		+1.0
4610	Gold-Plated Compression Unit	0.67	+1%		+1.0
4611	Enhanced Trigger	0.4	+1%	-6%
4612	Copper Wiring	0.67	+1%		+1.0
4613	Gold-Plated Wiring	0.8	+1%	-7%	+1.0
4614	Gold-Plated Shells	0.67	+1%		+1.0
4615	Enhanced Wiring	0.67	+1%		+1.0
4616	Copper Trigger	0.67	+1%		+1.0
4617	Copper Shells	0.67	+1%		+1.0
4618	Gold-Plated Barrel	0.73	+1%	-6%	+1.0
4619	Reinforced Internals	0.4	+1%	-6%
4620	Copper Launch System	0.67	+1%		+1.0
4621	Pressurised Dynamo	0.47	+1%	-7%
4622	Copper Internals	0.67	+1%		+1.0
4623	Pressurised Heat Pump	0.4	+1%	-6%
4624	Copper Trigger	0.4	+1%	-6%
4625	Enhanced Internals	0.47	+1%	-7%
4626	Reinforced Heat Pump	0.4	+1%	-6%
4627	Gold-Plated Dynamo	0.73	+1%	-6%	+1.0
4628	Copper Shells	0.47	+1%	-7%
4629	Gold-Plated Barrel	0.67	+1%		+1.0
4630	Pressurised Dynamo	0.4	+1%	-6%
4631	Reinforced Barrel	1.0	+1%	-10%	+1.0
4632	Copper Wiring	0.4	+1%	-6%
4633	Copper Launch System	0.87	+1%	-8%	+1.0
4634	Enhanced Compression Unit	0.47	+1%	-7%
4635	Pressurised Muzzle	0.67	+1%	-10%
4636	Gold-Plated Launch System	0.4	+1%	-6%
4637	Reinforced Shells	0.67	+1%		+1.0
4638	Copper Compression Unit	0.6	+1%	-9%
4639	Enhanced Heat Pump	0.67	+1%		+1.0
4640	Copper Shells	0.53	+1%	-8%
4641	Copper Launch System	0.4	+1%	-6%
4642	Gold-Plated Trigger	0.67	+1%		+1.0
4643	Copper Muzzle	0.4	+1%	-6%
4644	Copper Barrel	0.67	+1%		+1.0
4645	Enhanced Launch System	0.67	+1%		+1.0
4646	Reinforced Wiring	0.67	+1%		+1.0
4647	Gold-Plated Wiring	0.47	+1%	-7%
4648	Reinforced Muzzle	0.67	+1%		+1.0
4649	Enhanced Muzzle	0.67	+1%		+1.0
4650	Gold-Plated Muzzle	0.67	+1%		+1.0
4651	Pressurised Barrel	0.73	+1%	-6%	+1.0
4652	Copper Trigger	0.67	+1%		+1.0
4653	Reinforced Trigger	0.4	+1%	-6%
4654	Reinforced Dynamo	0.67	+1%		+1.0
4655	Gold-Plated Internals	0.4	+1%	-6%
4656	Reinforced Launch System	1.0	+1%	-10%	+1.0
4657	Pressurised Wiring	0.67	+1%		+1.0
4658	Copper Internals	0.67	+1%		+1.0
4659	Copper Internals	0.47	+1%	-7%
4660	Enhanced Heat Pump	0.4	+1%	-6%
4661	Enhanced Dynamo	0.67	+1%		+1.0
4662	Enhanced Wiring	0.67	+1%		+1.0
4663	Pressurised Dynamo	0.4	+1%	-6%
4664	Enhanced Launch System	0.67	+1%		+1.0
4665	Gold-Plated Trigger	0.67	+1%		+1.0
4666	Enhanced Barrel	0.73	+1%	-6%	+1.0
4667	Enhanced Muzzle	1.0	+1%	-10%	+1.0
4668	Copper Muzzle	0.47	+1%	-7%
4669	Pressurised Wiring	0.4	+1%	-6%
4670	Pressurised Muzzle	0.67	+1%		+1.0
4671	Reinforced Launch System	0.47	+1%	-7%
4672	Reinforced Trigger	0.67	+1%		+1.0
4673	Copper Compression Unit	0.67	+1%		+1.0
4674	Reinforced Shells	0.8	+1%	-7%	+1.0
4675	Enhanced Heat Pump	0.73	+1%	-6%	+1.0
4676	Enhanced Launch System	0.6	+1%	-9%
4677	Reinforced Trigger	0.73	+1%	-6%	+1.0
4678	Copper Heat Pump	0.67	+1%		+1.0
4679	Enhanced Wiring	0.67	+1%		+1.0
4680	Gold-Plated Dynamo	0.67	+1%		+1.0
4681	Gold-Plated Muzzle	0.67	+1%		+1.0
4682	Copper Muzzle	0.4	+1%	-6%
4683	Reinforced Dynamo	0.6	+1%	-9%
4684	Pressurised Barrel	0.73	+1%	-6%	+1.0
4685	Enhanced Heat Pump	0.87	+1%	-8%	+1.0
4686	Reinforced Compression Unit	1.0	+1%	-10%	+1.0
4687	Gold-Plated Shells	0.67	+1%		+1.0
4688	Gold-Plated Dynamo	0.93	+1%	-9%	+1.0
4689	Pressurised Launch System	0.53	+1%	-8%
4690	Pressurised Heat Pump	0.67	+1%		+1.0
4691	Copper Barrel	0.53	+1%	-8%
4692	Reinforced Muzzle	0.67	+1%		+1.0
4693	Enhanced Launch System	0.4	+1%	-6%
4694	Gold-Plated Dynamo	0.73	+1%	-6%	+1.0
4695	Gold-Plated Heat Pump	0.4	+1%	-6%
4696	Copper Wiring	0.47	+1%	-7%
4697	Reinforced Shells	0.67	+1%		+1.0
4698	Gold-Plated Launch System	0.4	+1%	-6%
4699	Enhanced Shells	0.4	+1%	-6%
4700	Enhanced Dynamo	0.67	+1%		+1.0
4701	Enhanced Compression Unit	0.67	+1%		+1.0
4702	Enhanced Dynamo	0.67	+1%		+1.0
4703	Reinforced Muzzle	0.67	+1%		+1.0
4704	Enhanced Dynamo	0.67	+1%		+1.0
4705	Copper Internals	0.4	+1%	-6%
4706	Pressurised Barrel	0.67	+1%		+1.0
4707	Pressurised Muzzle	0.67	+1%		+1.0
4708	Copper Internals	0.6	+1%	-9%
4709	Gold-Plated Trigger	0.4	+1%	-6%
4710	Pressurised Internals	0.67	+1%		+1.0
4711	Copper Dynamo	0.53	+1%	-8%
4712	Gold-Plated Dynamo	0.8	+1%	-7%	+1.0
4713	Enhanced Shells	0.67	+1%		+1.0
4714	Copper Muzzle	0.73	+1%	-6%	+1.0
4715	Reinforced Compression Unit	0.67	+1%		+1.0
4716	Copper Trigger	0.73	+1%	-6%	+1.0
4717	Enhanced Internals	0.4	+1%	-6%
4718	Pressurised Launch System	0.67	+1%		+1.0
4719	Gold-Plated Shells	0.67	+1%		+1.0
4720	Reinforced Shells	0.73	+1%	-6%	+1.0
4721	Enhanced Dynamo	0.6	+1%	-9%
4722	Copper Internals	0.67	+1%		+1.0
4723	Copper Dynamo	0.67	+1%		+1.0
4724	Enhanced Shells	0.67	+1%	-10%
4725	Copper Barrel	0.67	+1%		+1.0
4726	Enhanced Shells	0.4	+1%	-6%
4727	Copper Muzzle	0.67	+1%	-10%
4728	Reinforced Barrel	0.4	+1%	-6%
4729	Enhanced Muzzle	0.47	+1%	-7%
4730	Enhanced Compression Unit	0.6	+1%	-9%
4731	Pressurised Heat Pump	0.8	+1%	-7%	+1.0
4732	Pressurised Shells	0.73	+1%	-6%	+1.0
4733	Copper Wiring	0.47	+1%	-7%
4734	Reinforced Muzzle	0.67	+1%		+1.0
4735	Gold-Plated Barrel	0.47	+1%	-7%
4736	Copper Launch System	0.4	+1%	-6%
4737	Copper Barrel	0.67	+1%		+1.0
4738	Enhanced Shells	0.67	+1%		+1.0
4739	Reinforced Compression Unit	0.67	+1%		+1.0
4740	Reinforced Heat Pump	0.67	+1%	-10%
4741	Gold-Plated Launch System	0.67	+1%		+1.0
4742	Pressurised Trigger	0.67	+1%		+1.0
4743	Gold-Plated Compression Unit	1.0	+1%	-10%	+1.0
4744	Gold-Plated Launch System	0.4	+1%	-6%
4745	Reinforced Dynamo	0.73	+1%	-6%	+1.0
4746	Gold-Plated Barrel	0.4	+1%	-6%
4747	Gold-Plated Launch System	0.4	+1%	-6%
4748	Pressurised Dynamo	0.67	+1%	-10%
4749	Enhanced Internals	0.67	+1%		+1.0
4750	Copper Heat Pump	0.47	+1%	-7%
4751	Copper Heat Pump	0.67	+1%		+1.0
4752	Reinforced Launch System	0.67	+1%		+1.0
4753	Gold-Plated Wiring	0.67	+1%		+1.0
4754	Pressurised Dynamo	0.67	+1%		+1.0
4755	Gold-Plated Launch System	0.67	+1%		+1.0
4756	Pressurised Wiring	0.67	+1%		+1.0
4757	Reinforced Trigger	0.4	+1%	-6%
4758	Copper Heat Pump	0.4	+1%	-6%
4759	Reinforced Heat Pump	0.73	+1%	-6%	+1.0
4760	Gold-Plated Heat Pump	0.4	+1%	-6%
4761	Copper Internals	1.0	+1%	-10%	+1.0
4762	Reinforced Shells	0.67	+1%		+1.0
4763	Copper Trigger	0.4	+1%	-6%
4764	Gold-Plated Dynamo	0.67	+1%	-10%
4765	Reinforced Launch System	0.67	+1%		+1.0
4766	Reinforced Barrel	0.67	+1%		+1.0
4767	Copper Heat Pump	0.47	+1%	-7%
4768	Reinforced Internals	0.53	+1%	-8%
4769	Pressurised Wiring	0.47	+1%	-7%
4770	Copper Barrel	0.67	+1%		+1.0
4771	Pressurised Heat Pump	0.67	+1%		+1.0
4772	Gold-Plated Internals	0.67	+1%		+1.0
4773	Reinforced Muzzle	0.67	+1%		+1.0
4774	Gold-Plated Launch System	0.67	+1%		+1.0
4775	Pressurised Heat Pump	0.67	+1%		+1.0
4776	Gold-Plated Muzzle	0.93	+1%	-9%	+1.0
4777	Enhanced Trigger	0.4	+1%	-6%
4778	Enhanced Launch System	0.47	+1%	-7%
4779	Pressurised Compression Unit	0.67	+1%		+1.0
4780	Reinforced Heat Pump	0.67	+1%		+1.0
4781	Copper Wiring	0.4	+1%	-6%
4782	Enhanced Heat Pump	0.67	+1%		+1.0
4783	Reinforced Muzzle	0.53	+1%	-8%
4784	Gold-Plated Heat Pump	0.73	+1%	-6%	+1.0
4785	Gold-Plated Trigger	0.67	+1%		+1.0
4786	Reinforced Compression Unit	0.4	+1%	-6%
4787	Reinforced Muzzle	0.67	+1%		+1.0
4788	Reinforced Barrel	1.0	+1%	-10%	+1.0
4789	Enhanced Wiring	0.67	+1%		+1.0
4790	Reinforced Muzzle	0.4	+1%	-6%
4791	Pressurised Wiring	0.4	+1%	-6%
4792	Enhanced Shells	0.67	+1%		+1.0
4793	Gold-Plated Launch System	1.0	+1%	-10%	+1.0
4794	Enhanced Trigger	0.67	+1%		+1.0
4795	Reinforced Wiring	0.67	+1%		+1.0
4796	Gold-Plated Muzzle	0.4	+1%	-6%
4797	Gold-Plated Launch System	0.4	+1%	-6%
4798	Enhanced Muzzle	0.6	+1%	-9%
4799	Gold-Plated Trigger	0.67	+1%		+1.0
4800	Gold-Plated Barrel	0.87	+1%	-8%	+1.0
4801	Enhanced Wiring	0.4	+1%	-6%
4802	Reinforced Muzzle	0.67	+1%		+1.0
4803	Gold-Plated Barrel	0.6	+1%	-9%
4804	Copper Trigger	0.4	+1%	-6%
4805	Gold-Plated Launch System	0.6	+1%	-9%
4806	Copper Trigger	0.67	+1%		+1.0
4807	Enhanced Muzzle	0.73	+1%	-6%	+1.0
4808	Copper Muzzle	0.67	+1%		+1.0
4809	Enhanced Muzzle	0.67	+1%		+1.0
4810	Gold-Plated Shells	0.67	+1%		+1.0
4811	Pressurised Shells	0.4	+1%	-6%
4812	Gold-Plated Internals	0.67	+1%		+1.0
4813	Copper Wiring	0.6	+1%	-9%
4814	Pressurised Trigger	0.67	+1%		+1.0
4815	Gold-Plated Wiring	0.67	+1%		+1.0
4816	Pressurised Dynamo	0.4	+1%	-6%
4817	Pressurised Wiring	0.67	+1%		+1.0
4818	Gold-Plated Muzzle	0.87	+1%	-8%	+1.0
4819	Gold-Plated Barrel	0.67	+1%	-10%
4820	Reinforced Trigger	0.67	+1%		+1.0
4821	Enhanced Muzzle	0.67	+1%		+1.0
4822	Enhanced Dynamo	0.67	+1%		+1.0
4823	Enhanced Shells	0.67	+1%		+1.0
4824	Copper Launch System	0.4	+1%	-6%
4825	Gold-Plated Compression Unit	0.8	+1%	-7%	+1.0
4826	Enhanced Shells	0.8	+1%	-7%	+1.0
4827	Enhanced Internals	0.4	+1%	-6%
4828	Reinforced Launch System	0.67	+1%		+1.0
4829	Enhanced Dynamo	0.67	+1%		+1.0
4830	Reinforced Dynamo	0.73	+1%	-6%	+1.0
4831	Pressurised Internals	0.53	+1%	-8%
4832	Reinforced Muzzle	0.67	+1%		+1.0
4833	Reinforced Trigger	0.6	+1%	-9%
4834	Enhanced Heat Pump	0.67	+1%		+1.0
4835	Reinforced Shells	0.67	+1%	-10%
4836	Pressurised Compression Unit	0.67	+1%	-10%
4837	Pressurised Shells	0.87	+1%	-8%	+1.0
4838	Reinforced Muzzle	0.67	+1%		+1.0
4839	Copper Launch System	0.67	+1%		+1.0
4840	Gold-Plated Launch System	0.4	+1%	-6%
4841	Copper Shells	0.4	+1%	-6%
4842	Enhanced Trigger	0.67	+1%		+1.0
4843	Reinforced Shells	0.47	+1%	-7%
4844	Reinforced Barrel	0.47	+1%	-7%
4845	Reinforced Trigger	0.6	+1%	-9%
4846	Enhanced Shells	0.67	+1%	-10%
4847	Copper Shells	0.67	+1%		+1.0
4848	Pressurised Muzzle	0.67	+1%		+1.0
4849	Pressurised Launch System	0.67	+1%		+1.0
4850	Pressurised Muzzle	0.67	+1%		+1.0
4851	Pressurised Muzzle	0.6	+1%	-9%
4852	Gold-Plated Barrel	1.0	+1%	-10%	+1.0
4853	Gold-Plated Trigger	0.67	+1%		+1.0
4854	Copper Wiring	0.53	+1%	-8%
4855	Pressurised Trigger	0.73	+1%	-6%	+1.0
4856	Copper Compression Unit	0.73	+1%	-6%	+1.0
4857	Pressurised Shells	0.67	+1%		+1.0
4858	Copper Muzzle	0.6	+1%	-9%
4859	Copper Muzzle	0.4	+1%	-6%
4860	Reinforced Wiring	0.87	+1%	-8%	+1.0
4861	Copper Heat Pump	0.4	+1%	-6%
4862	Reinforced Heat Pump	0.67	+1%		+1.0
4863	Enhanced Dynamo	0.4	+1%	-6%
4864	Reinforced Wiring	0.67	+1%		+1.0
4865	Enhanced Wiring	0.67	+1%	-10%
4866	Pressurised Internals	0.67	+1%	-10%
4867	Pressurised Muzzle	0.67	+1%		+1.0
4868	Pressurised Shells	0.47	+1%	-7%
4869	Enhanced Internals	0.67	+1%		+1.0
4870	Copper Internals	0.73	+1%	-6%	+1.0
4871	Gold-Plated Compression Unit	0.67	+1%		+1.0
4872	Enhanced Shells	0.4	+1%	-6%
4873	Reinforced Dynamo	0.4	+1%	-6%
4874	Reinforced Barrel	0.53	+1%	-8%
4875	Enhanced Launch System	0.67	+1%		+1.0
4876	Copper Barrel	0.53	+1%	-8%
4877	Pressurised Shells	0.47	+1%	-7%
4878	Reinforced Internals	0.67	+1%	-10%
4879	Gold-Plated Internals	0.67	+1%		+1.0
4880	Reinforced Barrel	0.4	+1%	-6%
4881	Copper Dynamo	0.67	+1%		+1.0
4882	Reinforced Launch System	0.4	+1%	-6%
4883	Enhanced Shells	0.67	+1%		+1.0
4884	Gold-Plated Launch System	0.67	+1%		+1.0
4885	Enhanced Trigger	0.4	+1%	-6%
4886	Copper Wiring	0.67	+1%		+1.0
4887	Copper Compression Unit	0.47	+1%	-7%
4888	Enhanced Barrel	0.4	+1%	-6%
4889	Gold-Plated Dynamo	0.4	+1%	-6%
4890	Gold-Plated Heat Pump	0.67	+1%		+1.0
4891	Pressurised Muzzle	0.4	+1%	-6%
4892	Enhanced Heat Pump	0.67	+1%		+1.0
4893	Reinforced Heat Pump	0.4	+1%	-6%
4894	Copper Trigger	1.0	+1%	-10%	+1.0
4895	Pressurised Wiring	0.47	+1%	-7%
4896	Copper Shells	0.67	+1%		+1.0
4897	Pressurised Launch System	0.47	+1%	-7%
4898	Copper Internals	0.67	+1%		+1.0
4899	Reinforced Barrel	0.67	+1%		+1.0
4900	Copper Wiring	0.67	+1%		+1.0
4901	Pressurised Shells	0.6	+1%	-9%
4902	Copper Muzzle	0.67	+1%		+1.0
4903	Pressurised Muzzle	0.4	+1%	-6%
4904	Pressurised Wiring	0.87	+1%	-8%	+1.0
4905	Pressurised Trigger	0.67	+1%		+1.0
4906	Copper Muzzle	0.47	+1%	-7%
4907	Copper Launch System	0.4	+1%	-6%
4908	Gold-Plated Compression Unit	0.67	+1%		+1.0
4909	Gold-Plated Launch System	0.53	+1%	-8%
4910	Copper Muzzle	0.73	+1%	-6%	+1.0
4911	Enhanced Shells	0.67	+1%		+1.0
4912	Pressurised Muzzle	0.73	+1%	-6%	+1.0
4913	Copper Muzzle	0.47	+1%	-7%
4914	Enhanced Shells	0.67	+1%		+1.0
4915	Gold-Plated Dynamo	0.73	+1%	-6%	+1.0
4916	Gold-Plated Shells	0.67	+1%		+1.0
4917	Reinforced Shells	0.67	+1%		+1.0
4918	Gold-Plated Launch System	0.67	+1%		+1.0
4919	Enhanced Heat Pump	0.47	+1%	-7%
4920	Enhanced Wiring	0.4	+1%	-6%
4921	Copper Launch System	0.4	+1%	-6%
4922	Enhanced Trigger	0.8	+1%	-7%	+1.0
4923	Copper Internals	0.93	+1%	-9%	+1.0
4924	Copper Compression Unit	0.4	+1%	-6%
4925	Enhanced Heat Pump	0.4	+1%	-6%
4926	Pressurised Heat Pump	0.53	+1%	-8%
4927	Enhanced Launch System	0.53	+1%	-8%
4928	Pressurised Muzzle	0.67	+1%		+1.0
4929	Pressurised Barrel	0.47	+1%	-7%
4930	Pressurised Barrel	0.4	+1%	-6%
4931	Gold-Plated Compression Unit	0.4	+1%	-6%
4932	Gold-Plated Internals	0.67	+1%		+1.0
4933	Enhanced Compression Unit	0.4	+1%	-6%
4934	Enhanced Trigger	1.0	+1%	-10%	+1.0
4935	Copper Barrel	0.67	+1%		+1.0
4936	Gold-Plated Shells	0.67	+1%		+1.0
4937	Pressurised Launch System	0.67	+1%		+1.0
4938	Reinforced Compression Unit	0.67	+1%		+1.0
4939	Pressurised Compression Unit	0.67	+1%		+1.0
4940	Gold-Plated Dynamo	0.67	+1%		+1.0
4941	Copper Muzzle	0.67	+1%		+1.0
4942	Pressurised Internals	0.4	+1%	-6%
4943	Pressurised Wiring	0.67	+1%		+1.0
4944	Copper Muzzle	0.67	+1%		+1.0
4945	Gold-Plated Compression Unit	0.67	+1%		+1.0
4946	Copper Internals	0.67	+1%		+1.0
4947	Gold-Plated Launch System	0.67	+1%		+1.0
4948	Reinforced Launch System	0.73	+1%	-6%	+1.0
4949	Enhanced Compression Unit	0.67	+1%		+1.0
4950	Reinforced Dynamo	0.67	+1%		+1.0
4951	Copper Compression Unit	0.4	+1%	-6%
4952	Reinforced Heat Pump	0.47	+1%	-7%
4953	Copper Compression Unit	0.67	+1%		+1.0
4954	Gold-Plated Wiring	0.47	+1%	-7%
4955	Reinforced Compression Unit	0.4	+1%	-6%
4956	Copper Barrel	0.4	+1%	-6%
4957	Gold-Plated Internals	0.4	+1%	-6%
4958	Enhanced Muzzle	0.47	+1%	-7%
4959	Gold-Plated Heat Pump	0.67	+1%	-10%
4960	Gold-Plated Internals	0.73	+1%	-6%	+1.0
4961	Pressurised Shells	0.67	+1%		+1.0
4962	Reinforced Dynamo	0.67	+1%		+1.0
4963	Copper Compression Unit	0.67	+1%		+1.0
4964	Gold-Plated Launch System	0.4	+1%	-6%
4965	Enhanced Heat Pump	0.47	+1%	-7%
4966	Enhanced Wiring	0.67	+1%		+1.0
4967	Enhanced Internals	0.67	+1%		+1.0
4968	Gold-Plated Shells	0.73	+1%	-6%	+1.0
4969	Reinforced Launch System	0.67	+1%		+1.0
4970	Copper Wiring	0.67	+1%		+1.0
4971	Enhanced Dynamo	0.53	+1%	-8%
4972	Enhanced Wiring	0.67	+1%		+1.0
4973	Gold-Plated Compression Unit	0.4	+1%	-6%
4974	Reinforced Internals	0.4	+1%	-6%
4975	Pressurised Shells	0.67	+1%		+1.0
4976	Pressurised Shells	0.4	+1%	-6%
4977	Gold-Plated Barrel	0.67	+1%		+1.0
4978	Gold-Plated Internals	0.67	+1%		+1.0
4979	Pressurised Shells	0.6	+1%	-9%
4980	Gold-Plated Shells	0.73	+1%	-6%	+1.0
4981	Copper Internals	0.53	+1%	-8%
4982	Enhanced Launch System	0.67	+1%		+1.0
4983	Pressurised Launch System	0.4	+1%	-6%
4984	Pressurised Shells	0.67	+1%		+1.0
4985	Copper Dynamo	0.4	+1%	-6%
4986	Copper Wiring	0.6	+1%	-9%
4987	Copper Internals	0.67	+1%		+1.0
4988	Enhanced Compression Unit	0.67	+1%		+1.0
4989	Gold-Plated Barrel	0.67	+1%		+1.0
4990	Gold-Plated Compression Unit	1.0	+1%	-10%	+1.0
4991	Copper Dynamo	0.4	+1%	-6%
4992	Reinforced Launch System	0.67	+1%		+1.0
4993	Gold-Plated Wiring	0.67	+1%		+1.0
4994	Pressurised Barrel	0.47	+1%	-7%
4995	Enhanced Trigger	0.4	+1%	-6%
4996	Enhanced Internals	0.67	+1%		+1.0
4997	Enhanced Muzzle	0.73	+1%	-6%	+1.0
4998	Reinforced Trigger	0.4	+1%	-6%
4999	Gold-Plated Muzzle	0.4	+1%	-6%
5000	Pressurised Dynamo	0.67	+1%	-10%
5001	Copper Heat Pump	0.67	+1%		+1.0
5002	Reinforced Shells	0.67	+1%		+1.0
5003	Gold-Plated Compression Unit	0.4	+1%	-6%
5004	Pressurised Muzzle	0.4	+1%	-6%
5005	Enhanced Muzzle	0.67	+1%		+1.0
5006	Reinforced Barrel	0.67	+1%		+1.0
5007	Pressurised Launch System	0.8	+1%	-7%	+1.0
5008	Copper Compression Unit	0.67	+1%		+1.0
5009	Copper Trigger	0.67	+1%		+1.0
5010	Enhanced Barrel	0.4	+1%	-6%
5011	Pressurised Shells	0.67	+1%		+1.0
5012	Enhanced Barrel	0.67	+1%		+1.0
5013	Enhanced Launch System	0.4	+1%	-6%
5014	Copper Wiring	0.47	+1%	-7%
5015	Pressurised Muzzle	0.73	+1%	-6%	+1.0
5016	Pressurised Internals	0.67	+1%	-10%
5017	Enhanced Dynamo	0.67	+1%		+1.0
5018	Copper Trigger	0.4	+1%	-6%
5019	Gold-Plated Dynamo	0.67	+1%		+1.0
5020	Copper Internals	0.67	+1%		+1.0
5021	Copper Muzzle	0.73	+1%	-6%	+1.0
5022	Gold-Plated Launch System	0.6	+1%	-9%
5023	Enhanced Launch System	0.53	+1%	-8%
5024	Reinforced Wiring	0.67	+1%	-10%
5025	Gold-Plated Launch System	0.6	+1%	-9%
5026	Gold-Plated Heat Pump	0.53	+1%	-8%
5027	Reinforced Barrel	0.67	+1%		+1.0
5028	Gold-Plated Compression Unit	1.0	+1%	-10%	+1.0
5029	Enhanced Heat Pump	0.67	+1%		+1.0
5030	Copper Barrel	0.73	+1%	-6%	+1.0
5031	Gold-Plated Muzzle	0.67	+1%	-10%
5032	Gold-Plated Launch System	0.67	+1%		+1.0
5033	Enhanced Shells	0.4	+1%	-6%
5034	Enhanced Shells	0.73	+1%	-6%	+1.0
5035	Enhanced Compression Unit	0.67	+1%		+1.0
5036	Pressurised Muzzle	0.4	+1%	-6%
5037	Reinforced Trigger	0.67	+1%		+1.0
5038	Pressurised Shells	0.67	+1%		+1.0
5039	Pressurised Trigger	0.67	+1%		+1.0
5040	Pressurised Dynamo	0.67	+1%		+1.0
5041	Enhanced Trigger	0.4	+1%	-6%
5042	Enhanced Shells	0.47	+1%	-7%
5043	Reinforced Trigger	0.47	+1%	-7%
5044	Copper Shells	0.67	+1%		+1.0
5045	Gold-Plated Wiring	0.67	+1%		+1.0
5046	Gold-Plated Trigger	0.67	+1%		+1.0
5047	Enhanced Heat Pump	0.73	+1%	-6%	+1.0
5048	Copper Barrel	0.47	+1%	-7%
5049	Pressurised Shells	0.67	+1%		+1.0
5050	Pressurised Internals	0.47	+1%	-7%
5051	Enhanced Launch System	0.47	+1%	-7%
5052	Reinforced Trigger	0.67	+1%		+1.0
5053	Reinforced Barrel	0.67	+1%		+1.0
5054	Copper Launch System	0.4	+1%	-6%
5055	Gold-Plated Wiring	0.4	+1%	-6%
5056	Enhanced Wiring	0.53	+1%	-8%
5057	Gold-Plated Compression Unit	0.4	+1%	-6%
5058	Reinforced Muzzle	0.67	+1%		+1.0
5059	Pressurised Dynamo	0.6	+1%	-9%
5060	Reinforced Shells	0.8	+1%	-7%	+1.0
5061	Copper Dynamo	0.67	+1%		+1.0
5062	Gold-Plated Trigger	0.4	+1%	-6%
5063	Enhanced Internals	0.67	+1%		+1.0
5064	Copper Wiring	0.67	+1%		+1.0
5065	Gold-Plated Muzzle	0.6	+1%	-9%
5066	Pressurised Launch System	0.4	+1%	-6%
5067	Reinforced Shells	0.67	+1%		+1.0
5068	Pressurised Dynamo	0.53	+1%	-8%
5069	Reinforced Dynamo	0.6	+1%	-9%
5070	Copper Muzzle	0.93	+1%	-9%	+1.0
5071	Pressurised Muzzle	0.4	+1%	-6%
5072	Gold-Plated Muzzle	0.67	+1%		+1.0
5073	Pressurised Barrel	0.67	+1%		+1.0
5074	Reinforced Dynamo	0.4	+1%	-6%
5075	Gold-Plated Internals	0.67	+1%		+1.0
5076	Pressurised Muzzle	0.67	+1%	-10%
5077	Pressurised Heat Pump	0.73	+1%	-6%	+1.0
5078	Pressurised Compression Unit	0.67	+1%		+1.0
5079	Enhanced Heat Pump	0.67	+1%		+1.0
5080	Reinforced Shells	0.47	+1%	-7%
5081	Copper Launch System	0.67	+1%	-10%
5082	Enhanced Shells	0.67	+1%		+1.0
5083	Reinforced Wiring	0.67	+1%		+1.0
5084	Enhanced Wiring	0.4	+1%	-6%
5085	Enhanced Launch System	0.4	+1%	-6%
5086	Gold-Plated Internals	0.67	+1%		+1.0
5087	Reinforced Shells	0.4	+1%	-6%
5088	Copper Barrel	0.67	+1%		+1.0
5089	Gold-Plated Heat Pump	0.47	+1%	-7%
5090	Enhanced Compression Unit	0.4	+1%	-6%
5091	Gold-Plated Shells	0.67	+1%		+1.0
5092	Enhanced Wiring	0.67	+1%		+1.0
5093	Pressurised Compression Unit	0.67	+1%		+1.0
5094	Gold-Plated Trigger	0.4	+1%	-6%
5095	Reinforced Wiring	0.47	+1%	-7%
5096	Enhanced Wiring	0.67	+1%		+1.0
5097	Gold-Plated Launch System	0.53	+1%	-8%
5098	Copper Compression Unit	0.4	+1%	-6%
5099	Enhanced Internals	0.67	+1%		+1.0
5100	Gold-Plated Barrel	0.87	+1%	-8%	+1.0
5101	Copper Trigger	0.67	+1%	-10%
5102	Enhanced Shells	0.4	+1%	-6%
5103	Reinforced Barrel	0.4	+1%	-6%
5104	Enhanced Shells	0.67	+1%		+1.0
5105	Enhanced Barrel	0.67	+1%		+1.0
5106	Enhanced Dynamo	0.67	+1%		+1.0
5107	Gold-Plated Shells	0.53	+1%	-8%
5108	Pressurised Heat Pump	0.73	+1%	-6%	+1.0
5109	Pressurised Internals	0.67	+1%		+1.0
5110	Gold-Plated Barrel	0.67	+1%		+1.0
5111	Gold-Plated Dynamo	0.4	+1%	-6%
5112	Copper Internals	0.73	+1%	-6%	+1.0
5113	Enhanced Heat Pump	1.0	+1%	-10%	+1.0
5114	Copper Launch System	0.8	+1%	-7%	+1.0
5115	Enhanced Compression Unit	0.67	+1%		+1.0
5116	Pressurised Internals	0.67	+1%		+1.0
