sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_Rate,Weapon_Projectile_ReloadTime,Weapon_Projectile_ClipSize
22347,Overloaded Excitor,0.333,,,-2%,+12.0
22348,Atomic Battery,0.333,,,-2%,+12.0
22349,Waveform Battery,0.37,+1%,+2%,,+12.0
22350,Overloaded Capture Cell,0.162,+1%,+2%,-5%,
22351,Surge Injector,0.458,+1%,,-5%,+12.0
22352,Surge Battery,0.556,,+7%,,+12.0
22353,Surge Injector,0.407,,+3%,-2%,+12.0
22354,Flow Capture Cell,0.042,+1%,,-3%,
22355,Overloaded Capture Cell,0.37,,+2%,-2%,+12.0
22356,Overloaded Projector,0.481,,+5%,,+12.0
22357,Flow Amplifier,0.222,+1%,+7%,,
22358,Atomic Energiser,0.204,,+2%,-6%,
22359,Overloaded Projector,0.333,+1%,,,+12.0
22360,Flow Injector,0.042,+1%,,-3%,
22361,Atomic Projector,0.0,+1%,,-2%,
22362,Overloaded Energiser,0.431,,+7%,-7%,
22363,Flow Capture Cell,0.074,,+3%,-2%,
22364,Flow Projector,0.259,+1%,+8%,,
22365,Waveform Solidifier,0.333,+1%,,-2%,+12.0
22366,Flow Resonator,0.185,+1%,+6%,,
22367,Atomic Solidifier,0.495,,+2%,-5%,+12.0
22368,Surge Amplifier,0.111,,+4%,-2%,
22369,Atomic Resonator,0.407,,+3%,,+12.0
22370,Atomic Solidifier,0.333,,+10%,-2%,
22371,Flow Capture Cell,0.333,+1%,,,+12.0
22372,Atomic Solidifier,0.12,+1%,+2%,-4%,
22373,Overloaded Resonator,0.037,+1%,+2%,-2%,
22374,Overloaded Amplifier,0.333,+1%,,,+12.0
22375,Waveform Accelerator,0.333,+1%,,,+12.0
22376,Atomic Accelerator,0.0,+1%,,-2%,
22377,Flow Resonator,0.0,+1%,,-2%,
22378,Flow Amplifier,0.153,,+4%,-3%,
22379,Surge Amplifier,0.0,+1%,,-2%,
22380,Atomic Resonator,0.333,,,-2%,+12.0
22381,Waveform Projector,0.407,,+3%,,+12.0
22382,Overloaded Capture Cell,0.593,,+8%,,+12.0
22383,Flow Accelerator,0.333,,,-2%,+12.0
22384,Flow Capture Cell,0.333,+1%,,,+12.0
22385,Surge Battery,0.417,+1%,,-4%,+12.0
22386,Surge Projector,0.0,+1%,,-2%,
22387,Surge Resonator,0.583,,,-8%,+12.0
22388,Waveform Resonator,0.407,,+3%,,+12.0
22389,Waveform Amplifier,0.037,+1%,+2%,,
22390,Overloaded Capture Cell,0.375,,,-3%,+12.0
22391,Flow Accelerator,0.333,,,-2%,+12.0
22392,Waveform Capture Cell,0.042,+1%,,-3%,
22393,Overloaded Accelerator,0.19,,+5%,-3%,
22394,Flow Accelerator,0.37,,+2%,-2%,+12.0
22395,Overloaded Injector,0.37,,+2%,-2%,+12.0
22396,Atomic Battery,0.481,,+5%,,+12.0
22397,Waveform Capture Cell,0.333,,,-2%,+12.0
22398,Overloaded Capture Cell,0.0,+1%,,-2%,
22399,Surge Projector,0.333,+1%,,-2%,+12.0
22400,Atomic Solidifier,0.407,,+3%,,+12.0
22401,Overloaded Solidifier,0.593,+1%,+8%,,+12.0
22402,Atomic Accelerator,0.037,+1%,+2%,,
22403,Overloaded Energiser,0.0,+1%,,-2%,
22404,Surge Excitor,0.333,+1%,,,+12.0
22405,Flow Amplifier,0.037,,+2%,-2%,
22406,Surge Energiser,0.333,+1%,,-2%,+12.0
22407,Waveform Energiser,0.495,,+2%,-5%,+12.0
22408,Surge Accelerator,0.037,+1%,+2%,,
22409,Atomic Resonator,0.333,+1%,,,+12.0
22410,Surge Projector,0.5,+1%,,-6%,+12.0
22411,Atomic Solidifier,0.0,+1%,,-2%,
22412,Overloaded Amplifier,0.593,,+8%,,+12.0
22413,Overloaded Capture Cell,0.333,+1%,,,+12.0
22414,Overloaded Projector,0.593,+1%,+8%,,+12.0
22415,Surge Battery,0.333,,,-2%,+12.0
22416,Atomic Injector,0.0,+1%,,-2%,
22417,Atomic Injector,0.333,,,-2%,+12.0
22418,Surge Battery,0.556,,+7%,,+12.0
22419,Flow Capture Cell,0.0,+1%,,-2%,
22420,Overloaded Energiser,0.037,,+2%,-2%,
22421,Waveform Solidifier,0.375,+1%,,-3%,+12.0
22422,Overloaded Excitor,0.0,+1%,,-2%,
22423,Flow Capture Cell,0.481,+1%,+5%,,+12.0
22424,Overloaded Projector,0.333,+1%,,,+12.0
22425,Waveform Injector,0.037,+1%,+2%,,
22426,Waveform Projector,0.324,,+3%,-8%,
22427,Flow Solidifier,0.667,,+10%,,+12.0
22428,Flow Solidifier,0.481,,+5%,,+12.0
22429,Surge Battery,0.148,,+5%,-2%,
22430,Overloaded Accelerator,0.259,,+8%,-2%,
22431,Surge Amplifier,0.037,,+2%,-2%,
22432,Atomic Energiser,0.037,+1%,+2%,,
22433,Waveform Projector,0.333,,,-2%,+12.0
22434,Atomic Solidifier,0.333,,,-2%,+12.0
22435,Surge Projector,0.074,+1%,+3%,,
22436,Waveform Excitor,0.333,,,-2%,+12.0
22437,Waveform Battery,0.111,+1%,+4%,,
22438,Atomic Accelerator,0.333,+1%,,,+12.0
22439,Atomic Energiser,0.333,+1%,+10%,,
22440,Atomic Excitor,0.333,+1%,,,+12.0
22441,Surge Capture Cell,0.042,+1%,,-3%,
22442,Overloaded Accelerator,0.333,,,-2%,+12.0
22443,Flow Excitor,0.079,,+2%,-3%,
22444,Surge Excitor,0.0,+1%,,-2%,
22445,Surge Injector,0.037,+1%,+2%,,
22446,Atomic Battery,0.333,+1%,,,+12.0
22447,Surge Solidifier,0.0,+1%,,-2%,
22448,Atomic Accelerator,0.37,,+2%,,+12.0
22449,Surge Battery,0.148,,+5%,-2%,
22450,Atomic Excitor,0.333,+1%,,,+12.0
22451,Flow Energiser,0.333,+1%,,,+12.0
22452,Overloaded Accelerator,0.333,,,-2%,+12.0
22453,Overloaded Accelerator,0.444,,+4%,,+12.0
22454,Atomic Solidifier,0.0,+1%,,-2%,
22455,Atomic Battery,0.333,+1%,,-2%,+12.0
22456,Flow Injector,0.037,,+2%,-2%,
22457,Atomic Accelerator,0.37,,+2%,-2%,+12.0
22458,Waveform Solidifier,0.037,+1%,+2%,,
22459,Waveform Resonator,0.333,+1%,,,+12.0
22460,Waveform Accelerator,0.037,,+2%,-2%,
22461,Surge Solidifier,0.0,+1%,,-2%,
22462,Overloaded Amplifier,0.481,,+5%,,+12.0
22463,Flow Injector,0.0,+1%,,-2%,
22464,Waveform Amplifier,0.074,,+3%,-2%,
22465,Overloaded Solidifier,0.333,+1%,,-10%,
22466,Flow Projector,0.333,,,-2%,+12.0
22467,Waveform Battery,0.037,,+2%,-2%,
22468,Atomic Energiser,0.333,+1%,,-2%,+12.0
22469,Waveform Amplifier,0.333,+1%,,,+12.0
22470,Atomic Battery,0.037,+1%,+2%,-2%,
22471,Waveform Capture Cell,0.444,,+4%,,+12.0
22472,Waveform Solidifier,0.333,,,-2%,+12.0
22473,Atomic Injector,0.0,+1%,,-2%,
22474,Surge Battery,0.222,,+7%,-2%,
22475,Overloaded Capture Cell,0.287,+1%,+2%,-8%,
22476,Waveform Energiser,0.037,+1%,+2%,,
22477,Surge Injector,0.0,+1%,,-2%,
22478,Atomic Amplifier,0.167,+1%,,-6%,
22479,Surge Resonator,0.37,,+2%,,+12.0
22480,Flow Energiser,0.333,+1%,,-2%,+12.0
22481,Flow Amplifier,0.111,+1%,+4%,,
22482,Surge Capture Cell,0.333,,,-2%,+12.0
22483,Overloaded Capture Cell,0.037,,+2%,-2%,
22484,Waveform Projector,0.185,,+6%,-2%,
22485,Waveform Amplifier,0.333,,,-2%,+12.0
22486,Atomic Battery,0.037,+1%,+2%,,
22487,Surge Energiser,0.407,,+3%,,+12.0
22488,Surge Capture Cell,0.296,,+9%,-2%,
22489,Flow Battery,0.333,+1%,,,+12.0
22490,Atomic Resonator,0.0,+1%,,-2%,
22491,Waveform Accelerator,0.759,,+8%,-6%,+12.0
22492,Flow Battery,0.333,+1%,+1%,,+12.0
22493,Overloaded Capture Cell,0.042,+1%,,-3%,
22494,Overloaded Projector,0.37,,+2%,,+12.0
22495,Waveform Amplifier,0.333,+1%,,,+12.0
22496,Overloaded Injector,0.222,+1%,+7%,,
22497,Flow Injector,0.333,+1%,,,+12.0
22498,Atomic Resonator,0.37,+1%,+2%,,+12.0
22499,Surge Energiser,0.519,,+6%,,+12.0
22500,Atomic Energiser,0.375,,,-3%,+12.0
22501,Overloaded Excitor,0.333,,,-2%,+12.0
22502,Atomic Energiser,0.0,+1%,,-2%,
22503,Waveform Excitor,0.333,+1%,,,+12.0
22504,Surge Capture Cell,0.37,,+2%,,+12.0
22505,Atomic Battery,0.63,+1%,+9%,,+12.0
22506,Surge Resonator,0.037,+1%,+2%,,
22507,Flow Resonator,0.037,+1%,+2%,,
22508,Flow Amplifier,0.37,,+2%,,+12.0
22509,Waveform Injector,0.074,,+3%,-2%,
22510,Surge Energiser,0.0,+1%,,-2%,
22511,Flow Solidifier,0.25,+1%,,-8%,
22512,Overloaded Resonator,0.333,+1%,,,+12.0
22513,Flow Resonator,0.333,,,-2%,+12.0
22514,Surge Injector,0.333,+1%,,,+12.0
22515,Flow Battery,0.0,+1%,,-2%,
22516,Waveform Amplifier,0.037,+1%,+2%,,
22517,Overloaded Injector,0.12,+1%,+2%,-4%,
22518,Overloaded Excitor,0.37,,+2%,,+12.0
22519,Surge Battery,0.0,+1%,,-2%,
22520,Waveform Solidifier,0.333,+1%,,,+12.0
22521,Atomic Resonator,0.407,,+3%,,+12.0
22522,Atomic Solidifier,0.333,+1%,,,+12.0
22523,Overloaded Excitor,0.333,+1%,,-10%,
22524,Overloaded Capture Cell,0.0,+1%,,-2%,
22525,Waveform Solidifier,0.37,,+2%,,+12.0
22526,Overloaded Projector,0.042,+1%,,-3%,
22527,Waveform Projector,0.593,+1%,+8%,,+12.0
22528,Waveform Excitor,0.37,,+2%,,+12.0
22529,Flow Excitor,0.037,+1%,+2%,,
22530,Surge Battery,0.449,,+3%,-3%,+12.0
22531,Atomic Solidifier,0.037,+1%,+2%,,
22532,Flow Injector,0.407,,+3%,,+12.0
22533,Surge Amplifier,0.333,+1%,+10%,-2%,
22534,Atomic Excitor,0.333,+1%,+10%,,
22535,Flow Accelerator,0.0,,+1%,-2%,
22536,Waveform Battery,0.037,,+2%,-2%,
22537,Overloaded Solidifier,0.37,,+2%,,+12.0
22538,Waveform Projector,0.519,+1%,+6%,,+12.0
22539,Surge Amplifier,0.148,+1%,+5%,,
22540,Flow Injector,0.519,,+6%,,+12.0
22541,Atomic Resonator,0.042,+1%,,-3%,
22542,Overloaded Resonator,0.037,,+2%,-2%,
22543,Overloaded Accelerator,0.333,,,-2%,+12.0
22544,Atomic Capture Cell,0.333,+1%,,-2%,+12.0
22545,Flow Capture Cell,0.074,,+3%,-2%,
22546,Atomic Excitor,0.296,,+9%,-2%,
22547,Surge Amplifier,0.037,,+2%,-2%,
22548,Waveform Accelerator,0.407,,+3%,,+12.0
22549,Waveform Excitor,0.074,,+3%,-2%,
22550,Waveform Resonator,0.333,+1%,,,+12.0
22551,Waveform Resonator,0.333,,,-2%,+12.0
22552,Atomic Injector,0.333,+1%,,,+12.0
22553,Atomic Energiser,0.037,+1%,+2%,,
22554,Waveform Projector,0.0,+1%,,-2%,
22555,Atomic Projector,0.333,+1%,,-2%,+12.0
22556,Waveform Amplifier,0.333,+1%,,,+12.0
22557,Surge Battery,0.208,+1%,,-7%,
22558,Surge Capture Cell,0.375,,,-3%,+12.0
22559,Waveform Accelerator,0.111,+1%,+4%,,
22560,Overloaded Accelerator,0.444,,+4%,,+12.0
22561,Atomic Injector,0.333,,,-2%,+12.0
22562,Waveform Accelerator,0.0,+1%,,-2%,
22563,Atomic Capture Cell,0.481,,+5%,,+12.0
22564,Waveform Amplifier,0.375,,,-3%,+12.0
22565,Overloaded Resonator,0.333,+1%,,,+12.0
22566,Atomic Capture Cell,0.333,,,-2%,+12.0
22567,Surge Excitor,0.185,,+6%,-2%,
22568,Flow Projector,0.37,+1%,+2%,,+12.0
22569,Flow Accelerator,0.037,,+2%,-2%,
22570,Flow Injector,0.0,+1%,,-2%,
22571,Overloaded Accelerator,0.375,,,-3%,+12.0
22572,Surge Accelerator,0.037,+1%,+2%,,
22573,Surge Injector,0.37,,+2%,,+12.0
22574,Waveform Resonator,0.481,,+5%,,+12.0
22575,Flow Projector,0.333,+1%,,,+12.0
22576,Overloaded Solidifier,0.037,,+2%,-2%,
22577,Overloaded Accelerator,0.125,+1%,,-5%,
22578,Flow Energiser,0.0,+1%,,-2%,
22579,Surge Projector,0.333,+1%,,,+12.0
22580,Flow Capture Cell,0.222,+1%,+7%,-2%,
22581,Surge Capture Cell,0.0,+1%,,-2%,
22582,Flow Amplifier,0.037,+1%,+2%,,
22583,Overloaded Amplifier,0.037,+1%,+2%,,
22584,Surge Amplifier,0.37,,+2%,,+12.0
22585,Flow Capture Cell,0.333,+1%,,,+12.0
22586,Overloaded Resonator,0.037,+1%,+2%,,
22587,Surge Battery,0.037,+1%,+2%,,
22588,Flow Solidifier,0.037,+1%,+2%,,
22589,Surge Injector,0.333,,,-2%,+12.0
22590,Surge Injector,0.37,,+2%,,+12.0
22591,Overloaded Energiser,0.074,+1%,+3%,-2%,
22592,Surge Amplifier,0.0,+1%,,-2%,
22593,Overloaded Excitor,0.37,,+2%,,+12.0
22594,Overloaded Solidifier,0.375,,,-3%,+12.0
22595,Surge Resonator,0.333,+1%,,-2%,+12.0
22596,Waveform Capture Cell,0.037,,+2%,-2%,
22597,Atomic Energiser,0.37,,+2%,,+12.0
22598,Flow Excitor,0.037,+1%,+2%,,
22599,Atomic Amplifier,0.0,+1%,,-2%,
22600,Overloaded Excitor,0.375,,,-3%,+12.0
22601,Atomic Injector,0.333,+1%,,,+12.0
22602,Surge Excitor,0.12,,+2%,-4%,
22603,Atomic Energiser,0.037,,+2%,-2%,
22604,Overloaded Energiser,0.593,,+8%,-2%,+12.0
22605,Flow Amplifier,0.333,,,-2%,+12.0
22606,Waveform Accelerator,0.37,,+2%,,+12.0
22607,Overloaded Battery,0.148,,+5%,-2%,
22608,Surge Battery,0.0,+1%,,-2%,
22609,Waveform Projector,0.037,,+2%,-2%,
22610,Atomic Projector,0.333,,,-2%,+12.0
22611,Waveform Amplifier,0.37,,+2%,,+12.0
22612,Waveform Solidifier,0.0,+1%,,-2%,
22613,Overloaded Resonator,0.37,,+2%,-2%,+12.0
22614,Overloaded Injector,0.037,+1%,+2%,,
22615,Overloaded Injector,0.0,+1%,,-2%,
22616,Flow Solidifier,0.333,,+10%,-2%,
22617,Surge Injector,0.407,,+3%,,+12.0
22618,Waveform Resonator,0.333,,,-2%,+12.0
22619,Waveform Capture Cell,0.074,+1%,+3%,-2%,
22620,Atomic Resonator,0.0,+1%,,-2%,
22621,Surge Resonator,0.37,,+2%,,+12.0
22622,Surge Resonator,0.0,+1%,,-2%,
22623,Flow Energiser,0.037,+1%,+2%,,
22624,Waveform Capture Cell,0.63,,+9%,,+12.0
22625,Surge Energiser,0.037,,+2%,-2%,
22626,Atomic Projector,0.074,+1%,+3%,,
22627,Surge Amplifier,0.333,+1%,,,+12.0
22628,Waveform Accelerator,0.0,+1%,,-2%,
22629,Overloaded Resonator,0.0,+1%,,-2%,
22630,Waveform Resonator,0.12,,+2%,-4%,
22631,Surge Accelerator,0.333,+1%,,,+12.0
22632,Overloaded Solidifier,0.333,+1%,,,+12.0
22633,Surge Excitor,0.333,+1%,,-2%,+12.0
22634,Overloaded Projector,0.37,+1%,+2%,,+12.0
22635,Overloaded Excitor,0.037,,+2%,-2%,
22636,Flow Excitor,0.333,+1%,,-2%,+12.0
22637,Flow Battery,0.037,,+2%,-2%,
22638,Overloaded Accelerator,0.333,+1%,,,+12.0
22639,Flow Excitor,0.227,,+6%,-3%,
22640,Waveform Battery,0.333,,,-2%,+12.0
22641,Flow Projector,0.333,,,-2%,+12.0
22642,Atomic Injector,0.37,,+2%,,+12.0
22643,Flow Projector,0.0,+1%,,-2%,
22644,Surge Accelerator,0.37,,+2%,,+12.0
22645,Surge Excitor,0.292,+1%,,-9%,
22646,Overloaded Injector,0.63,+1%,+9%,,+12.0
22647,Waveform Accelerator,0.125,+1%,,-5%,
22648,Surge Solidifier,0.333,+1%,,-2%,+12.0
22649,Waveform Accelerator,0.074,+1%,+3%,,
22650,Waveform Resonator,0.296,+1%,+9%,,
22651,Surge Capture Cell,0.593,,+8%,,+12.0
22652,Overloaded Accelerator,0.333,+1%,,,+12.0
22653,Surge Solidifier,0.037,+1%,+2%,-2%,
22654,Flow Capture Cell,0.667,,+10%,,+12.0
22655,Surge Solidifier,0.375,,,-3%,+12.0
22656,Flow Accelerator,0.519,,+6%,,+12.0
22657,Overloaded Accelerator,0.333,,,-2%,+12.0
22658,Surge Accelerator,0.37,,+2%,-2%,+12.0
22659,Surge Accelerator,0.481,,+5%,-2%,+12.0
22660,Flow Accelerator,0.37,,+2%,-2%,+12.0
22661,Overloaded Resonator,0.37,,+2%,-10%,
22662,Surge Solidifier,0.333,,,-2%,+12.0
22663,Flow Amplifier,0.0,+1%,+1%,,
22664,Waveform Excitor,0.333,+1%,,,+12.0
22665,Flow Energiser,0.37,,+2%,,+12.0
22666,Flow Injector,0.333,+1%,,,+12.0
22667,Surge Projector,0.0,+1%,+1%,,
22668,Flow Solidifier,0.037,,+2%,-2%,
22669,Waveform Accelerator,0.333,,,-2%,+12.0
22670,Atomic Injector,0.5,+1%,,-6%,+12.0
22671,Waveform Battery,0.111,+1%,+4%,-2%,
22672,Atomic Accelerator,0.37,,+2%,,+12.0
22673,Flow Injector,0.037,+1%,+2%,-2%,
22674,Overloaded Capture Cell,0.333,,,-2%,+12.0
22675,Surge Excitor,0.63,,+9%,,+12.0
22676,Waveform Battery,0.037,+1%,+2%,,
22677,Waveform Energiser,0.431,,+7%,-7%,
22678,Surge Accelerator,0.37,,+2%,,+12.0
22679,Surge Resonator,0.481,+1%,+5%,,+12.0
22680,Flow Accelerator,0.37,,+2%,,+12.0
22681,Surge Resonator,0.264,,+7%,-3%,
22682,Atomic Accelerator,0.037,+1%,+2%,,
22683,Atomic Accelerator,0.407,+1%,+3%,,+12.0
22684,Waveform Capture Cell,0.333,+1%,,,+12.0
22685,Atomic Solidifier,0.37,,+2%,,+12.0
22686,Waveform Energiser,0.037,+1%,+2%,-2%,
22687,Overloaded Battery,0.37,+1%,+2%,,+12.0
22688,Overloaded Resonator,0.333,+1%,,,+12.0
22689,Atomic Solidifier,0.037,+1%,+2%,,
22690,Overloaded Energiser,0.185,+1%,+6%,,
22691,Waveform Energiser,0.333,+1%,,-2%,+12.0
22692,Flow Amplifier,0.333,+1%,,,+12.0
22693,Waveform Excitor,0.37,+1%,+2%,,+12.0
22694,Surge Resonator,0.37,,+2%,,+12.0
22695,Waveform Accelerator,0.37,,+2%,,+12.0
22696,Atomic Projector,0.0,+1%,,-2%,
22697,Atomic Amplifier,0.565,,+5%,-4%,+12.0
22698,Overloaded Energiser,0.222,+1%,+7%,,
22699,Surge Injector,0.333,+1%,,,+12.0
22700,Waveform Amplifier,0.037,,+2%,-2%,
22701,Waveform Energiser,0.667,,+10%,,+12.0
22702,Surge Injector,0.458,,,-5%,+12.0
22703,Atomic Solidifier,0.333,+1%,,,+12.0
22704,Waveform Amplifier,0.222,+1%,+7%,-2%,
22705,Surge Excitor,0.037,,+2%,-2%,
22706,Atomic Battery,0.079,,+2%,-3%,
22707,Surge Solidifier,0.37,+1%,+2%,,+12.0
22708,Waveform Accelerator,0.157,,+3%,-4%,
22709,Flow Solidifier,0.083,+1%,,-4%,
22710,Overloaded Energiser,0.037,+1%,+2%,,
22711,Overloaded Projector,0.333,+1%,,,+12.0
22712,Overloaded Projector,0.0,+1%,,-2%,
22713,Overloaded Amplifier,0.259,+1%,+8%,,
22714,Atomic Solidifier,0.37,+1%,+2%,,+12.0
22715,Waveform Excitor,0.148,+1%,+5%,,
22716,Surge Battery,0.481,,+5%,,+12.0
22717,Waveform Battery,0.333,+1%,,,+12.0
22718,Surge Capture Cell,0.444,+1%,+4%,,+12.0
22719,Overloaded Resonator,0.667,+2%,,,+12.0
22720,Surge Injector,0.0,+1%,,-2%,
22721,Waveform Amplifier,0.37,,+2%,,+12.0
22722,Waveform Projector,0.417,,,-4%,+12.0
22723,Surge Accelerator,0.0,+1%,,-2%,
22724,Flow Battery,0.333,+1%,,,+12.0
22725,Waveform Resonator,0.037,+1%,+2%,,
22726,Atomic Resonator,0.5,,,-6%,+12.0
22727,Waveform Resonator,0.037,,+2%,-2%,
22728,Flow Excitor,0.0,+1%,,-2%,
22729,Atomic Injector,0.037,+1%,+2%,-2%,
22730,Atomic Energiser,0.333,,,-2%,+12.0
22731,Overloaded Amplifier,0.0,+1%,,-2%,
22732,Overloaded Resonator,0.185,+1%,+6%,,
22733,Surge Battery,0.333,,,-2%,+12.0
22734,Waveform Energiser,0.37,+1%,+2%,,+12.0
22735,Overloaded Capture Cell,0.037,+1%,+2%,,
22736,Surge Energiser,0.037,+1%,+2%,-2%,
22737,Overloaded Injector,0.519,,+6%,,+12.0
22738,Surge Capture Cell,0.333,+1%,,,+12.0
22739,Surge Solidifier,0.417,,,-4%,+12.0
22740,Surge Energiser,0.0,+1%,+1%,,
22741,Overloaded Excitor,0.37,,+2%,,+12.0
22742,Surge Excitor,0.333,+1%,,,+12.0
22743,Surge Battery,0.593,,+8%,,+12.0
22744,Flow Amplifier,0.407,+1%,+3%,,+12.0
22745,Flow Amplifier,0.0,+1%,,-2%,
22746,Flow Accelerator,0.037,,+2%,-2%,
22747,Waveform Amplifier,0.333,+1%,,,+12.0
22748,Overloaded Solidifier,0.037,+1%,+2%,,
22749,Surge Injector,0.37,,+2%,-2%,+12.0
22750,Overloaded Solidifier,0.417,,,-4%,+12.0
22751,Flow Battery,0.0,+1%,,-2%,
22752,Waveform Excitor,0.222,+1%,+7%,,
22753,Waveform Accelerator,0.333,+1%,,,+12.0
22754,Flow Solidifier,0.333,,,-2%,+12.0
22755,Surge Solidifier,0.037,+1%,+2%,,
22756,Flow Resonator,0.037,,+2%,-2%,
22757,Flow Resonator,0.444,+1%,+4%,,+12.0
22758,Flow Resonator,0.074,+1%,+3%,-2%,
22759,Atomic Capture Cell,0.111,+1%,+4%,,
22760,Waveform Energiser,0.407,,+3%,,+12.0
22761,Flow Battery,0.333,+1%,,,+12.0
22762,Surge Solidifier,0.037,,+2%,-2%,
22763,Overloaded Energiser,0.412,,+2%,-3%,+12.0
22764,Waveform Capture Cell,0.333,+1%,,,+12.0
22765,Waveform Injector,0.593,,+8%,,+12.0
22766,Overloaded Battery,0.037,,+2%,-2%,
22767,Waveform Projector,0.333,+1%,,,+12.0
22768,Overloaded Excitor,0.074,+1%,+3%,,
22769,Overloaded Amplifier,0.0,+1%,,-2%,
22770,Surge Amplifier,0.0,+1%,,-2%,
22771,Flow Capture Cell,0.0,+1%,,-2%,
22772,Atomic Amplifier,0.079,,+2%,-3%,
22773,Surge Amplifier,0.074,,+3%,-2%,
22774,Surge Amplifier,0.0,+1%,+1%,-2%,
22775,Atomic Energiser,0.375,,,-3%,+12.0
22776,Waveform Excitor,0.333,+1%,,,+12.0
22777,Atomic Accelerator,0.0,+1%,,-2%,
22778,Atomic Accelerator,0.037,,+2%,-2%,
22779,Atomic Battery,0.296,+1%,+9%,-2%,
22780,Flow Amplifier,0.333,,,-2%,+12.0
22781,Atomic Battery,0.458,,+10%,-5%,
22782,Flow Amplifier,0.037,+1%,+2%,,
22783,Surge Resonator,0.0,+1%,,-2%,
22784,Atomic Resonator,0.333,,,-2%,+12.0
22785,Waveform Projector,0.292,+1%,,-9%,
22786,Overloaded Capture Cell,0.5,+1%,,-6%,+12.0
22787,Flow Injector,0.333,+1%,,,+12.0
22788,Overloaded Excitor,0.0,+1%,,-2%,
22789,Surge Energiser,0.12,,+2%,-4%,
22790,Waveform Resonator,0.333,,,-2%,+12.0
22791,Flow Injector,0.037,+1%,+2%,,
22792,Waveform Resonator,0.0,+1%,,-2%,
22793,Atomic Battery,0.259,,+8%,-2%,
22794,Flow Energiser,0.333,+1%,,,+12.0
22795,Waveform Accelerator,0.556,,+7%,-2%,+12.0
22796,Flow Solidifier,0.12,+1%,+2%,-4%,
22797,Surge Resonator,0.333,,,-2%,+12.0
22798,Surge Projector,0.63,+1%,+9%,,+12.0
22799,Surge Resonator,0.333,+1%,,,+12.0
22800,Flow Energiser,0.111,+1%,+4%,,
22801,Surge Battery,0.0,+1%,,-2%,
22802,Surge Injector,0.333,+1%,,-2%,+12.0
22803,Atomic Accelerator,0.037,+1%,+2%,-2%,
22804,Surge Excitor,0.111,+1%,+4%,,
22805,Overloaded Excitor,0.333,+1%,,,+12.0
22806,Overloaded Capture Cell,0.185,+1%,+6%,-2%,
22807,Waveform Accelerator,0.37,+1%,+2%,,+12.0
22808,Waveform Battery,0.0,+1%,,-2%,
22809,Atomic Battery,0.167,+1%,,-6%,
22810,Waveform Resonator,0.0,+1%,,-2%,
22811,Atomic Solidifier,0.037,,+2%,-2%,
22812,Atomic Accelerator,0.333,+1%,,,+12.0
22813,Flow Projector,0.333,+1%,,-2%,+12.0
22814,Waveform Energiser,0.333,+1%,,,+12.0
22815,Overloaded Accelerator,0.222,+1%,+7%,,
22816,Surge Injector,0.037,,+2%,-2%,
22817,Surge Injector,0.074,+1%,+3%,,
22818,Overloaded Battery,0.0,+1%,,-2%,
22819,Atomic Battery,0.0,+1%,+1%,,
22820,Atomic Projector,0.333,+1%,,-2%,+12.0
22821,Overloaded Capture Cell,0.208,+1%,,-7%,
22822,Surge Energiser,0.333,+1%,,,+12.0
22823,Surge Excitor,0.037,+1%,+2%,,
22824,Flow Excitor,0.0,+1%,,-2%,
22825,Waveform Energiser,0.037,,+2%,-2%,
22826,Surge Amplifier,0.333,,,-2%,+12.0
22827,Waveform Injector,0.333,,,-2%,+12.0
22828,Overloaded Injector,0.444,,+4%,-2%,+12.0
22829,Surge Battery,0.792,+2%,,-5%,+12.0
22830,Atomic Excitor,0.0,+1%,,-2%,
22831,Overloaded Injector,0.037,+1%,+2%,,
22832,Surge Battery,0.37,,+2%,,+12.0
22833,Waveform Battery,0.333,,,-2%,+12.0
22834,Surge Accelerator,0.333,+1%,,,+12.0
22835,Surge Amplifier,0.333,,,-2%,+12.0
22836,Flow Injector,0.037,,+2%,-2%,
22837,Overloaded Excitor,0.037,+1%,+2%,-2%,
22838,Overloaded Excitor,0.111,+1%,+4%,,
22839,Overloaded Injector,0.319,+1%,+4%,-7%,
22840,Waveform Projector,0.333,+1%,,-2%,+12.0
22841,Surge Accelerator,0.347,,+7%,-5%,
22842,Flow Capture Cell,0.333,+1%,,,+12.0
22843,Atomic Capture Cell,0.296,+1%,+9%,,
22844,Waveform Capture Cell,0.042,+1%,,-3%,
22845,Overloaded Projector,0.444,+1%,+4%,,+12.0
22846,Overloaded Excitor,0.333,+1%,,,+12.0
22847,Flow Capture Cell,0.083,,+1%,-4%,
22848,Waveform Amplifier,0.481,,+5%,,+12.0
22849,Flow Energiser,0.037,+1%,+2%,,
22850,Waveform Capture Cell,0.333,,,-2%,+12.0
22851,Waveform Resonator,0.333,,,-2%,+12.0
22852,Atomic Capture Cell,0.222,+1%,+7%,,
22853,Atomic Accelerator,0.0,+1%,,-2%,
22854,Overloaded Excitor,0.042,+1%,,-3%,
22855,Surge Capture Cell,0.185,+1%,+6%,,
22856,Flow Amplifier,0.333,+1%,,,+12.0
22857,Waveform Energiser,0.083,+1%,,-4%,
22858,Flow Projector,0.407,,+3%,-2%,+12.0
22859,Overloaded Amplifier,0.333,,+10%,-2%,
