Seed	Name	Perfection	Weapon_Scan_Radius	Weapon_Scan_Discovery_Creature	Weapon_Scan_Discovery_Flora
22536	Overclocked Visualiser	0.304		+1,607%	
22537	Waveform Detector	0.369			+1,738%
22538	Overclocked Sweep Ray	0.471	+9%		+1,142%
22539	Low-Heat Analysis Unit	0.3	+8%		
22540	Analog Processor	0.109			+1,217%
22541	Precision Scope	0.0		+1,000%	
22542	Waveform Scope	0.4		+1,800%	
22543	Waveform Computer	0.007			+1,013%
22544	Precision Probe	0.037			+1,073%
22545	Analog Probe	0.407		+1,813%	
22546	Precision Siphon	0.017		+1,034%	
22547	Low-Heat Analysis Unit	0.406		+1,812%	
22548	Overclocked Computer	0.168			+1,336%
22549	Overclocked Siphon	0.209		+1,418%	
22550	Overclocked Scope	0.3	+8%		
22551	Overclocked Scope	0.112			+1,224%
22552	Precision Processor	0.283			+1,566%
22553	Precision Prediction Unit	0.1	+6%		
22554	Overclocked Sweep Ray	0.4	+9%		
22555	Precision Sweep Ray	0.189	+6%		+1,177%
22556	Overclocked Analysis Unit	0.4	+9%		
22557	Low-Heat Visualiser	0.2	+7%		
22558	Low-Heat Probe	0.171		+1,341%	
22559	Overclocked Computer	0.1	+6%		
22560	Waveform Computer	0.032			+1,063%
22561	Precision Processor	0.142		+1,284%	
22562	Overclocked Computer	0.1	+6%		
22563	Precision Probe	0.499			+1,997%
22564	Overclocked Analysis Unit	0.299			+1,597%
22565	Waveform Scope	0.052			+1,104%
22566	Precision Probe	0.008		+1,015%	
22567	Low-Heat Siphon	0.005		+1,010%	
22568	Analog Sweep Ray	0.242	+7%		+1,084%
22569	Analog Computer	0.422		+1,844%	
22570	Analog Processor	0.27		+1,540%	
22571	Waveform Computer	0.471		+1,942%	
22572	Low-Heat Computer	0.1	+6%		
22573	Low-Heat Processor	0.03		+1,060%	
22574	Overclocked Scope	0.011			+1,022%
22575	Analog Sweep Ray	0.071			+1,142%
22576	Waveform Detector	0.417		+1,833%	
22577	Waveform Computer	0.4	+9%		
22578	Analog Prediction Unit	0.4	+9%		
22579	Low-Heat Sweep Ray	0.1	+6%		
22580	Analog Probe	0.424	+9%	+1,048%	
22581	Low-Heat Probe	0.199		+1,398%	
22582	Analog Analysis Unit	0.1	+6%		
22583	Waveform Analysis Unit	0.3	+8%		
22584	Low-Heat Analysis Unit	0.308		+1,616%	
22585	Analog Probe	0.022			+1,043%
22586	Waveform Scope	0.1	+6%		
22587	Low-Heat Visualiser	0.1	+6%		
22588	Analog Detector	0.5	+10%		
22589	Low-Heat Processor	0.028			+1,055%
22590	Low-Heat Processor	0.255			+1,510%
22591	Waveform Prediction Unit	0.372		+1,743%	
22592	Low-Heat Analysis Unit	0.401		+1,801%	
22593	Waveform Siphon	0.152			+1,303%
22594	Waveform Detector	0.398			+1,796%
22595	Low-Heat Scope	0.1	+6%		
22596	Overclocked Probe	0.104		+1,207%	
22597	Precision Prediction Unit	0.027		+1,053%	
22598	Analog Siphon	0.4	+9%		
22599	Precision Analysis Unit	0.011		+1,021%	
22600	Waveform Siphon	0.089			+1,178%
22601	Precision Processor	0.2	+7%		
22602	Low-Heat Siphon	0.114		+1,227%	
22603	Precision Prediction Unit	0.006		+1,012%	
22604	Waveform Prediction Unit	0.013			+1,025%
22605	Analog Analysis Unit	0.004			+1,007%
22606	Overclocked Computer	0.337		+1,673%	
22607	Waveform Visualiser	0.059		+1,117%	
22608	Low-Heat Visualiser	0.204			+1,407%
22609	Overclocked Sweep Ray	0.269		+1,537%	
22610	Precision Sweep Ray	0.083		+1,166%	
22611	Overclocked Analysis Unit	0.387			+1,773%
22612	Overclocked Detector	0.4	+9%		
22613	Waveform Scope	0.137		+1,203%	+1,070%
22614	Waveform Processor	0.2	+7%		
22615	Waveform Processor	0.27			+1,540%
22616	Analog Detector	0.473		+1,946%	
22617	Low-Heat Processor	0.047			+1,093%
22618	Overclocked Scope	0.213		+1,425%	
22619	Overclocked Probe	0.371	+8%	+1,141%	
22620	Precision Scope	0.4	+9%		
22621	Low-Heat Scope	0.03			+1,060%
22622	Low-Heat Scope	0.0		+1,000%	
22623	Analog Prediction Unit	0.1	+6%		
22624	Overclocked Probe	0.066		+1,132%	
22625	Low-Heat Prediction Unit	0.036		+1,071%	
22626	Precision Sweep Ray	0.3	+8%		
22627	Low-Heat Analysis Unit	0.1	+6%		
22628	Overclocked Computer	0.0			+1,000%
22629	Waveform Scope	0.1	+6%		
22630	Overclocked Scope	0.169		+1,338%	
22631	Low-Heat Computer	0.1	+6%		
22632	Waveform Detector	0.1	+6%		
22633	Low-Heat Siphon	0.452		+1,167%	+1,736%
22634	Waveform Sweep Ray	0.019		+1,038%	
22635	Waveform Siphon	0.004		+1,008%	
22636	Analog Siphon	0.404	+9%		+1,008%
22637	Analog Visualiser	0.248		+1,495%	
22638	Waveform Computer	0.074			+1,147%
22639	Analog Siphon	0.281		+1,561%	
22640	Overclocked Visualiser	0.001			+1,001%
22641	Analog Sweep Ray	0.099		+1,197%	
22642	Precision Processor	0.455			+1,910%
22643	Analog Sweep Ray	0.1	+6%		
22644	Low-Heat Computer	0.248			+1,495%
22645	Low-Heat Siphon	0.068			+1,136%
22646	Waveform Processor	0.1	+6%		
22647	Overclocked Computer	0.1	+6%		
22648	Low-Heat Detector	0.031			+1,061%
22649	Overclocked Computer	0.4	+9%		
22650	Overclocked Scope	0.5	+10%		
22651	Low-Heat Probe	0.108			+1,216%
22652	Waveform Computer	0.421		+1,841%	
22653	Low-Heat Detector	0.378		+1,755%	
22654	Analog Probe	0.156			+1,312%
22655	Low-Heat Detector	0.01		+1,020%	
22656	Analog Computer	0.138			+1,276%
22657	Waveform Computer	0.003			+1,005%
22658	Low-Heat Computer	0.199		+1,015%	+1,382%
22659	Low-Heat Computer	0.443		+1,620%	+1,266%
22660	Analog Computer	0.077		+1,000%	+1,154%
22661	Waveform Scope	0.191		+1,381%	
22662	Low-Heat Detector	0.0			+1,000%
22663	Analog Analysis Unit	0.1	+6%		
22664	Overclocked Siphon	0.4	+9%		
22665	Analog Prediction Unit	0.267		+1,534%	
22666	Analog Processor	0.024			+1,047%
22667	Low-Heat Sweep Ray	0.3	+8%		
22668	Analog Detector	0.063		+1,126%	
22669	Overclocked Computer	0.321			+1,641%
22670	Precision Processor	0.032			+1,064%
22671	Overclocked Visualiser	0.0		+1,000%	
22672	Precision Computer	0.175			+1,349%
22673	Analog Processor	0.157	+6%	+1,113%	
22674	Waveform Probe	0.405			+1,809%
22675	Low-Heat Siphon	0.016			+1,032%
22676	Overclocked Visualiser	0.5	+10%		
22677	Overclocked Prediction Unit	0.431		+1,862%	
22678	Low-Heat Computer	0.138			+1,275%
22679	Low-Heat Scope	0.2	+7%		
22680	Analog Computer	0.087		+1,173%	
22681	Low-Heat Scope	0.203		+1,406%	
22682	Precision Computer	0.1	+6%		
22683	Precision Computer	0.656	+10%		+1,312%
22684	Overclocked Probe	0.073			+1,146%
22685	Precision Detector	0.0			+1,000%
22686	Overclocked Prediction Unit	0.632	+9%	+1,463%	
22687	Waveform Visualiser	0.161	+6%	+1,122%	
22688	Waveform Scope	0.368			+1,736%
22689	Precision Detector	0.2	+7%		
22690	Waveform Prediction Unit	0.2	+7%		
22691	Overclocked Prediction Unit	0.3	+8%		
22692	Analog Analysis Unit	0.5	+10%		
22693	Overclocked Siphon	0.18	+6%		+1,160%
22694	Low-Heat Scope	0.246			+1,492%
22695	Overclocked Computer	0.302			+1,603%
22696	Precision Sweep Ray	0.268		+1,535%	
22697	Precision Analysis Unit	0.476		+1,946%	+1,005%
22698	Waveform Prediction Unit	0.5	+10%		
22699	Low-Heat Processor	0.1	+6%		
22700	Overclocked Analysis Unit	0.148		+1,295%	
22701	Overclocked Prediction Unit	0.01			+1,020%
22702	Low-Heat Processor	0.057		+1,114%	
22703	Precision Detector	0.5	+10%		
22704	Overclocked Analysis Unit	0.492	+6%	+1,784%	
22705	Low-Heat Siphon	0.021		+1,042%	
22706	Precision Visualiser	0.147		+1,294%	
22707	Low-Heat Detector	0.202	+6%	+1,203%	
22708	Overclocked Computer	0.185		+1,369%	
22709	Analog Detector	0.08		+1,160%	
22710	Waveform Prediction Unit	0.5	+10%		
22711	Waveform Sweep Ray	0.2	+7%		
22712	Waveform Sweep Ray	0.367		+1,734%	
22713	Waveform Analysis Unit	0.2	+7%		
22714	Precision Detector	0.185	+6%	+1,169%	
22715	Overclocked Siphon	0.1	+6%		
22716	Low-Heat Visualiser	0.036			+1,072%
22717	Overclocked Visualiser	0.469			+1,937%
22718	Low-Heat Probe	0.312		+1,624%	
22719	Waveform Scope	0.4	+9%		
22720	Low-Heat Processor	0.082			+1,163%
22721	Overclocked Analysis Unit	0.066			+1,132%
22722	Overclocked Sweep Ray	0.143		+1,286%	
22723	Low-Heat Computer	0.1	+6%		
22724	Analog Visualiser	0.218			+1,435%
22725	Overclocked Scope	0.1	+6%		
22726	Precision Scope	0.026			+1,052%
22727	Overclocked Scope	0.079		+1,157%	
22728	Analog Siphon	0.379			+1,758%
22729	Precision Processor	0.76	+9%	+1,720%	
22730	Precision Prediction Unit	0.408		+1,815%	
22731	Waveform Analysis Unit	0.139			+1,278%
22732	Waveform Scope	0.5	+10%		
22733	Low-Heat Visualiser	0.262			+1,524%
22734	Overclocked Prediction Unit	0.056		+1,112%	
22735	Waveform Probe	0.1	+6%		
22736	Low-Heat Prediction Unit	0.004		+1,008%	
22737	Waveform Processor	0.416		+1,832%	
22738	Low-Heat Probe	0.1	+6%		
22739	Low-Heat Detector	0.016		+1,031%	
22740	Low-Heat Prediction Unit	0.1	+6%		
22741	Waveform Siphon	0.001			+1,001%
22742	Low-Heat Siphon	0.331			+1,661%
22743	Low-Heat Visualiser	0.303		+1,605%	
22744	Analog Analysis Unit	0.201	+7%		+1,001%
22745	Analog Analysis Unit	0.001		+1,001%	
22746	Analog Computer	0.121		+1,241%	
22747	Overclocked Analysis Unit	0.1	+6%		
22748	Waveform Detector	0.5	+10%		
22749	Low-Heat Processor	0.431		+1,862%	
22750	Waveform Detector	0.42		+1,840%	
22751	Analog Visualiser	0.202		+1,403%	
22752	Overclocked Siphon	0.1	+6%		
22753	Overclocked Computer	0.411		+1,821%	
22754	Analog Detector	0.017		+1,034%	
22755	Low-Heat Detector	0.1	+6%		
22756	Analog Scope	0.009		+1,018%	
22757	Analog Scope	0.5	+10%		
22758	Analog Scope	0.299	+6%	+1,397%	
22759	Precision Probe	0.1	+6%		
22760	Overclocked Prediction Unit	0.443		+1,886%	
22761	Analog Visualiser	0.447			+1,894%
22762	Low-Heat Detector	0.007		+1,014%	
22763	Waveform Prediction Unit	0.096		+1,191%	
22764	Overclocked Probe	0.5	+10%		
22765	Overclocked Processor	0.017			+1,033%
22766	Waveform Visualiser	0.168		+1,335%	
22767	Overclocked Sweep Ray	0.364			+1,727%
22768	Waveform Siphon	0.3	+8%		
22769	Waveform Analysis Unit	0.058			+1,115%
22770	Low-Heat Analysis Unit	0.03			+1,060%
22771	Analog Probe	0.459			+1,917%
22772	Precision Analysis Unit	0.319		+1,638%	
22773	Low-Heat Analysis Unit	0.0		+1,000%	
22774	Low-Heat Analysis Unit	0.1	+6%		
22775	Precision Prediction Unit	0.005		+1,010%	
22776	Overclocked Siphon	0.199			+1,398%
22777	Precision Computer	0.153			+1,305%
22778	Precision Computer	0.048		+1,096%	
22779	Precision Visualiser	0.553	+6%	+1,905%	
22780	Analog Analysis Unit	0.048			+1,095%
22781	Precision Visualiser	0.103		+1,205%	
22782	Analog Analysis Unit	0.1	+6%		
22783	Low-Heat Scope	0.411			+1,821%
22784	Precision Scope	0.274		+1,548%	
22785	Overclocked Sweep Ray	0.1	+6%		
22786	Waveform Probe	0.167	+6%		+1,133%
22787	Analog Processor	0.0			+1,000%
22788	Waveform Siphon	0.008			+1,016%
22789	Low-Heat Prediction Unit	0.057		+1,114%	
22790	Overclocked Scope	0.425		+1,849%	
22791	Analog Processor	0.1	+6%		
22792	Overclocked Scope	0.241			+1,481%
22793	Precision Visualiser	0.0		+1,000%	
22794	Analog Prediction Unit	0.115			+1,229%
22795	Overclocked Computer	0.319		+1,638%	
22796	Analog Detector	0.261	+6%	+1,321%	
22797	Low-Heat Scope	0.042			+1,084%
22798	Low-Heat Sweep Ray	0.574	+9%		+1,347%
22799	Low-Heat Scope	0.1	+6%		
22800	Analog Prediction Unit	0.1	+6%		
22801	Low-Heat Visualiser	0.146		+1,292%	
22802	Low-Heat Processor	0.013			+1,025%
22803	Precision Computer	0.351	+8%	+1,101%	
22804	Low-Heat Siphon	0.2	+7%		
22805	Waveform Siphon	0.111			+1,222%
22806	Waveform Probe	0.958	+10%	+1,915%	
22807	Overclocked Computer	0.563	+10%		+1,126%
22808	Overclocked Visualiser	0.394		+1,788%	
22809	Precision Visualiser	0.343			+1,685%
22810	Overclocked Scope	0.2	+7%		
22811	Precision Detector	0.019		+1,038%	
22812	Precision Computer	0.144			+1,288%
22813	Analog Sweep Ray	0.04		+1,080%	+1,000%
22814	Overclocked Prediction Unit	0.352		+1,704%	
22815	Waveform Computer	0.2	+7%		
22816	Low-Heat Processor	0.074		+1,147%	
22817	Low-Heat Processor	0.2	+7%		
22818	Waveform Visualiser	0.4	+9%		
22819	Precision Visualiser	0.4	+9%		
22820	Precision Sweep Ray	0.1	+6%		
22821	Waveform Probe	0.2	+7%		
22822	Low-Heat Prediction Unit	0.072			+1,143%
22823	Low-Heat Siphon	0.1	+6%		
22824	Analog Siphon	0.3	+8%		
22825	Overclocked Prediction Unit	0.003		+1,006%	
22826	Low-Heat Analysis Unit	0.487		+1,974%	
22827	Overclocked Processor	0.009			+1,018%
22828	Waveform Processor	0.025			+1,050%
22829	Low-Heat Visualiser	0.678	+10%		+1,355%
22830	Precision Siphon	0.1	+6%		
22831	Waveform Processor	0.2	+7%		
22832	Low-Heat Visualiser	0.124			+1,247%
22833	Overclocked Visualiser	0.453		+1,905%	
22834	Low-Heat Computer	0.149			+1,298%
22835	Low-Heat Analysis Unit	0.111		+1,222%	
22836	Analog Processor	0.181		+1,361%	
22837	Waveform Siphon	0.325	+8%	+1,049%	
22838	Waveform Siphon	0.1	+6%		
22839	Waveform Processor	0.454	+7%	+1,508%	
22840	Overclocked Sweep Ray	0.49		+1,979%	
22841	Low-Heat Computer	0.237		+1,474%	
22842	Analog Probe	0.1	+6%		
22843	Precision Probe	0.1	+6%		
22844	Overclocked Probe	0.112		+1,223%	
22845	Waveform Sweep Ray	0.316	+6%		+1,431%
22846	Waveform Siphon	0.5	+10%		
22847	Analog Probe	0.175		+1,350%	
22848	Overclocked Analysis Unit	0.001		+1,002%	
22849	Analog Prediction Unit	0.2	+7%		
22850	Overclocked Probe	0.002		+1,003%	
22851	Overclocked Scope	0.424		+1,847%	
22852	Precision Probe	0.5	+10%		
22853	Precision Computer	0.4	+9%		
22854	Waveform Siphon	0.466			+1,932%
22855	Low-Heat Probe	0.1	+6%		
22856	Analog Analysis Unit	0.167			+1,333%
22857	Overclocked Prediction Unit	0.125		+1,250%	
22858	Analog Sweep Ray	0.11			+1,219%
22859	Waveform Analysis Unit	0.001		+1,002%	
22860	Waveform Visualiser	0.152		+1,303%	
22861	Precision Detector	0.5	+10%		
22862	Waveform Processor	0.068			+1,136%
22863	Low-Heat Visualiser	0.1	+6%		
22864	Waveform Detector	0.241			+1,481%
22865	Low-Heat Computer	0.008			+1,015%
22866	Analog Detector	0.1	+6%	+1,000%	
22867	Overclocked Prediction Unit	0.144		+1,287%	
22868	Low-Heat Probe	0.1	+6%		
22869	Low-Heat Computer	0.4	+9%		
22870	Waveform Detector	0.312	+6%	+1,424%	
22871	Precision Processor	0.3	+8%		
22872	Precision Visualiser	0.475			+1,950%
22873	Low-Heat Siphon	0.351		+1,701%	
22874	Analog Detector	0.002		+1,003%	
22875	Low-Heat Probe	0.482		+1,963%	
22876	Overclocked Siphon	0.1	+6%		
22877	Waveform Scope	0.02			+1,039%
22878	Waveform Probe	0.125		+1,250%	
22879	Analog Prediction Unit	0.372			+1,743%
22880	Waveform Detector	0.721		+1,613%	+1,828%
22881	Low-Heat Scope	0.001		+1,002%	
22882	Analog Visualiser	0.084			+1,168%
22883	Analog Computer	0.239		+1,477%	
22884	Overclocked Probe	0.1	+6%		
22885	Low-Heat Processor	0.1	+6%		
22886	Waveform Sweep Ray	0.4	+9%		
22887	Precision Detector	0.015		+1,030%	
22888	Overclocked Prediction Unit	0.137			+1,274%
22889	Overclocked Computer	0.418		+1,835%	
22890	Analog Computer	0.16		+1,319%	
22891	Precision Prediction Unit	0.089		+1,178%	
22892	Low-Heat Analysis Unit	0.423			+1,846%
22893	Overclocked Visualiser	0.06			+1,119%
22894	Overclocked Sweep Ray	0.001			+1,002%
22895	Precision Visualiser	0.1	+6%		
22896	Waveform Processor	0.061		+1,121%	
22897	Precision Processor	0.453			+1,906%
22898	Precision Prediction Unit	0.15			+1,299%
22899	Low-Heat Scope	0.1	+6%		
22900	Precision Detector	0.004		+1,007%	
22901	Waveform Probe	0.001		+1,002%	
22902	Low-Heat Siphon	0.221		+1,442%	
22903	Overclocked Prediction Unit	0.1	+6%		
22904	Overclocked Processor	0.5	+10%		
22905	Precision Prediction Unit	0.1	+6%		
22906	Analog Computer	0.3	+8%		
22907	Analog Siphon	0.117		+1,233%	
22908	Precision Probe	0.016			+1,032%
22909	Precision Processor	0.391		+1,781%	
22910	Overclocked Detector	0.006		+1,012%	
22911	Low-Heat Computer	0.198			+1,395%
22912	Overclocked Scope	0.567	+10%	+1,133%	
22913	Low-Heat Detector	0.385		+1,770%	
22914	Overclocked Processor	0.055		+1,110%	
22915	Waveform Visualiser	0.036			+1,071%
22916	Analog Processor	0.1	+6%		
22917	Precision Prediction Unit	0.112			+1,224%
22918	Precision Sweep Ray	0.477		+1,953%	
22919	Waveform Scope	0.441			+1,882%
22920	Overclocked Visualiser	0.08			+1,160%
22921	Low-Heat Detector	0.2	+7%		
22922	Analog Scope	0.5	+10%		
22923	Waveform Processor	0.303			+1,606%
22924	Analog Visualiser	0.006			+1,011%
22925	Waveform Sweep Ray	0.524	+6%		+1,848%
22926	Waveform Probe	0.4	+9%		
22927	Overclocked Prediction Unit	0.077			+1,154%
22928	Analog Processor	0.08			+1,159%
22929	Precision Computer	0.2	+7%		
22930	Analog Scope	0.198			+1,395%
22931	Waveform Visualiser	0.4	+9%		
22932	Waveform Computer	0.1	+6%		
22933	Overclocked Computer	0.216	+7%		+1,031%
22934	Low-Heat Prediction Unit	0.071		+1,141%	
22935	Precision Visualiser	0.1	+6%		
22936	Waveform Scope	0.0		+1,000%	
22937	Precision Prediction Unit	0.446			+1,892%
22938	Precision Detector	0.334			+1,667%
22939	Precision Processor	0.1	+6%		
22940	Analog Analysis Unit	0.3	+8%		+1,000%
22941	Low-Heat Processor	0.13		+1,259%	
22942	Overclocked Sweep Ray	0.2	+7%		
22943	Low-Heat Probe	0.1	+6%		
22944	Waveform Scope	0.4	+9%		
22945	Overclocked Siphon	0.679		+1,967%	+1,389%
22946	Precision Detector	0.1	+6%		
22947	Low-Heat Prediction Unit	0.4	+9%		
22948	Waveform Siphon	0.1	+6%		
22949	Precision Siphon	0.002			+1,004%
22950	Overclocked Processor	0.27			+1,540%
22951	Waveform Siphon	0.074		+1,147%	
22952	Analog Computer	0.4	+9%		
22953	Overclocked Prediction Unit	0.1	+6%		
22954	Waveform Probe	0.454	+9%		+1,108%
22955	Waveform Processor	0.479		+1,957%	
22956	Overclocked Probe	0.186		+1,371%	
22957	Precision Scope	0.042		+1,084%	
22958	Precision Siphon	0.218			+1,436%
22959	Overclocked Scope	0.001		+1,001%	
22960	Overclocked Prediction Unit	0.016			+1,031%
22961	Precision Analysis Unit	0.177			+1,353%
22962	Analog Probe	0.1	+6%		
22963	Waveform Visualiser	0.306		+1,611%	
22964	Precision Scope	0.639	+10%	+1,278%	
22965	Analog Probe	0.2	+7%		
22966	Waveform Analysis Unit	0.334	+8%		+1,067%
22967	Low-Heat Computer	0.357			+1,713%
22968	Analog Analysis Unit	0.1	+6%		
22969	Overclocked Detector	0.059		+1,117%	
22970	Analog Sweep Ray	0.1	+6%		
22971	Overclocked Analysis Unit	0.5	+10%		
22972	Precision Siphon	0.014			+1,028%
22973	Waveform Scope	0.193		+1,385%	
22974	Precision Sweep Ray	0.1	+6%		
22975	Precision Processor	0.036			+1,072%
22976	Overclocked Analysis Unit	0.521		+1,701%	+1,340%
22977	Precision Probe	0.494			+1,987%
22978	Overclocked Processor	0.205			+1,409%
22979	Overclocked Prediction Unit	0.596		+1,976%	+1,214%
22980	Low-Heat Sweep Ray	0.001			+1,002%
22981	Overclocked Processor	0.011			+1,021%
22982	Waveform Scope	0.2	+7%		
22983	Analog Scope	0.359			+1,717%
22984	Waveform Siphon	0.179		+1,357%	
22985	Analog Scope	0.447		+1,893%	
22986	Overclocked Prediction Unit	0.211			+1,422%
22987	Analog Computer	0.195		+1,390%	
22988	Overclocked Visualiser	0.059		+1,118%	
22989	Analog Prediction Unit	0.125		+1,249%	
22990	Precision Probe	0.1	+6%		
22991	Precision Scope	0.421			+1,842%
22992	Precision Visualiser	0.3	+8%		
22993	Analog Processor	0.27		+1,540%	
22994	Low-Heat Detector	0.186		+1,371%	
22995	Waveform Sweep Ray	0.046			+1,091%
22996	Overclocked Sweep Ray	0.52	+7%		+1,640%
22997	Low-Heat Visualiser	0.204		+1,408%	
22998	Precision Detector	0.3	+8%		
22999	Low-Heat Prediction Unit	0.163		+1,326%	
23000	Overclocked Probe	0.4			+1,800%
23001	Overclocked Prediction Unit	0.496	+6%		+1,791%
23002	Precision Sweep Ray	0.018		+1,035%	
23003	Low-Heat Computer	0.388			+1,776%
23004	Precision Computer	0.475			+1,949%
23005	Waveform Detector	0.3	+8%		
23006	Low-Heat Analysis Unit	0.146			+1,291%
23007	Precision Probe	0.327			+1,653%
23008	Low-Heat Siphon	0.095			+1,189%
23009	Waveform Prediction Unit	0.086		+1,172%	
23010	Overclocked Processor	0.401			+1,801%
23011	Low-Heat Analysis Unit	0.5	+10%		
23012	Overclocked Computer	0.024		+1,047%	
23013	Waveform Analysis Unit	0.419			+1,837%
23014	Precision Visualiser	0.4	+9%		
23015	Low-Heat Detector	0.48			+1,960%
23016	Overclocked Scope	0.1	+6%		
23017	Overclocked Siphon	0.158	+6%		+1,115%
23018	Low-Heat Prediction Unit	0.124	+6%		+1,047%
23019	Waveform Visualiser	0.1	+6%		
23020	Waveform Siphon	0.218		+1,094%	+1,341%
23021	Precision Prediction Unit	0.009			+1,018%
23022	Precision Computer	0.1	+6%		
23023	Low-Heat Visualiser	0.0			+1,000%
23024	Overclocked Prediction Unit	0.3	+8%		
23025	Overclocked Probe	0.259			+1,518%
23026	Precision Siphon	0.2	+7%		
23027	Waveform Processor	0.061		+1,121%	
23028	Overclocked Prediction Unit	0.248		+1,495%	
23029	Waveform Sweep Ray	0.362			+1,723%
23030	Overclocked Scope	0.004			+1,008%
23031	Analog Siphon	0.248			+1,496%
23032	Overclocked Probe	0.076		+1,152%	
23033	Waveform Siphon	0.5	+10%		
23034	Overclocked Scope	0.4	+9%		
23035	Waveform Detector	0.004			+1,007%
23036	Precision Computer	0.464		+1,927%	
23037	Precision Processor	0.123			+1,245%
