sep=,
Seed,Name,Perfection,Vehicle_GunDamage,Vehicle_GunRate
26148,Reinforced Sonar Array,1.0,,+3%
26149,Efficient Saline Beam,0.5,,+2%
26150,Reinforced Sonic Batteries,0.0,+1%,
26151,Well-Made Saline Beam,0.5,,+2%
26152,Efficient Power Array,0.5,+2%,
26153,Uncorroded Liquid Ignitors,0.0,+1%,
26154,Well-Made Purifier Unit,0.5,+2%,
26155,Well-Made Sonic Batteries,0.5,,+2%
26156,Efficient Pressure Nozzle,0.0,+1%,
26157,Reinforced Sonic Batteries,0.0,+1%,
26158,Efficient Lux Stabiliser,0.5,,+2%
26159,Uncorroded Pressure Nozzle,0.5,+2%,
26160,Efficient Liquid Ignitors,0.0,+1%,
26161,Well-Made Sonic Batteries,0.0,+1%,
26162,Uncorroded Liquid Ignitors,0.5,+2%,
26163,Uncorroded Lux Stabiliser,0.5,,+2%
26164,Reinforced Power Array,0.5,,+2%
26165,Uncorroded Sonic Batteries,0.5,+2%,
26166,Re-sealed Hyperthermal Pump,0.5,+2%,
26167,Re-sealed Saline Beam,0.0,+1%,
26168,Re-sealed Purifier Unit,0.0,+1%,
26169,Efficient Hyperthermal Pump,1.0,,+3%
26170,Re-sealed Purifier Unit,0.5,,+2%
26171,Reinforced Ion Coils,0.5,+2%,
26172,Efficient Pressure Nozzle,0.0,+1%,
26173,Efficient Sonic Batteries,1.0,+3%,
26174,Well-Made Power Array,0.5,,+2%
26175,Uncorroded Lux Stabiliser,0.5,,+2%
26176,Well-Made Power Array,0.5,,+2%
26177,Efficient Power Array,0.5,,+2%
26178,Uncorroded Ion Coils,0.5,,+2%
26179,Uncorroded Saline Beam,0.5,+2%,
26180,Uncorroded Sonar Array,0.5,,+2%
26181,Well-Made Sonar Array,0.5,,+2%
26182,Re-sealed Power Array,0.5,+2%,
26183,Re-sealed Power Array,0.0,+1%,
26184,Efficient Lux Stabiliser,1.0,,+3%
26185,Reinforced Sonic Batteries,1.0,+3%,
26186,Re-sealed Saline Beam,1.0,,+3%
26187,Re-sealed Saline Beam,0.5,,+2%
26188,Efficient Pressure Nozzle,1.0,+3%,
26189,Reinforced Ion Coils,0.0,+1%,
26190,Reinforced Pressure Nozzle,0.0,+1%,
26191,Reinforced Sonar Array,0.0,+1%,
26192,Efficient Pressure Nozzle,0.0,+1%,
26193,Reinforced Purifier Unit,0.5,+2%,
26194,Uncorroded Sonar Array,0.5,,+2%
26195,Reinforced Hyperthermal Pump,0.0,+1%,
26196,Uncorroded Lux Stabiliser,0.5,,+2%
26197,Uncorroded Hyperthermal Pump,1.0,,+3%
26198,Efficient Lux Stabiliser,1.0,+3%,
26199,Uncorroded Saline Beam,0.5,,+2%
26200,Well-Made Sonic Batteries,0.5,,+2%
26201,Uncorroded Ion Coils,0.0,+1%,
26202,Well-Made Ion Coils,0.5,+2%,
26203,Well-Made Sonar Array,1.0,,+3%
26204,Re-sealed Power Array,0.5,,+2%
26205,Efficient Ion Coils,0.0,+1%,
26206,Well-Made Sonic Batteries,1.0,,+3%
26207,Re-sealed Sonar Array,0.5,,+2%
26208,Efficient Hyperthermal Pump,0.5,,+2%
26209,Reinforced Saline Beam,0.0,+1%,
26210,Reinforced Ion Coils,0.5,,+2%
26211,Re-sealed Saline Beam,0.5,,+2%
26212,Uncorroded Sonar Array,0.5,+2%,
26213,Efficient Power Array,0.0,+1%,
26214,Reinforced Lux Stabiliser,0.5,+2%,
26215,Re-sealed Liquid Ignitors,0.0,+1%,
26216,Re-sealed Liquid Ignitors,0.5,,+2%
26217,Re-sealed Liquid Ignitors,0.0,+1%,
26218,Re-sealed Saline Beam,0.0,,+1%
26219,Reinforced Sonic Batteries,0.0,+1%,
26220,Uncorroded Saline Beam,0.0,+1%,
26221,Re-sealed Lux Stabiliser,0.0,+1%,
26222,Re-sealed Purifier Unit,0.0,+1%,
26223,Efficient Sonic Batteries,0.0,+1%,
26224,Well-Made Saline Beam,0.0,+1%,
26225,Efficient Sonic Batteries,0.0,+1%,
26226,Efficient Sonic Batteries,0.5,+2%,
26227,Reinforced Sonic Batteries,0.0,+1%,
26228,Efficient Power Array,0.0,+1%,
26229,Uncorroded Sonic Batteries,0.5,,+2%
26230,Efficient Hyperthermal Pump,0.5,+2%,
26231,Efficient Saline Beam,0.5,,+2%
26232,Uncorroded Sonar Array,0.5,,+2%
26233,Well-Made Hyperthermal Pump,0.0,+1%,
26234,Well-Made Hyperthermal Pump,0.5,,+2%
26235,Re-sealed Hyperthermal Pump,0.5,,+2%
26236,Efficient Lux Stabiliser,0.5,+2%,
26237,Efficient Purifier Unit,0.5,,+2%
26238,Efficient Pressure Nozzle,0.5,+2%,
26239,Reinforced Saline Beam,0.5,,+2%
26240,Re-sealed Hyperthermal Pump,0.5,+2%,
26241,Reinforced Liquid Ignitors,0.5,,+2%
26242,Re-sealed Purifier Unit,0.5,,+2%
26243,Reinforced Lux Stabiliser,0.5,,+2%
26244,Re-sealed Pressure Nozzle,0.5,,+2%
26245,Efficient Hyperthermal Pump,0.5,,+2%
26246,Uncorroded Liquid Ignitors,1.0,,+3%
26247,Well-Made Ion Coils,0.0,,+1%
26248,Re-sealed Sonic Batteries,0.0,+1%,
26249,Reinforced Sonic Batteries,0.0,+1%,
26250,Well-Made Ion Coils,0.5,+2%,
26251,Uncorroded Liquid Ignitors,0.5,,+2%
26252,Well-Made Power Array,0.5,,+2%
26253,Re-sealed Purifier Unit,0.5,,+2%
26254,Efficient Lux Stabiliser,0.5,,+2%
26255,Reinforced Saline Beam,0.5,,+2%
26256,Well-Made Pressure Nozzle,0.5,+2%,
26257,Re-sealed Saline Beam,0.0,+1%,
26258,Uncorroded Power Array,1.0,+3%,
26259,Well-Made Sonar Array,0.5,+2%,
26260,Efficient Lux Stabiliser,0.5,+2%,
26261,Reinforced Power Array,0.0,+1%,
26262,Well-Made Power Array,0.0,,+1%
26263,Uncorroded Ion Coils,0.0,+1%,
26264,Efficient Ion Coils,0.5,,+2%
26265,Efficient Pressure Nozzle,1.0,,+3%
26266,Re-sealed Lux Stabiliser,0.5,+2%,
26267,Uncorroded Pressure Nozzle,0.5,,+2%
26268,Uncorroded Purifier Unit,0.5,,+2%
26269,Re-sealed Sonic Batteries,0.5,,+2%
26270,Reinforced Ion Coils,0.5,+2%,
26271,Uncorroded Sonar Array,0.0,+1%,
26272,Reinforced Liquid Ignitors,0.0,+1%,
26273,Uncorroded Purifier Unit,0.0,+1%,
26274,Reinforced Ion Coils,0.5,+2%,
26275,Re-sealed Saline Beam,0.5,,+2%
26276,Reinforced Hyperthermal Pump,0.5,,+2%
26277,Well-Made Lux Stabiliser,1.0,,+3%
26278,Reinforced Liquid Ignitors,0.5,,+2%
26279,Re-sealed Sonic Batteries,1.0,+3%,
26280,Efficient Purifier Unit,0.5,,+2%
26281,Uncorroded Saline Beam,0.0,+1%,
26282,Well-Made Sonar Array,0.0,+1%,
26283,Re-sealed Purifier Unit,0.5,,+2%
26284,Reinforced Purifier Unit,0.5,,+2%
26285,Well-Made Liquid Ignitors,0.0,+1%,
26286,Re-sealed Purifier Unit,0.0,+1%,
26287,Efficient Lux Stabiliser,0.5,,+2%
26288,Uncorroded Sonic Batteries,0.5,,+2%
26289,Re-sealed Pressure Nozzle,0.5,+2%,
26290,Reinforced Power Array,0.0,+1%,
26291,Re-sealed Sonar Array,0.0,+1%,
26292,Re-sealed Sonic Batteries,1.0,,+3%
26293,Efficient Lux Stabiliser,0.5,+2%,
26294,Re-sealed Purifier Unit,0.5,+2%,
26295,Reinforced Sonic Batteries,0.5,,+2%
26296,Well-Made Lux Stabiliser,0.5,,+2%
26297,Efficient Sonic Batteries,0.5,,+2%
26298,Well-Made Lux Stabiliser,0.0,+1%,
26299,Re-sealed Pressure Nozzle,1.0,,+3%
26300,Well-Made Pressure Nozzle,1.0,,+3%
26301,Well-Made Hyperthermal Pump,0.5,,+2%
26302,Re-sealed Ion Coils,0.0,+1%,
26303,Reinforced Lux Stabiliser,0.5,,+2%
26304,Efficient Liquid Ignitors,1.0,,+3%
26305,Reinforced Liquid Ignitors,0.0,,+1%
26306,Reinforced Pressure Nozzle,0.5,,+2%
26307,Uncorroded Purifier Unit,1.0,,+3%
26308,Well-Made Pressure Nozzle,0.0,+1%,
26309,Well-Made Hyperthermal Pump,0.0,+1%,
26310,Well-Made Ion Coils,0.5,,+2%
26311,Reinforced Sonic Batteries,0.5,,+2%
26312,Well-Made Pressure Nozzle,0.0,,+1%
26313,Reinforced Purifier Unit,0.0,+1%,
26314,Reinforced Liquid Ignitors,0.5,,+2%
26315,Reinforced Lux Stabiliser,0.5,+2%,
26316,Re-sealed Ion Coils,0.5,,+2%
26317,Re-sealed Power Array,0.5,,+2%
26318,Well-Made Power Array,0.5,+2%,
26319,Efficient Pressure Nozzle,0.5,,+2%
26320,Uncorroded Ion Coils,0.0,+1%,
26321,Well-Made Hyperthermal Pump,0.5,,+2%
26322,Well-Made Power Array,0.5,,+2%
26323,Uncorroded Hyperthermal Pump,0.5,,+2%
26324,Uncorroded Purifier Unit,0.0,+1%,
26325,Uncorroded Sonic Batteries,0.5,+2%,
26326,Uncorroded Hyperthermal Pump,0.5,+2%,
26327,Re-sealed Lux Stabiliser,0.5,+2%,
26328,Efficient Saline Beam,0.5,,+2%
26329,Uncorroded Pressure Nozzle,0.5,,+2%
26330,Re-sealed Sonic Batteries,0.0,+1%,
26331,Uncorroded Power Array,0.5,+2%,
26332,Re-sealed Hyperthermal Pump,0.0,,+1%
26333,Efficient Sonic Batteries,0.5,,+2%
26334,Re-sealed Liquid Ignitors,0.0,+1%,
26335,Well-Made Power Array,0.0,+1%,
26336,Well-Made Lux Stabiliser,0.5,+2%,
26337,Uncorroded Power Array,0.5,,+2%
26338,Well-Made Liquid Ignitors,0.0,+1%,
26339,Well-Made Power Array,1.0,,+3%
26340,Well-Made Pressure Nozzle,0.5,,+2%
26341,Re-sealed Saline Beam,0.0,+1%,
26342,Uncorroded Sonic Batteries,0.5,,+2%
26343,Uncorroded Saline Beam,0.5,,+2%
26344,Efficient Purifier Unit,0.0,+1%,
26345,Well-Made Saline Beam,0.0,+1%,
26346,Reinforced Ion Coils,0.0,+1%,
26347,Reinforced Liquid Ignitors,0.5,+2%,
26348,Well-Made Liquid Ignitors,0.5,,+2%
26349,Uncorroded Hyperthermal Pump,0.0,+1%,
26350,Uncorroded Saline Beam,0.5,,+2%
26351,Reinforced Sonar Array,0.5,+2%,
26352,Well-Made Sonar Array,0.5,,+2%
26353,Reinforced Power Array,0.5,,+2%
26354,Well-Made Power Array,0.5,,+2%
26355,Reinforced Purifier Unit,0.5,,+2%
26356,Efficient Power Array,0.0,+1%,
26357,Re-sealed Power Array,0.0,+1%,
26358,Reinforced Purifier Unit,0.5,,+2%
26359,Uncorroded Hyperthermal Pump,0.5,,+2%
26360,Efficient Hyperthermal Pump,0.0,+1%,
26361,Reinforced Lux Stabiliser,0.5,+2%,
26362,Re-sealed Sonic Batteries,0.5,,+2%
26363,Reinforced Lux Stabiliser,0.5,,+2%
26364,Efficient Liquid Ignitors,0.5,,+2%
26365,Reinforced Sonar Array,0.0,+1%,
26366,Efficient Sonic Batteries,0.5,,+2%
26367,Well-Made Sonar Array,0.5,,+2%
26368,Re-sealed Purifier Unit,0.5,+2%,
26369,Uncorroded Ion Coils,0.5,+2%,
26370,Uncorroded Purifier Unit,0.0,+1%,
26371,Re-sealed Hyperthermal Pump,0.0,+1%,
26372,Efficient Lux Stabiliser,0.5,,+2%
26373,Uncorroded Liquid Ignitors,1.0,,+3%
26374,Uncorroded Liquid Ignitors,0.0,+1%,
26375,Uncorroded Sonar Array,0.0,+1%,
26376,Re-sealed Saline Beam,0.5,+2%,
26377,Uncorroded Sonic Batteries,0.5,,+2%
26378,Efficient Liquid Ignitors,0.5,,+2%
26379,Well-Made Sonic Batteries,0.0,+1%,
26380,Re-sealed Purifier Unit,0.5,,+2%
26381,Uncorroded Pressure Nozzle,0.5,,+2%
26382,Uncorroded Lux Stabiliser,0.0,+1%,
26383,Well-Made Liquid Ignitors,0.5,+2%,
26384,Re-sealed Lux Stabiliser,0.0,+1%,
26385,Reinforced Hyperthermal Pump,0.0,+1%,
26386,Efficient Pressure Nozzle,0.0,+1%,
26387,Uncorroded Power Array,0.5,,+2%
26388,Efficient Hyperthermal Pump,0.5,,+2%
26389,Uncorroded Purifier Unit,0.0,+1%,
26390,Reinforced Sonic Batteries,0.0,+1%,
26391,Re-sealed Ion Coils,0.5,+2%,
26392,Re-sealed Hyperthermal Pump,0.5,,+2%
26393,Reinforced Sonar Array,0.0,+1%,
26394,Well-Made Sonar Array,0.5,,+2%
26395,Re-sealed Hyperthermal Pump,1.0,+3%,
26396,Efficient Lux Stabiliser,0.5,,+2%
26397,Reinforced Pressure Nozzle,0.5,+2%,
26398,Uncorroded Ion Coils,0.5,+2%,
26399,Efficient Hyperthermal Pump,0.5,+2%,
26400,Well-Made Purifier Unit,0.5,+2%,
26401,Reinforced Lux Stabiliser,0.5,,+2%
26402,Reinforced Lux Stabiliser,0.0,+1%,
26403,Uncorroded Lux Stabiliser,0.5,,+2%
26404,Re-sealed Ion Coils,0.0,+1%,
26405,Reinforced Saline Beam,1.0,,+3%
26406,Reinforced Ion Coils,0.5,,+2%
26407,Reinforced Pressure Nozzle,0.5,,+2%
26408,Well-Made Lux Stabiliser,1.0,,+3%
26409,Uncorroded Lux Stabiliser,0.5,,+2%
26410,Well-Made Sonar Array,0.0,+1%,
26411,Efficient Sonar Array,0.5,,+2%
26412,Uncorroded Sonic Batteries,0.5,,+2%
26413,Reinforced Sonic Batteries,0.5,+2%,
26414,Uncorroded Pressure Nozzle,0.0,+1%,
26415,Re-sealed Liquid Ignitors,0.5,+2%,
26416,Efficient Ion Coils,1.0,,+3%
26417,Re-sealed Sonar Array,0.5,+2%,
26418,Well-Made Saline Beam,0.5,+2%,
26419,Uncorroded Sonar Array,0.5,+2%,
26420,Efficient Power Array,0.5,,+2%
26421,Reinforced Saline Beam,0.0,+1%,
26422,Re-sealed Pressure Nozzle,0.5,,+2%
26423,Re-sealed Power Array,0.0,+1%,
26424,Uncorroded Power Array,0.5,,+2%
26425,Reinforced Lux Stabiliser,0.5,,+2%
26426,Efficient Lux Stabiliser,0.5,,+2%
26427,Well-Made Purifier Unit,0.5,+2%,
26428,Well-Made Sonic Batteries,0.5,,+2%
26429,Re-sealed Saline Beam,0.0,+1%,
26430,Efficient Sonar Array,0.5,+2%,
26431,Re-sealed Saline Beam,0.0,+1%,
26432,Well-Made Liquid Ignitors,0.0,+1%,
26433,Reinforced Liquid Ignitors,0.0,+1%,
26434,Reinforced Sonar Array,0.5,,+2%
26435,Efficient Liquid Ignitors,0.5,,+2%
26436,Uncorroded Power Array,0.0,+1%,
26437,Re-sealed Sonar Array,1.0,,+3%
26438,Uncorroded Liquid Ignitors,0.0,+1%,
26439,Re-sealed Saline Beam,0.5,,+2%
26440,Re-sealed Saline Beam,0.5,+2%,
26441,Efficient Sonar Array,0.0,+1%,
26442,Uncorroded Power Array,1.0,,+3%
26443,Well-Made Ion Coils,0.5,,+2%
26444,Well-Made Pressure Nozzle,1.0,+3%,
26445,Reinforced Liquid Ignitors,0.5,,+2%
26446,Reinforced Power Array,0.5,,+2%
26447,Uncorroded Sonic Batteries,0.0,+1%,
26448,Well-Made Saline Beam,0.0,+1%,
26449,Well-Made Hyperthermal Pump,1.0,,+3%
26450,Reinforced Pressure Nozzle,0.5,,+2%
26451,Efficient Power Array,0.0,+1%,
26452,Uncorroded Purifier Unit,1.0,,+3%
26453,Reinforced Sonic Batteries,0.5,+2%,
26454,Well-Made Liquid Ignitors,0.5,,+2%
26455,Well-Made Ion Coils,0.5,,+2%
26456,Efficient Sonar Array,0.5,+2%,
26457,Efficient Power Array,0.5,+2%,
26458,Uncorroded Liquid Ignitors,0.0,+1%,
26459,Reinforced Hyperthermal Pump,0.5,,+2%
26460,Re-sealed Liquid Ignitors,0.0,+1%,
26461,Well-Made Pressure Nozzle,0.0,+1%,
26462,Re-sealed Saline Beam,0.0,,+1%
26463,Re-sealed Saline Beam,0.0,+1%,
26464,Well-Made Lux Stabiliser,0.0,+1%,
26465,Uncorroded Purifier Unit,0.5,+2%,
26466,Re-sealed Hyperthermal Pump,0.5,+2%,
26467,Uncorroded Sonic Batteries,1.0,,+3%
26468,Re-sealed Hyperthermal Pump,0.5,,+2%
26469,Reinforced Liquid Ignitors,0.5,,+2%
26470,Re-sealed Power Array,0.5,,+2%
26471,Reinforced Saline Beam,0.5,,+2%
26472,Well-Made Sonic Batteries,0.0,+1%,
26473,Well-Made Pressure Nozzle,0.5,+2%,
26474,Efficient Sonar Array,0.5,,+2%
26475,Reinforced Pressure Nozzle,0.5,+2%,
26476,Uncorroded Purifier Unit,0.0,+1%,
26477,Efficient Ion Coils,0.5,,+2%
26478,Efficient Pressure Nozzle,0.5,,+2%
26479,Well-Made Pressure Nozzle,0.5,+2%,
26480,Efficient Ion Coils,1.0,,+3%
26481,Well-Made Purifier Unit,0.5,,+2%
26482,Re-sealed Lux Stabiliser,0.5,,+2%
26483,Re-sealed Sonic Batteries,1.0,,+3%
26484,Efficient Pressure Nozzle,0.5,,+2%
26485,Re-sealed Power Array,0.0,+1%,
26486,Reinforced Ion Coils,0.5,,+2%
26487,Uncorroded Purifier Unit,0.5,+2%,
26488,Uncorroded Hyperthermal Pump,0.5,,+2%
26489,Efficient Purifier Unit,0.5,+2%,
26490,Well-Made Pressure Nozzle,0.5,+2%,
26491,Uncorroded Power Array,0.5,,+2%
26492,Efficient Sonic Batteries,0.0,+1%,
26493,Reinforced Liquid Ignitors,0.5,,+2%
26494,Re-sealed Liquid Ignitors,0.0,+1%,
26495,Re-sealed Ion Coils,0.5,,+2%
26496,Efficient Pressure Nozzle,0.5,+2%,
26497,Uncorroded Pressure Nozzle,0.0,+1%,
26498,Reinforced Liquid Ignitors,0.5,+2%,
26499,Reinforced Sonar Array,0.0,+1%,
26500,Reinforced Saline Beam,0.5,,+2%
26501,Efficient Saline Beam,0.5,,+2%
26502,Uncorroded Purifier Unit,0.0,+1%,
26503,Efficient Hyperthermal Pump,0.0,+1%,
26504,Uncorroded Hyperthermal Pump,0.0,+1%,
26505,Uncorroded Purifier Unit,0.0,+1%,
26506,Re-sealed Lux Stabiliser,0.5,+2%,
26507,Reinforced Purifier Unit,0.0,+1%,
26508,Reinforced Purifier Unit,0.5,,+2%
26509,Re-sealed Sonic Batteries,0.5,,+2%
26510,Reinforced Sonar Array,0.5,,+2%
26511,Uncorroded Purifier Unit,0.5,+2%,
26512,Well-Made Lux Stabiliser,0.5,+2%,
26513,Reinforced Sonar Array,0.5,,+2%
26514,Well-Made Ion Coils,0.5,+2%,
26515,Uncorroded Sonar Array,0.0,+1%,
26516,Re-sealed Sonic Batteries,0.0,+1%,
26517,Re-sealed Power Array,0.5,,+2%
26518,Efficient Saline Beam,0.5,+2%,
26519,Efficient Sonic Batteries,0.5,,+2%
26520,Uncorroded Purifier Unit,0.5,,+2%
26521,Reinforced Saline Beam,0.0,+1%,
26522,Well-Made Sonic Batteries,0.5,,+2%
26523,Reinforced Saline Beam,0.5,,+2%
26524,Well-Made Sonic Batteries,0.5,+2%,
26525,Reinforced Ion Coils,0.0,+1%,
26526,Uncorroded Pressure Nozzle,0.5,,+2%
26527,Efficient Liquid Ignitors,0.0,+1%,
26528,Reinforced Power Array,0.5,+2%,
26529,Well-Made Liquid Ignitors,0.5,+2%,
26530,Well-Made Lux Stabiliser,1.0,,+3%
26531,Re-sealed Lux Stabiliser,0.0,+1%,
26532,Efficient Sonar Array,0.5,+2%,
26533,Efficient Power Array,0.5,,+2%
26534,Efficient Purifier Unit,0.5,,+2%
26535,Reinforced Purifier Unit,0.5,+2%,
26536,Efficient Hyperthermal Pump,0.0,+1%,
26537,Uncorroded Hyperthermal Pump,1.0,+3%,
26538,Well-Made Lux Stabiliser,0.0,+1%,
26539,Reinforced Sonic Batteries,0.0,+1%,
26540,Well-Made Sonar Array,0.0,+1%,
26541,Well-Made Sonic Batteries,0.0,+1%,
26542,Reinforced Lux Stabiliser,0.0,+1%,
26543,Uncorroded Lux Stabiliser,1.0,,+3%
26544,Well-Made Ion Coils,0.5,,+2%
26545,Uncorroded Ion Coils,0.5,,+2%
26546,Uncorroded Hyperthermal Pump,0.5,,+2%
26547,Uncorroded Hyperthermal Pump,0.5,,+2%
26548,Re-sealed Saline Beam,0.5,,+2%
26549,Reinforced Hyperthermal Pump,0.0,+1%,
26550,Efficient Ion Coils,0.5,,+2%
26551,Reinforced Sonic Batteries,0.5,,+2%
26552,Efficient Lux Stabiliser,0.5,,+2%
26553,Well-Made Sonic Batteries,0.5,,+2%
26554,Re-sealed Saline Beam,0.5,,+2%
26555,Reinforced Sonic Batteries,0.5,,+2%
26556,Re-sealed Saline Beam,1.0,,+3%
26557,Efficient Pressure Nozzle,1.0,,+3%
26558,Re-sealed Hyperthermal Pump,0.0,+1%,
26559,Well-Made Sonar Array,0.5,,+2%
26560,Well-Made Ion Coils,0.5,+2%,
26561,Re-sealed Saline Beam,0.0,+1%,
26562,Reinforced Liquid Ignitors,0.5,,+2%
26563,Re-sealed Sonar Array,0.5,,+2%
26564,Reinforced Saline Beam,0.0,+1%,
26565,Uncorroded Power Array,0.0,+1%,
26566,Efficient Power Array,1.0,,+3%
26567,Uncorroded Ion Coils,0.5,,+2%
26568,Uncorroded Hyperthermal Pump,0.0,+1%,
26569,Reinforced Sonar Array,0.5,,+2%
26570,Efficient Pressure Nozzle,0.5,,+2%
26571,Reinforced Hyperthermal Pump,0.5,+2%,
26572,Well-Made Saline Beam,0.5,+2%,
26573,Re-sealed Lux Stabiliser,0.5,,+2%
26574,Re-sealed Sonic Batteries,0.5,+2%,
26575,Well-Made Hyperthermal Pump,0.5,,+2%
26576,Well-Made Saline Beam,0.5,+2%,
26577,Efficient Purifier Unit,0.5,,+2%
26578,Reinforced Ion Coils,0.5,,+2%
26579,Reinforced Pressure Nozzle,0.5,,+2%
26580,Uncorroded Sonar Array,0.5,,+2%
26581,Re-sealed Pressure Nozzle,0.0,+1%,
26582,Uncorroded Power Array,0.5,,+2%
26583,Re-sealed Saline Beam,0.0,+1%,
26584,Efficient Purifier Unit,0.5,+2%,
26585,Uncorroded Power Array,0.5,,+2%
26586,Efficient Saline Beam,0.5,+2%,
26587,Reinforced Lux Stabiliser,0.0,+1%,
26588,Reinforced Saline Beam,1.0,+3%,
26589,Reinforced Saline Beam,0.5,,+2%
26590,Re-sealed Purifier Unit,1.0,,+3%
26591,Efficient Liquid Ignitors,0.5,+2%,
26592,Reinforced Pressure Nozzle,1.0,,+3%
26593,Reinforced Liquid Ignitors,1.0,+3%,
26594,Well-Made Ion Coils,0.0,+1%,
26595,Reinforced Purifier Unit,0.0,+1%,
26596,Re-sealed Sonic Batteries,1.0,,+3%
26597,Efficient Liquid Ignitors,0.5,+2%,
26598,Well-Made Ion Coils,0.5,+2%,
26599,Reinforced Power Array,0.5,,+2%
26600,Re-sealed Power Array,0.0,+1%,
26601,Uncorroded Ion Coils,0.0,+1%,
26602,Well-Made Saline Beam,0.5,+2%,
26603,Efficient Sonic Batteries,1.0,,+3%
26604,Efficient Power Array,0.5,,+2%
26605,Well-Made Hyperthermal Pump,0.5,,+2%
26606,Efficient Purifier Unit,0.0,+1%,
26607,Reinforced Pressure Nozzle,0.5,+2%,
26608,Uncorroded Ion Coils,0.5,+2%,
26609,Efficient Sonic Batteries,0.5,,+2%
26610,Efficient Saline Beam,0.5,,+2%
26611,Re-sealed Ion Coils,0.0,+1%,
26612,Well-Made Sonic Batteries,0.5,,+2%
26613,Uncorroded Saline Beam,0.5,,+2%
26614,Uncorroded Liquid Ignitors,1.0,,+3%
26615,Well-Made Liquid Ignitors,0.5,,+2%
26616,Well-Made Ion Coils,0.5,+2%,
26617,Well-Made Liquid Ignitors,0.5,,+2%
26618,Well-Made Ion Coils,1.0,,+3%
26619,Reinforced Lux Stabiliser,0.5,+2%,
26620,Efficient Pressure Nozzle,0.0,+1%,
26621,Well-Made Purifier Unit,1.0,,+3%
26622,Uncorroded Power Array,0.5,,+2%
26623,Re-sealed Saline Beam,0.5,,+2%
26624,Well-Made Sonic Batteries,0.5,+2%,
26625,Uncorroded Purifier Unit,0.0,+1%,
26626,Re-sealed Sonic Batteries,0.5,,+2%
26627,Reinforced Power Array,0.5,,+2%
26628,Re-sealed Sonic Batteries,0.5,+2%,
26629,Re-sealed Power Array,0.0,+1%,
26630,Well-Made Hyperthermal Pump,0.5,+2%,
26631,Efficient Sonic Batteries,1.0,+3%,
26632,Uncorroded Purifier Unit,0.5,,+2%
26633,Reinforced Lux Stabiliser,0.0,,+1%
26634,Uncorroded Lux Stabiliser,0.5,,+2%
26635,Re-sealed Sonic Batteries,0.5,,+2%
26636,Efficient Purifier Unit,0.5,,+2%
26637,Uncorroded Hyperthermal Pump,0.5,+2%,
26638,Reinforced Sonar Array,0.0,+1%,
26639,Efficient Saline Beam,0.5,+2%,
26640,Well-Made Lux Stabiliser,1.0,,+3%
26641,Reinforced Liquid Ignitors,0.0,+1%,
26642,Reinforced Hyperthermal Pump,0.5,,+2%
26643,Uncorroded Lux Stabiliser,0.0,+1%,
26644,Uncorroded Sonic Batteries,0.5,+2%,
26645,Well-Made Liquid Ignitors,0.0,+1%,
26646,Re-sealed Sonar Array,0.5,+2%,
26647,Uncorroded Power Array,0.0,+1%,
26648,Re-sealed Sonic Batteries,0.0,+1%,
26649,Well-Made Purifier Unit,0.5,,+2%
26650,Efficient Sonar Array,0.0,+1%,
26651,Uncorroded Sonic Batteries,0.0,+1%,
26652,Uncorroded Pressure Nozzle,0.0,+1%,
26653,Reinforced Sonic Batteries,0.5,+2%,
26654,Reinforced Saline Beam,0.5,+2%,
26655,Uncorroded Liquid Ignitors,0.5,,+2%
26656,Uncorroded Saline Beam,0.0,+1%,
26657,Efficient Ion Coils,0.5,,+2%
26658,Well-Made Purifier Unit,0.5,+2%,
26659,Uncorroded Ion Coils,0.5,,+2%
26660,Uncorroded Liquid Ignitors,0.5,,+2%
26661,Re-sealed Saline Beam,1.0,,+3%
26662,Re-sealed Sonar Array,0.5,,+2%
26663,Uncorroded Hyperthermal Pump,0.5,,+2%
26664,Well-Made Saline Beam,0.5,+2%,
26665,Uncorroded Lux Stabiliser,0.5,,+2%
26666,Uncorroded Liquid Ignitors,0.5,+2%,
26667,Reinforced Sonic Batteries,0.5,+2%,
26668,Re-sealed Ion Coils,0.5,+2%,
26669,Well-Made Sonar Array,0.5,,+2%
26670,Efficient Power Array,0.0,+1%,
26671,Uncorroded Liquid Ignitors,1.0,,+3%
26672,Uncorroded Pressure Nozzle,0.5,+2%,
26673,Uncorroded Ion Coils,1.0,,+3%
26674,Efficient Lux Stabiliser,0.0,+1%,
26675,Uncorroded Hyperthermal Pump,0.5,,+2%
26676,Well-Made Hyperthermal Pump,0.5,,+2%
26677,Well-Made Liquid Ignitors,0.5,,+2%
26678,Uncorroded Sonar Array,0.5,+2%,
26679,Uncorroded Ion Coils,0.5,,+2%
26680,Efficient Hyperthermal Pump,0.0,+1%,
26681,Well-Made Power Array,0.0,+1%,
26682,Reinforced Ion Coils,1.0,,+3%
26683,Re-sealed Pressure Nozzle,0.5,,+2%
26684,Re-sealed Liquid Ignitors,0.5,+2%,
26685,Uncorroded Ion Coils,0.5,,+2%
26686,Reinforced Sonar Array,0.5,,+2%
26687,Efficient Ion Coils,0.5,,+2%
26688,Uncorroded Lux Stabiliser,0.0,,+1%
26689,Re-sealed Liquid Ignitors,0.0,+1%,
26690,Re-sealed Lux Stabiliser,1.0,,+3%
26691,Well-Made Sonic Batteries,0.5,+2%,
