sep=,
Seed,Name,Perfection,Vehicle_GunDamage,Vehicle_GunHeatTime,Vehicle_GunRate
2630,Reinforced Injectors,0.25,,,+2%
2631,Copper Stabiliser,0.25,+2%,,
2632,Well-Made Core,0.25,,,+2%
2633,Reinforced Mass Chamber,0.344,+2%,+2%,
2634,Additional Plating,0.5,+1%,,+3%
2635,Copper Generator Unit,0.25,,,+2%
2636,Reinforced Generator Unit,0.25,,,+2%
2637,Reinforced Stabiliser,0.156,+1%,+2%,
2638,Copper Generator Unit,0.25,+2%,,
2639,Additional Stabiliser,0.0,+1%,,
2640,Well-Made Generator Unit,0.5,,+5%,
2641,Additional Accelerator,0.25,,,+2%
2642,Copper Accelerator,0.0,+1%,,
2643,Backup Magnets,0.688,+3%,+3%,
2644,Additional Generator Unit,0.25,,,+2%
2645,Well-Made Core,0.25,,+3%,
2646,Copper Magnets,0.0,+1%,,
2647,Backup Recycler,0.5,+2%,+3%,
2648,Additional Capacitors,0.812,,+5%,+2%
2649,Additional Mass Chamber,0.25,,+3%,
2650,Additional Recycler,0.25,,,+2%
2651,Backup Injectors,0.25,,+3%,
2652,Reinforced Capacitors,0.531,,+2%,+3%
2653,Reinforced Core,0.5,,+5%,
2654,Well-Made Recycler,0.312,+1%,+3%,
2655,Additional Magnets,0.25,,,+2%
2656,Copper Plating,0.0,+1%,,
2657,Well-Made Magnets,0.25,,+3%,
2658,Additional Magnets,0.25,,,+2%
2659,Well-Made Core,0.469,+1%,+4%,
2660,Well-Made Accelerator,0.0,+1%,,
2661,Well-Made Injectors,0.25,+2%,,
2662,Copper Recycler,0.125,,+2%,
2663,Reinforced Recycler,0.5,,+5%,
2664,Well-Made Mass Chamber,0.25,+1%,,+2%
2665,Backup Core,0.125,,+2%,
2666,Well-Made Plating,0.5,,,+3%
2667,Well-Made Core,0.5,+1%,,+3%
2668,Copper Plating,0.25,+2%,,
2669,Well-Made Accelerator,0.25,,,+2%
2670,Copper Magnets,1.0,,+5%,+3%
2671,Copper Magnets,0.0,+1%,,
2672,Copper Plating,0.5,+2%,,+2%
2673,Backup Injectors,0.312,+1%,+3%,
2674,Reinforced Mass Chamber,0.25,,,+2%
2675,Reinforced Generator Unit,0.25,+1%,,+2%
2676,Backup Accelerator,0.812,+2%,+5%,
2677,Reinforced Capacitors,0.0,+1%,,
2678,Well-Made Plating,0.0,+1%,,
2679,Reinforced Recycler,0.125,,+2%,
2680,Additional Magnets,0.0,+1%,,
2681,Copper Stabiliser,0.25,+2%,,
2682,Reinforced Stabiliser,0.344,+2%,+2%,
2683,Well-Made Capacitors,0.0,+1%,,
2684,Well-Made Injectors,0.375,,+4%,
2685,Well-Made Capacitors,0.25,,,+2%
2686,Backup Mass Chamber,0.375,,+4%,
2687,Additional Magnets,0.25,+1%,,+2%
2688,Well-Made Injectors,0.5,+2%,,+2%
2689,Reinforced Recycler,0.5,,,+3%
2690,Reinforced Mass Chamber,0.125,,+2%,
2691,Well-Made Mass Chamber,0.125,,+2%,
2692,Well-Made Capacitors,0.25,,,+2%
2693,Backup Recycler,0.125,,+2%,
2694,Backup Plating,0.0,+1%,,
2695,Additional Mass Chamber,0.656,,+4%,+2%
2696,Well-Made Capacitors,0.25,,+3%,
2697,Additional Magnets,0.156,+1%,+2%,
2698,Well-Made Injectors,0.25,+2%,,
2699,Copper Recycler,0.5,+3%,,
2700,Well-Made Capacitors,0.25,,,+2%
2701,Copper Magnets,0.125,,+2%,
2702,Reinforced Capacitors,0.375,,+4%,
2703,Well-Made Generator Unit,0.0,+1%,,
2704,Backup Recycler,0.5,,,+3%
2705,Reinforced Generator Unit,0.125,,+2%,
2706,Reinforced Core,0.25,,,+2%
2707,Additional Magnets,0.844,,+4%,+3%
2708,Backup Plating,0.0,+1%,,
2709,Well-Made Magnets,0.25,,,+2%
2710,Additional Injectors,0.25,,,+2%
2711,Reinforced Recycler,0.625,+1%,+5%,
2712,Well-Made Injectors,0.25,+2%,,
2713,Well-Made Recycler,0.0,+1%,,
2714,Copper Stabiliser,0.5,,,+3%
2715,Backup Mass Chamber,0.5,,+3%,+2%
2716,Reinforced Magnets,0.25,,,+2%
2717,Reinforced Accelerator,0.25,,,+2%
2718,Copper Core,0.25,,,+2%
2719,Reinforced Plating,0.25,+1%,,+2%
2720,Backup Injectors,0.5,,+5%,
2721,Backup Plating,0.25,,,+2%
2722,Copper Mass Chamber,0.5,,,+3%
2723,Reinforced Stabiliser,0.25,+2%,,
2724,Additional Capacitors,0.5,+2%,,+2%
2725,Well-Made Plating,0.688,,+3%,+3%
2726,Additional Capacitors,0.0,+1%,,
2727,Reinforced Generator Unit,0.344,+2%,+2%,
2728,Well-Made Capacitors,0.25,,+3%,
2729,Well-Made Mass Chamber,0.469,+1%,+4%,
2730,Backup Capacitors,0.25,,,+2%
2731,Backup Capacitors,0.5,,+5%,
2732,Copper Accelerator,0.25,,,+2%
2733,Backup Capacitors,0.156,+1%,+2%,
2734,Copper Capacitors,0.156,+1%,+2%,
2735,Backup Accelerator,1.0,,+5%,+3%
2736,Reinforced Generator Unit,0.5,+2%,,+2%
2737,Well-Made Magnets,0.625,+1%,+5%,
2738,Copper Plating,0.5,,+3%,+2%
2739,Reinforced Magnets,0.375,,+4%,
2740,Copper Stabiliser,0.25,,,+2%
2741,Reinforced Core,0.25,,,+2%
2742,Copper Stabiliser,0.0,+1%,,
2743,Well-Made Recycler,0.125,,+2%,
2744,Copper Injectors,1.0,+3%,,+3%
2745,Copper Injectors,0.25,,+3%,
2746,Copper Recycler,0.25,+2%,,
2747,Additional Accelerator,0.125,,+2%,
2748,Additional Magnets,0.25,,,+2%
2749,Well-Made Magnets,0.156,+1%,+2%,
2750,Reinforced Stabiliser,0.25,+2%,,
2751,Copper Recycler,0.25,,,+2%
2752,Reinforced Generator Unit,0.5,+2%,+3%,
2753,Additional Plating,0.25,,+3%,
2754,Copper Injectors,0.156,+1%,+2%,
2755,Copper Capacitors,0.5,,,+3%
2756,Well-Made Plating,0.25,+2%,,
2757,Additional Generator Unit,0.344,,+2%,+2%
2758,Additional Stabiliser,0.125,,+2%,
2759,Backup Injectors,0.0,+1%,,
2760,Additional Magnets,0.25,,+3%,
2761,Copper Capacitors,0.25,,,+2%
2762,Additional Stabiliser,0.25,,,+2%
2763,Well-Made Plating,0.25,,,+2%
2764,Reinforced Accelerator,0.25,+2%,,
2765,Well-Made Core,0.25,,,+2%
2766,Well-Made Capacitors,0.25,,,+2%
2767,Additional Magnets,0.0,+1%,,
2768,Copper Capacitors,0.469,+1%,+4%,
2769,Backup Plating,0.25,+1%,,+2%
2770,Copper Magnets,0.5,,+5%,
2771,Backup Magnets,0.312,+1%,+3%,
2772,Reinforced Capacitors,0.125,,+2%,
2773,Additional Core,0.25,,+3%,
2774,Backup Magnets,0.25,,,+2%
2775,Backup Stabiliser,0.25,+1%,,+2%
2776,Backup Magnets,0.25,+2%,,
2777,Backup Stabiliser,0.5,+2%,,+2%
2778,Backup Core,0.5,+2%,,+2%
2779,Reinforced Injectors,0.125,,+2%,
2780,Copper Capacitors,0.0,+1%,,
2781,Well-Made Injectors,0.344,+2%,+2%,
2782,Backup Magnets,0.25,+2%,,
2783,Reinforced Magnets,0.0,+1%,,
2784,Well-Made Core,0.25,,,+2%
2785,Additional Magnets,0.125,,+2%,
2786,Well-Made Plating,0.5,+2%,+3%,
2787,Reinforced Recycler,0.5,,+5%,
2788,Reinforced Plating,0.25,+2%,,
2789,Backup Plating,0.25,,,+2%
2790,Backup Injectors,0.25,+1%,,+2%
2791,Copper Accelerator,0.25,+1%,,+2%
2792,Backup Magnets,0.25,,,+2%
2793,Backup Core,0.25,,,+2%
2794,Well-Made Accelerator,0.844,,+4%,+3%
2795,Backup Generator Unit,0.25,+1%,,+2%
2796,Additional Mass Chamber,0.812,,+5%,+2%
2797,Additional Magnets,0.25,+2%,,
2798,Backup Recycler,0.5,,+3%,+2%
2799,Additional Plating,0.5,,+5%,
2800,Backup Accelerator,0.125,,+2%,
2801,Copper Stabiliser,0.25,,+3%,
2802,Reinforced Core,0.25,,,+2%
2803,Additional Recycler,0.25,,,+2%
2804,Backup Stabiliser,0.0,+1%,,
2805,Backup Plating,0.5,,,+3%
2806,Additional Generator Unit,0.25,+2%,,
2807,Reinforced Magnets,0.25,,,+2%
2808,Well-Made Stabiliser,0.25,,,+2%
2809,Well-Made Stabiliser,0.75,+2%,,+3%
2810,Reinforced Magnets,0.125,,+2%,
2811,Copper Accelerator,0.25,,,+2%
2812,Well-Made Generator Unit,0.25,+2%,,
2813,Backup Plating,0.812,,+5%,+2%
2814,Additional Recycler,0.25,+2%,,
2815,Reinforced Recycler,0.0,+1%,,
2816,Copper Mass Chamber,0.0,+1%,,
2817,Copper Accelerator,0.25,,,+2%
2818,Copper Accelerator,0.125,,+2%,
2819,Copper Recycler,0.125,,+2%,
2820,Additional Generator Unit,0.0,+1%,,
2821,Well-Made Generator Unit,0.156,+1%,+2%,
2822,Well-Made Accelerator,0.125,,+2%,
2823,Well-Made Stabiliser,0.25,,,+2%
2824,Backup Plating,0.25,+2%,,
2825,Additional Generator Unit,0.0,+1%,,
2826,Well-Made Recycler,0.5,,+5%,
2827,Additional Capacitors,0.125,,+2%,
2828,Backup Capacitors,0.5,+1%,,+3%
2829,Additional Generator Unit,0.0,+1%,,
2830,Well-Made Generator Unit,0.25,,,+2%
2831,Additional Recycler,0.5,+2%,+3%,
2832,Reinforced Plating,0.125,,+2%,
2833,Additional Accelerator,0.125,,+2%,
2834,Additional Plating,0.25,,,+2%
2835,Additional Magnets,0.5,,,+3%
2836,Reinforced Capacitors,0.156,+1%,+2%,
2837,Copper Capacitors,0.25,,,+2%
2838,Additional Generator Unit,0.25,,+3%,
2839,Reinforced Injectors,0.5,+1%,,+3%
2840,Well-Made Injectors,0.344,+2%,+2%,
2841,Additional Generator Unit,0.25,+1%,,+2%
2842,Reinforced Capacitors,0.25,+2%,,
2843,Copper Magnets,0.25,+2%,,
2844,Well-Made Mass Chamber,0.5,+2%,,+2%
2845,Additional Injectors,0.5,+2%,,+2%
2846,Copper Plating,0.5,,,+3%
2847,Well-Made Capacitors,0.344,,+2%,+2%
2848,Backup Capacitors,0.25,,,+2%
2849,Copper Magnets,0.25,,,+2%
2850,Reinforced Stabiliser,0.0,+1%,,
2851,Additional Injectors,0.25,+1%,,+2%
2852,Backup Mass Chamber,0.5,,,+3%
2853,Backup Capacitors,0.344,,+2%,+2%
2854,Additional Plating,0.5,,+5%,
2855,Copper Recycler,0.25,+2%,,
2856,Copper Magnets,0.125,,+2%,
2857,Copper Recycler,0.125,,+2%,
2858,Well-Made Plating,0.5,,,+3%
2859,Well-Made Mass Chamber,0.125,,+2%,
2860,Well-Made Magnets,0.0,+1%,,
2861,Additional Capacitors,0.5,,+5%,
2862,Well-Made Injectors,0.5,,,+3%
2863,Reinforced Plating,0.25,,,+2%
2864,Copper Accelerator,0.25,+1%,,+2%
2865,Well-Made Mass Chamber,0.25,+2%,,
2866,Well-Made Core,0.344,+2%,+2%,
2867,Reinforced Accelerator,0.375,,+4%,
2868,Reinforced Recycler,0.812,+2%,+5%,
2869,Well-Made Magnets,1.0,,+5%,+3%
2870,Backup Recycler,0.0,+1%,,
2871,Reinforced Injectors,0.25,,,+2%
2872,Backup Plating,0.25,,+3%,
2873,Additional Stabiliser,0.5,+2%,,+2%
2874,Copper Stabiliser,0.531,+3%,+2%,
2875,Well-Made Recycler,0.0,+1%,,
2876,Additional Generator Unit,0.25,,,+2%
2877,Well-Made Mass Chamber,0.25,,,+2%
2878,Well-Made Recycler,0.25,+2%,,
2879,Additional Magnets,0.25,,,+2%
2880,Backup Stabiliser,0.5,,,+3%
2881,Reinforced Capacitors,0.5,+2%,,+2%
2882,Additional Core,0.5,,+5%,
2883,Copper Generator Unit,0.5,+2%,,+2%
2884,Additional Mass Chamber,0.25,+1%,,+2%
2885,Well-Made Injectors,0.125,,+2%,
2886,Additional Generator Unit,0.25,+2%,,
2887,Additional Injectors,0.25,+2%,,
2888,Well-Made Injectors,0.25,,,+2%
2889,Backup Injectors,0.0,+1%,,
2890,Reinforced Generator Unit,0.5,,,+3%
2891,Well-Made Accelerator,0.344,,+2%,+2%
2892,Reinforced Plating,0.156,+1%,+2%,
2893,Backup Magnets,0.5,,+3%,+2%
2894,Well-Made Mass Chamber,0.5,,,+3%
2895,Reinforced Generator Unit,0.25,,+3%,
2896,Reinforced Recycler,0.25,,,+2%
2897,Well-Made Plating,0.75,+2%,,+3%
2898,Well-Made Injectors,0.125,,+2%,
2899,Well-Made Recycler,0.125,,+2%,
2900,Backup Core,0.25,,,+2%
2901,Well-Made Stabiliser,0.125,,+2%,
2902,Additional Magnets,0.75,+2%,,+3%
2903,Additional Accelerator,0.5,,,+3%
2904,Backup Stabiliser,0.25,,,+2%
2905,Backup Plating,0.5,,,+3%
2906,Reinforced Core,0.25,+2%,,
2907,Backup Recycler,0.25,,+3%,
2908,Reinforced Accelerator,0.125,,+2%,
2909,Reinforced Injectors,0.5,,,+3%
2910,Copper Stabiliser,0.25,,,+2%
2911,Backup Capacitors,0.25,+2%,,
2912,Well-Made Mass Chamber,0.5,,,+3%
2913,Reinforced Injectors,0.25,+2%,,
2914,Backup Magnets,0.125,,+2%,
2915,Backup Core,0.344,,+2%,+2%
2916,Copper Injectors,0.5,,,+3%
2917,Well-Made Recycler,0.344,+2%,+2%,
2918,Copper Core,0.344,,+2%,+2%
2919,Reinforced Generator Unit,0.25,,,+2%
2920,Additional Core,0.5,+2%,,+2%
2921,Reinforced Recycler,0.25,,,+2%
2922,Reinforced Magnets,0.5,+1%,,+3%
2923,Additional Magnets,0.25,+2%,,
2924,Copper Stabiliser,0.344,,+2%,+2%
2925,Well-Made Stabiliser,0.125,,+2%,
2926,Reinforced Plating,0.344,,+2%,+2%
2927,Additional Capacitors,0.812,,+5%,+2%
2928,Backup Recycler,0.25,+2%,,
2929,Copper Core,0.25,,,+2%
2930,Additional Injectors,0.25,,,+2%
2931,Additional Mass Chamber,0.344,,+2%,+2%
2932,Copper Capacitors,0.0,+1%,,
2933,Additional Stabiliser,0.812,,+5%,+2%
2934,Reinforced Plating,0.25,,,+2%
2935,Additional Capacitors,0.125,,+2%,
2936,Reinforced Capacitors,0.25,,,+2%
2937,Additional Plating,0.25,+1%,,+2%
2938,Well-Made Recycler,0.25,+1%,,+2%
2939,Well-Made Core,0.625,+1%,+5%,
2940,Reinforced Stabiliser,0.25,,+3%,
2941,Backup Core,0.25,+2%,,
2942,Copper Mass Chamber,0.125,,+2%,
2943,Additional Mass Chamber,0.25,,,+2%
2944,Backup Stabiliser,0.5,+2%,,+2%
2945,Reinforced Generator Unit,0.0,+1%,,
2946,Well-Made Mass Chamber,0.0,+1%,,
2947,Well-Made Mass Chamber,0.25,+2%,,
2948,Copper Core,0.375,,+4%,
2949,Backup Core,0.0,+1%,,
2950,Copper Accelerator,0.375,,+4%,
2951,Backup Stabiliser,0.25,,,+2%
2952,Additional Mass Chamber,0.25,+1%,,+2%
2953,Additional Mass Chamber,0.5,+2%,,+2%
2954,Backup Magnets,0.25,,,+2%
2955,Copper Recycler,0.625,+1%,+5%,
2956,Well-Made Generator Unit,0.25,,,+2%
2957,Well-Made Magnets,0.0,+1%,,
2958,Backup Stabiliser,0.0,+1%,,
2959,Backup Plating,0.5,+3%,,
2960,Reinforced Generator Unit,0.375,,+4%,
2961,Reinforced Mass Chamber,0.688,+3%,+3%,
2962,Backup Accelerator,0.25,,,+2%
2963,Well-Made Plating,0.25,+2%,,
2964,Reinforced Accelerator,0.0,+1%,,
2965,Reinforced Recycler,0.25,,,+2%
2966,Copper Plating,0.344,,+2%,+2%
2967,Additional Core,0.5,,,+3%
2968,Additional Magnets,0.5,+2%,,+2%
2969,Additional Accelerator,0.156,+1%,+2%,
2970,Backup Magnets,0.25,,+3%,
2971,Well-Made Capacitors,0.5,,,+3%
2972,Additional Injectors,0.25,+2%,,
2973,Copper Generator Unit,0.25,,+3%,
2974,Additional Magnets,0.5,+2%,,+2%
2975,Reinforced Recycler,0.125,,+2%,
2976,Additional Accelerator,0.25,+2%,,
2977,Additional Stabiliser,0.25,+2%,,
2978,Reinforced Plating,0.25,+2%,,
2979,Well-Made Stabiliser,0.125,,+2%,
2980,Copper Mass Chamber,0.125,,+2%,
2981,Backup Plating,0.125,,+2%,
2982,Backup Stabiliser,0.344,+2%,+2%,
2983,Reinforced Recycler,0.0,+1%,,
2984,Additional Recycler,0.375,,+4%,
2985,Reinforced Stabiliser,0.125,,+2%,
2986,Additional Accelerator,0.25,+2%,,
2987,Reinforced Injectors,0.125,,+2%,
2988,Reinforced Generator Unit,0.25,,,+2%
2989,Well-Made Plating,0.0,+1%,,
2990,Copper Generator Unit,0.25,,,+2%
2991,Additional Core,0.25,+1%,,+2%
2992,Well-Made Generator Unit,0.0,+1%,,
2993,Copper Accelerator,0.75,+2%,,+3%
2994,Copper Capacitors,0.25,+1%,,+2%
2995,Additional Injectors,0.25,+2%,,
2996,Backup Core,0.375,,+4%,
2997,Reinforced Injectors,0.25,+2%,,
2998,Additional Capacitors,0.344,,+2%,+2%
2999,Reinforced Stabiliser,0.0,+1%,,
3000,Additional Recycler,0.469,+1%,+4%,
3001,Copper Injectors,0.25,,,+2%
3002,Well-Made Core,0.625,+1%,+5%,
3003,Backup Recycler,0.25,,,+2%
3004,Additional Plating,0.125,,+2%,
3005,Copper Stabiliser,0.5,,,+3%
3006,Additional Recycler,0.0,+1%,,
3007,Reinforced Magnets,0.25,,,+2%
3008,Copper Generator Unit,0.25,,,+2%
3009,Backup Mass Chamber,0.375,,+4%,
3010,Well-Made Mass Chamber,0.531,,+2%,+3%
3011,Well-Made Generator Unit,0.25,,+3%,
3012,Copper Accelerator,0.531,+3%,+2%,
3013,Backup Capacitors,0.0,+1%,,
3014,Backup Recycler,0.375,,+4%,
3015,Copper Plating,0.25,+2%,,
3016,Backup Magnets,0.25,+2%,,
3017,Copper Plating,0.25,,,+2%
3018,Copper Plating,0.531,,+2%,+3%
3019,Reinforced Magnets,0.25,+1%,,+2%
3020,Backup Mass Chamber,0.25,,,+2%
3021,Well-Made Injectors,0.531,,+2%,+3%
3022,Copper Generator Unit,0.125,,+2%,
3023,Additional Mass Chamber,0.5,+2%,,+2%
3024,Reinforced Magnets,0.5,+1%,,+3%
3025,Backup Mass Chamber,0.25,,+3%,
3026,Backup Stabiliser,0.0,+1%,,
3027,Copper Accelerator,0.125,,+2%,
3028,Well-Made Stabiliser,0.25,+2%,,
3029,Reinforced Recycler,0.625,+1%,+5%,
3030,Copper Stabiliser,0.5,,,+3%
3031,Backup Mass Chamber,0.0,+1%,,
3032,Well-Made Core,0.25,,+3%,
3033,Well-Made Capacitors,0.25,,+3%,
3034,Well-Made Core,0.0,+1%,,
3035,Backup Recycler,0.812,+2%,+5%,
3036,Reinforced Stabiliser,0.25,,+3%,
3037,Backup Generator Unit,0.156,+1%,+2%,
3038,Additional Core,0.5,,,+3%
3039,Reinforced Stabiliser,0.0,+1%,,
3040,Reinforced Accelerator,0.125,,+2%,
3041,Reinforced Magnets,0.312,+1%,+3%,
3042,Copper Core,0.344,+2%,+2%,
3043,Copper Generator Unit,0.812,,+5%,+2%
3044,Backup Plating,0.5,,+5%,
3045,Copper Recycler,0.5,+3%,,
3046,Backup Core,0.625,+1%,+5%,
3047,Copper Stabiliser,0.5,,,+3%
3048,Well-Made Accelerator,0.375,,+4%,
3049,Additional Plating,0.25,+2%,,
3050,Copper Recycler,0.0,+1%,,
3051,Backup Stabiliser,0.5,,,+3%
3052,Well-Made Generator Unit,0.5,,+5%,
3053,Backup Core,0.25,,,+2%
3054,Backup Magnets,0.25,,+3%,
3055,Copper Magnets,0.25,+1%,,+2%
3056,Well-Made Accelerator,0.25,+1%,,+2%
3057,Reinforced Stabiliser,0.656,,+4%,+2%
3058,Copper Stabiliser,0.5,,,+3%
3059,Additional Recycler,0.0,+1%,,
3060,Backup Recycler,0.0,+1%,,
3061,Reinforced Magnets,0.25,,,+2%
3062,Well-Made Generator Unit,0.5,,+3%,+2%
3063,Well-Made Stabiliser,0.5,+1%,,+3%
3064,Copper Mass Chamber,0.5,,,+3%
3065,Additional Mass Chamber,0.625,+1%,+5%,
3066,Backup Stabiliser,0.344,,+2%,+2%
3067,Additional Mass Chamber,0.5,,+5%,
3068,Backup Magnets,0.0,+1%,,
3069,Copper Magnets,0.25,,,+2%
3070,Reinforced Capacitors,0.125,,+2%,
3071,Well-Made Accelerator,0.812,,+5%,+2%
3072,Reinforced Capacitors,0.344,+2%,+2%,
3073,Backup Stabiliser,0.5,,+5%,
3074,Copper Stabiliser,0.5,,+3%,+2%
3075,Well-Made Accelerator,0.5,,+3%,+2%
3076,Well-Made Generator Unit,0.0,+1%,,
3077,Backup Capacitors,0.125,,+2%,
3078,Reinforced Accelerator,0.25,+2%,,
3079,Copper Core,0.375,,+4%,
3080,Well-Made Injectors,0.25,,+3%,
3081,Additional Plating,0.0,+1%,,
3082,Copper Mass Chamber,0.5,+2%,,+2%
3083,Copper Capacitors,0.25,,+3%,
3084,Backup Stabiliser,0.125,,+2%,
3085,Well-Made Accelerator,0.312,+1%,+3%,
3086,Reinforced Capacitors,0.0,+1%,,
3087,Additional Plating,0.75,+2%,,+3%
3088,Additional Injectors,0.125,,+2%,
3089,Additional Stabiliser,0.25,,,+2%
3090,Reinforced Magnets,0.25,+1%,,+2%
3091,Copper Mass Chamber,0.469,+1%,+4%,
3092,Reinforced Accelerator,0.25,+1%,,+2%
3093,Additional Mass Chamber,0.125,,+2%,
3094,Reinforced Generator Unit,0.25,+2%,,
3095,Well-Made Plating,0.375,,+4%,
3096,Backup Magnets,0.0,+1%,,
3097,Additional Generator Unit,0.125,,+2%,
3098,Additional Recycler,0.25,+2%,,
3099,Well-Made Capacitors,1.0,,+5%,+3%
3100,Additional Recycler,0.25,+2%,,
3101,Backup Generator Unit,0.125,,+2%,
3102,Well-Made Core,0.156,+1%,+2%,
3103,Well-Made Plating,0.25,,,+2%
3104,Well-Made Generator Unit,0.5,,+5%,
3105,Backup Stabiliser,0.5,,,+3%
3106,Well-Made Recycler,0.25,+2%,,
3107,Additional Generator Unit,0.125,,+2%,
3108,Reinforced Accelerator,0.125,,+2%,
3109,Backup Recycler,0.312,+1%,+3%,
3110,Well-Made Mass Chamber,0.25,+2%,,
3111,Well-Made Capacitors,0.125,,+2%,
3112,Copper Generator Unit,0.25,+2%,,
3113,Copper Generator Unit,0.5,,+3%,+2%
3114,Copper Magnets,0.125,,+2%,
3115,Copper Stabiliser,0.5,,,+3%
3116,Reinforced Generator Unit,0.0,+1%,,
3117,Backup Injectors,0.5,,+5%,
3118,Additional Accelerator,0.25,,,+2%
3119,Additional Plating,0.75,+2%,,+3%
3120,Reinforced Core,0.5,,+3%,+2%
3121,Copper Capacitors,0.5,,,+3%
3122,Well-Made Magnets,0.25,+2%,,
3123,Copper Core,0.0,+1%,,
3124,Well-Made Recycler,0.625,+1%,+5%,
3125,Well-Made Recycler,0.125,,+2%,
3126,Copper Injectors,0.156,+1%,+2%,
3127,Additional Generator Unit,0.25,+2%,,
3128,Additional Capacitors,0.75,+2%,,+3%
3129,Backup Generator Unit,0.812,+2%,+5%,
3130,Backup Plating,0.375,,+4%,
3131,Well-Made Generator Unit,0.344,,+2%,+2%
3132,Backup Magnets,0.25,,,+2%
3133,Backup Recycler,0.125,,+2%,
3134,Well-Made Generator Unit,0.25,,,+2%
3135,Copper Magnets,0.125,,+2%,
3136,Reinforced Stabiliser,0.344,,+2%,+2%
3137,Reinforced Stabiliser,0.0,+1%,,
3138,Backup Generator Unit,0.25,,,+2%
3139,Backup Magnets,0.344,,+2%,+2%
3140,Well-Made Magnets,0.25,,,+2%
3141,Reinforced Stabiliser,0.0,+1%,,
3142,Well-Made Injectors,0.25,,+3%,
3143,Copper Recycler,0.25,,,+2%
3144,Copper Recycler,0.5,,,+3%
3145,Reinforced Magnets,0.5,+1%,,+3%
3146,Backup Accelerator,0.5,,+5%,
3147,Well-Made Mass Chamber,0.5,,,+3%
3148,Additional Accelerator,0.0,+1%,,
3149,Backup Accelerator,0.812,,+5%,+2%
3150,Well-Made Mass Chamber,0.375,,+4%,
3151,Backup Generator Unit,0.125,,+2%,
3152,Copper Mass Chamber,0.344,+2%,+2%,
3153,Backup Core,0.25,+2%,,
3154,Additional Stabiliser,0.0,+1%,,
3155,Reinforced Mass Chamber,0.25,+2%,,
3156,Copper Plating,0.5,,,+3%
3157,Additional Core,0.0,+1%,,
3158,Additional Generator Unit,0.469,+1%,+4%,
3159,Backup Recycler,0.0,+1%,,
3160,Copper Core,0.344,,+2%,+2%
3161,Well-Made Accelerator,0.25,+1%,,+2%
3162,Reinforced Accelerator,0.5,,+5%,
3163,Backup Injectors,0.25,,+3%,
3164,Additional Mass Chamber,0.344,,+2%,+2%
3165,Well-Made Mass Chamber,0.25,+2%,,
3166,Reinforced Stabiliser,0.125,,+2%,
3167,Reinforced Plating,0.531,,+2%,+3%
3168,Copper Plating,0.5,,,+3%
3169,Well-Made Magnets,0.125,,+2%,
3170,Backup Core,0.25,+2%,,
3171,Copper Generator Unit,0.25,,+3%,
3172,Copper Capacitors,0.5,,+5%,
3173,Backup Accelerator,0.375,,+4%,
3174,Copper Stabiliser,0.25,,,+2%
3175,Additional Mass Chamber,0.25,+1%,,+2%
3176,Copper Mass Chamber,0.75,+2%,,+3%
3177,Reinforced Recycler,0.5,,,+3%
3178,Backup Generator Unit,0.0,+1%,,
3179,Well-Made Plating,0.25,,,+2%
3180,Additional Mass Chamber,0.344,,+2%,+2%
3181,Reinforced Injectors,0.0,+1%,,
3182,Well-Made Core,0.25,,,+2%
3183,Copper Stabiliser,0.5,+2%,+3%,
3184,Additional Stabiliser,0.5,+2%,+3%,
3185,Reinforced Injectors,0.0,+1%,,
3186,Copper Core,0.25,+2%,,
3187,Copper Core,0.25,+1%,,+2%
3188,Reinforced Accelerator,0.5,,+3%,+2%
3189,Backup Stabiliser,0.25,+2%,,
3190,Backup Magnets,0.5,,,+3%
3191,Well-Made Mass Chamber,0.25,+2%,,
3192,Backup Accelerator,0.0,+1%,,
3193,Copper Magnets,0.0,+1%,,
3194,Reinforced Mass Chamber,0.5,+1%,,+3%
3195,Backup Mass Chamber,0.25,+1%,,+2%
3196,Well-Made Plating,0.625,+1%,+5%,
3197,Well-Made Accelerator,0.0,+1%,,
3198,Reinforced Recycler,0.625,+1%,+5%,
3199,Reinforced Plating,0.375,,+4%,
3200,Additional Magnets,0.156,+1%,+2%,
3201,Reinforced Magnets,1.0,,+5%,+3%
3202,Reinforced Recycler,0.5,,+5%,
3203,Reinforced Recycler,0.0,+1%,,
3204,Copper Recycler,0.5,+2%,+3%,
3205,Well-Made Magnets,0.75,+3%,,+2%
3206,Well-Made Magnets,0.25,,,+2%
3207,Reinforced Plating,0.5,,+3%,+2%
3208,Reinforced Mass Chamber,0.5,+2%,+3%,
3209,Reinforced Generator Unit,0.5,,,+3%
3210,Reinforced Recycler,0.125,,+2%,
3211,Backup Mass Chamber,0.25,,,+2%
3212,Backup Capacitors,0.125,,+2%,
3213,Backup Generator Unit,0.531,,+2%,+3%
3214,Copper Core,0.25,,,+2%
3215,Additional Stabiliser,0.0,+1%,,
3216,Reinforced Generator Unit,0.688,,+3%,+3%
3217,Reinforced Mass Chamber,0.5,,,+3%
3218,Well-Made Core,0.25,,,+2%
3219,Additional Core,0.5,,+3%,+2%
3220,Well-Made Capacitors,0.25,+2%,,
3221,Backup Generator Unit,0.25,+2%,,
3222,Backup Injectors,0.125,,+2%,
3223,Copper Mass Chamber,0.25,+2%,,
3224,Backup Mass Chamber,0.5,+2%,,+2%
