Seed,Name,Perfection,Vehicle_LaserDamage,Vehicle_LaserHeatTime
22073,Retuned Output Coupler,0.25,,+2%
22074,Boosted Beam Amplifier,1.0,,+5%
22075,Additional Diode Battery,0.5,+9%,
22076,Boosted Beam Amplifier,0.833,+11%,
22077,Efficient Light Filter,0.5,+9%,
22078,Boosted Photon Mirror,0.75,,+4%
22079,Boosted Beam Amplifier,0.5,,+3%
22080,Boosted Cooling System,0.25,,+2%
22081,Additional Beam Capacitor,0.0,+6%,
22082,Enhanced Light Filter,0.75,,+4%
22083,Enhanced Diode Battery,0.25,,+2%
22084,Efficient Photon Mirror,0.25,,+2%
22085,Enhanced Output Coupler,1.0,+12%,
22086,Additional Diode Battery,0.167,+7%,
22087,Efficient Output Coupler,0.25,,+2%
22088,Boosted Lens Optics,0.0,+6%,
22089,Efficient Diode Battery,0.167,+7%,
22090,Enhanced Lens Optics,0.333,+8%,
22091,Enhanced Reflector Glass,0.0,+6%,
22092,Retuned Diode Battery,0.333,+8%,
22093,Efficient Emission Chamber,0.25,,+2%
22094,Additional Diode Battery,0.167,+7%,
22095,Additional Lens Optics,0.667,+10%,
22096,Enhanced Reflector Glass,0.833,+11%,
22097,Additional Reflector Glass,0.167,+7%,
22098,Boosted Reflector Glass,0.25,,+2%
22099,Additional Lens Optics,0.0,+6%,
22100,Efficient Output Coupler,0.5,+9%,
22101,Efficient Reflector Glass,0.333,+8%,
22102,Additional Lens Optics,0.75,,+4%
22103,Retuned Beam Capacitor,0.25,,+2%
22104,Additional Photon Mirror,0.167,+7%,
22105,Retuned Emission Chamber,0.667,+10%,
22106,Retuned Reflector Glass,0.5,,+3%
22107,Boosted Reflector Glass,0.25,,+2%
22108,Enhanced Beam Capacitor,0.25,,+2%
22109,Enhanced Cooling System,0.25,,+2%
22110,Efficient Light Filter,0.833,+11%,
22111,Boosted Beam Capacitor,0.333,+8%,
22112,Boosted Output Coupler,0.25,,+2%
22113,Efficient Emission Chamber,0.0,+6%,
22114,Retuned Lens Optics,0.667,+10%,
22115,Efficient Beam Amplifier,0.167,+7%,
22116,Enhanced Emission Chamber,0.333,+8%,
22117,Boosted Lens Optics,0.25,,+2%
22118,Retuned Diode Battery,0.25,,+2%
22119,Retuned Photon Mirror,0.333,+8%,
22120,Efficient Lens Optics,0.0,+6%,
22121,Enhanced Diode Battery,0.0,+6%,
22122,Boosted Emission Chamber,0.25,,+2%
22123,Additional Cooling System,0.667,+10%,
22124,Boosted Emission Chamber,0.167,+7%,
22125,Retuned Reflector Glass,0.0,+6%,
22126,Additional Reflector Glass,0.25,,+2%
22127,Boosted Beam Capacitor,0.0,+6%,
22128,Retuned Reflector Glass,0.25,,+2%
22129,Boosted Reflector Glass,0.25,,+2%
22130,Retuned Beam Capacitor,0.5,,+3%
22131,Retuned Lens Optics,0.5,,+3%
22132,Efficient Photon Mirror,0.25,,+2%
22133,Boosted Beam Amplifier,0.5,,+3%
22134,Boosted Output Coupler,0.0,+6%,
22135,Efficient Light Filter,0.25,,+2%
22136,Enhanced Lens Optics,0.0,+6%,
22137,Additional Emission Chamber,0.25,,+2%
22138,Enhanced Beam Amplifier,0.833,+11%,
22139,Efficient Reflector Glass,0.5,,+3%
22140,Enhanced Lens Optics,0.0,+6%,
22141,Boosted Reflector Glass,0.25,,+2%
22142,Enhanced Photon Mirror,0.25,,+2%
22143,Retuned Cooling System,0.75,,+4%
22144,Retuned Diode Battery,0.5,,+3%
22145,Additional Emission Chamber,0.25,,+2%
22146,Retuned Emission Chamber,0.25,,+2%
22147,Boosted Light Filter,0.5,,+3%
22148,Additional Photon Mirror,0.167,+7%,
22149,Retuned Emission Chamber,0.75,,+4%
22150,Retuned Cooling System,0.25,,+2%
22151,Enhanced Emission Chamber,1.0,+12%,
22152,Enhanced Lens Optics,0.667,+10%,
22153,Efficient Emission Chamber,0.0,+6%,
22154,Retuned Beam Amplifier,0.25,,+2%
22155,Additional Light Filter,0.0,+6%,
22156,Enhanced Reflector Glass,0.0,+6%,
22157,Additional Beam Amplifier,0.833,+11%,
22158,Additional Emission Chamber,0.167,+7%,
22159,Enhanced Emission Chamber,0.25,,+2%
22160,Enhanced Output Coupler,0.167,+7%,
22161,Retuned Emission Chamber,0.5,,+3%
22162,Retuned Reflector Glass,0.0,+6%,
22163,Efficient Photon Mirror,0.75,,+4%
22164,Enhanced Lens Optics,0.5,,+3%
22165,Retuned Beam Capacitor,0.5,,+3%
22166,Retuned Cooling System,0.167,+7%,
22167,Retuned Output Coupler,0.167,+7%,
22168,Additional Lens Optics,0.25,,+2%
22169,Efficient Cooling System,0.5,,+3%
22170,Retuned Beam Capacitor,0.25,,+2%
22171,Enhanced Cooling System,1.0,,+5%
22172,Enhanced Lens Optics,0.25,,+2%
22173,Retuned Diode Battery,0.5,,+3%
22174,Enhanced Output Coupler,1.0,,+5%
22175,Efficient Lens Optics,0.25,,+2%
22176,Enhanced Beam Amplifier,0.5,,+3%
22177,Retuned Cooling System,0.25,,+2%
22178,Retuned Light Filter,0.25,,+2%
22179,Efficient Output Coupler,0.5,+9%,
22180,Boosted Photon Mirror,0.667,+10%,
22181,Retuned Emission Chamber,0.25,,+2%
22182,Additional Output Coupler,0.167,+7%,
22183,Enhanced Output Coupler,0.25,,+2%
22184,Enhanced Diode Battery,0.667,+10%,
22185,Additional Beam Capacitor,0.167,+7%,
22186,Additional Reflector Glass,1.0,,+5%
22187,Additional Light Filter,0.5,,+3%
22188,Boosted Cooling System,0.5,+9%,
22189,Efficient Output Coupler,0.833,+11%,
22190,Enhanced Light Filter,0.667,+10%,
22191,Retuned Emission Chamber,0.0,+6%,
22192,Retuned Reflector Glass,0.5,+9%,
22193,Retuned Light Filter,0.25,,+2%
22194,Retuned Lens Optics,0.5,,+3%
22195,Additional Emission Chamber,0.167,+7%,
22196,Enhanced Beam Capacitor,1.0,,+5%
22197,Enhanced Output Coupler,0.25,,+2%
22198,Retuned Light Filter,1.0,,+5%
22199,Retuned Diode Battery,0.25,,+2%
22200,Efficient Beam Amplifier,0.167,+7%,
22201,Retuned Lens Optics,1.0,+12%,
22202,Retuned Diode Battery,0.0,+6%,
22203,Additional Diode Battery,0.0,+6%,
22204,Enhanced Emission Chamber,0.5,,+3%
22205,Additional Lens Optics,0.75,,+4%
22206,Efficient Lens Optics,0.667,+10%,
22207,Enhanced Photon Mirror,0.75,,+4%
22208,Boosted Light Filter,0.5,+9%,
22209,Boosted Output Coupler,1.0,,+5%
22210,Additional Photon Mirror,0.25,,+2%
22211,Enhanced Cooling System,0.5,,+3%
22212,Retuned Output Coupler,0.25,,+2%
22213,Enhanced Beam Amplifier,0.0,+6%,
22214,Enhanced Light Filter,0.25,,+2%
22215,Boosted Reflector Glass,0.25,,+2%
22216,Retuned Light Filter,0.25,,+2%
22217,Additional Photon Mirror,0.667,+10%,
22218,Retuned Output Coupler,0.5,,+3%
22219,Retuned Reflector Glass,1.0,,+5%
22220,Efficient Cooling System,0.333,+8%,
22221,Boosted Diode Battery,0.167,+7%,
22222,Retuned Cooling System,0.833,+11%,
22223,Retuned Photon Mirror,0.25,,+2%
22224,Additional Photon Mirror,1.0,,+5%
22225,Additional Cooling System,0.0,+6%,
22226,Efficient Emission Chamber,0.5,,+3%
22227,Additional Reflector Glass,0.5,+9%,
22228,Enhanced Beam Capacitor,0.0,+6%,
22229,Efficient Output Coupler,0.25,,+2%
22230,Boosted Lens Optics,0.0,+6%,
22231,Boosted Beam Amplifier,1.0,,+5%
22232,Retuned Beam Capacitor,0.25,,+2%
22233,Retuned Diode Battery,0.25,,+2%
22234,Retuned Diode Battery,0.0,+6%,
22235,Enhanced Emission Chamber,0.0,+6%,
22236,Retuned Emission Chamber,0.5,,+3%
22237,Additional Photon Mirror,0.25,,+2%
22238,Enhanced Reflector Glass,0.0,+6%,
22239,Boosted Output Coupler,0.0,+6%,
22240,Boosted Emission Chamber,0.667,+10%,
22241,Boosted Lens Optics,0.75,,+4%
22242,Retuned Beam Capacitor,0.5,,+3%
22243,Enhanced Reflector Glass,0.75,,+4%
22244,Retuned Beam Amplifier,0.0,+6%,
22245,Efficient Lens Optics,0.667,+10%,
22246,Additional Cooling System,0.25,,+2%
22247,Boosted Photon Mirror,0.833,+11%,
22248,Retuned Beam Amplifier,0.25,,+2%
22249,Efficient Emission Chamber,0.333,+8%,
22250,Retuned Beam Amplifier,0.5,+9%,
22251,Retuned Output Coupler,0.333,+8%,
22252,Additional Output Coupler,0.25,,+2%
22253,Boosted Photon Mirror,0.833,+11%,
22254,Boosted Photon Mirror,0.0,+6%,
22255,Enhanced Emission Chamber,0.333,+8%,
22256,Efficient Light Filter,1.0,,+5%
22257,Additional Cooling System,0.0,+6%,
22258,Retuned Beam Capacitor,0.5,+9%,
22259,Boosted Light Filter,0.167,+7%,
22260,Boosted Photon Mirror,0.0,+6%,
22261,Efficient Lens Optics,0.833,+11%,
22262,Retuned Beam Amplifier,0.0,+6%,
22263,Boosted Reflector Glass,0.167,+7%,
22264,Efficient Photon Mirror,0.0,+6%,
22265,Additional Cooling System,0.25,,+2%
22266,Enhanced Cooling System,1.0,+12%,
22267,Retuned Reflector Glass,0.0,+6%,
22268,Enhanced Reflector Glass,0.25,,+2%
22269,Efficient Output Coupler,0.0,+6%,
22270,Additional Cooling System,0.25,,+2%
22271,Retuned Cooling System,0.167,+7%,
22272,Efficient Cooling System,0.5,,+3%
22273,Additional Light Filter,0.5,,+3%
22274,Boosted Beam Amplifier,0.25,,+2%
22275,Boosted Output Coupler,1.0,+12%,
22276,Efficient Reflector Glass,0.5,,+3%
22277,Efficient Cooling System,0.333,+8%,
22278,Retuned Diode Battery,0.167,+7%,
22279,Efficient Cooling System,0.0,+6%,
22280,Efficient Photon Mirror,0.0,+6%,
22281,Enhanced Cooling System,0.667,+10%,
22282,Enhanced Lens Optics,0.75,,+4%
22283,Enhanced Beam Capacitor,0.75,,+4%
22284,Enhanced Diode Battery,0.333,+8%,
22285,Boosted Diode Battery,0.75,,+4%
22286,Enhanced Beam Amplifier,0.0,+6%,
22287,Boosted Light Filter,0.5,,+3%
22288,Enhanced Beam Amplifier,0.0,+6%,
22289,Boosted Light Filter,0.75,,+4%
22290,Retuned Diode Battery,0.0,+6%,
22291,Retuned Beam Amplifier,1.0,,+5%
22292,Additional Photon Mirror,0.75,,+4%
22293,Boosted Beam Amplifier,0.5,,+3%
22294,Efficient Diode Battery,1.0,+12%,
22295,Efficient Cooling System,0.0,+6%,
22296,Additional Lens Optics,0.0,+6%,
22297,Enhanced Beam Capacitor,0.667,+10%,
22298,Enhanced Output Coupler,0.25,,+2%
22299,Boosted Reflector Glass,0.5,+9%,
22300,Efficient Light Filter,0.75,,+4%
22301,Efficient Reflector Glass,0.0,+6%,
22302,Additional Diode Battery,0.25,,+2%
22303,Enhanced Diode Battery,0.5,,+3%
22304,Efficient Diode Battery,0.167,+7%,
22305,Additional Beam Capacitor,0.0,+6%,
22306,Enhanced Emission Chamber,1.0,,+5%
22307,Boosted Output Coupler,0.25,,+2%
22308,Additional Photon Mirror,0.833,+11%,
22309,Efficient Reflector Glass,0.25,,+2%
22310,Efficient Diode Battery,0.5,,+3%
22311,Retuned Cooling System,0.25,,+2%
22312,Efficient Lens Optics,0.667,+10%,
22313,Additional Emission Chamber,0.667,+10%,
22314,Efficient Light Filter,0.25,,+2%
22315,Additional Diode Battery,1.0,,+5%
22316,Enhanced Lens Optics,0.5,,+3%
22317,Retuned Beam Amplifier,0.333,+8%,
22318,Efficient Output Coupler,0.25,,+2%
22319,Additional Cooling System,1.0,,+5%
22320,Efficient Lens Optics,0.25,,+2%
22321,Additional Diode Battery,0.25,,+2%
22322,Enhanced Lens Optics,0.25,,+2%
22323,Enhanced Lens Optics,0.75,,+4%
22324,Efficient Emission Chamber,0.5,,+3%
22325,Efficient Diode Battery,1.0,,+5%
22326,Enhanced Output Coupler,1.0,,+5%
22327,Efficient Beam Capacitor,0.25,,+2%
22328,Boosted Output Coupler,0.25,,+2%
22329,Additional Light Filter,0.25,,+2%
22330,Boosted Beam Capacitor,0.0,+6%,
22331,Additional Beam Capacitor,0.333,+8%,
22332,Boosted Beam Amplifier,0.0,+6%,
22333,Enhanced Beam Amplifier,0.25,,+2%
22334,Boosted Output Coupler,0.167,+7%,
22335,Enhanced Light Filter,0.0,+6%,
22336,Additional Beam Capacitor,1.0,,+5%
22337,Retuned Diode Battery,0.333,+8%,
22338,Additional Light Filter,0.25,,+2%
22339,Retuned Output Coupler,0.5,+9%,
22340,Enhanced Beam Capacitor,0.25,,+2%
22341,Enhanced Photon Mirror,0.167,+7%,
22342,Boosted Light Filter,0.25,,+2%
22343,Boosted Diode Battery,0.25,,+2%
22344,Efficient Lens Optics,0.0,+6%,
22345,Boosted Emission Chamber,0.0,+6%,
22346,Retuned Photon Mirror,0.833,+11%,
22347,Enhanced Beam Amplifier,1.0,,+5%
22348,Additional Diode Battery,0.25,,+2%
22349,Efficient Diode Battery,0.0,+6%,
22350,Enhanced Reflector Glass,0.0,+6%,
22351,Retuned Emission Chamber,0.25,,+2%
22352,Retuned Diode Battery,0.25,,+2%
22353,Retuned Emission Chamber,0.25,,+2%
22354,Boosted Reflector Glass,0.25,,+2%
22355,Enhanced Reflector Glass,0.5,,+3%
22356,Enhanced Output Coupler,0.25,,+2%
22357,Boosted Beam Capacitor,0.5,+9%,
22358,Additional Light Filter,0.75,,+4%
22359,Enhanced Output Coupler,0.25,,+2%
22360,Boosted Emission Chamber,0.333,+8%,
22361,Additional Output Coupler,0.5,,+3%
22362,Enhanced Light Filter,0.0,+6%,
22363,Boosted Reflector Glass,0.0,+6%,
22364,Boosted Output Coupler,0.833,+11%,
22365,Efficient Photon Mirror,0.5,,+3%
22366,Boosted Cooling System,1.0,+12%,
22367,Additional Photon Mirror,0.25,,+2%
22368,Retuned Beam Capacitor,0.0,+6%,
22369,Additional Cooling System,0.0,+6%,
22370,Additional Photon Mirror,0.5,,+3%
22371,Boosted Reflector Glass,0.25,,+2%
22372,Additional Photon Mirror,1.0,+12%,
22373,Enhanced Cooling System,0.167,+7%,
22374,Enhanced Beam Capacitor,0.333,+8%,
22375,Efficient Lens Optics,0.333,+8%,
22376,Additional Lens Optics,0.167,+7%,
22377,Boosted Cooling System,0.333,+8%,
22378,Boosted Beam Capacitor,0.0,+6%,
22379,Retuned Beam Capacitor,0.167,+7%,
22380,Additional Cooling System,0.75,,+4%
22381,Efficient Output Coupler,0.0,+6%,
22382,Enhanced Reflector Glass,0.0,+6%,
22383,Boosted Lens Optics,0.25,,+2%
22384,Boosted Reflector Glass,0.167,+7%,
22385,Retuned Diode Battery,0.75,,+4%
22386,Retuned Output Coupler,0.5,,+3%
22387,Retuned Cooling System,1.0,,+5%
22388,Efficient Cooling System,0.25,,+2%
22389,Efficient Beam Capacitor,0.5,+9%,
22390,Enhanced Reflector Glass,0.75,,+4%
22391,Boosted Lens Optics,0.75,,+4%
22392,Efficient Reflector Glass,0.167,+7%,
22393,Enhanced Lens Optics,0.0,+6%,
22394,Boosted Lens Optics,0.25,,+2%
22395,Enhanced Emission Chamber,1.0,,+5%
22396,Additional Diode Battery,0.25,,+2%
22397,Efficient Reflector Glass,0.75,,+4%
22398,Enhanced Reflector Glass,0.167,+7%,
22399,Retuned Output Coupler,0.75,,+4%
22400,Additional Photon Mirror,0.25,,+2%
22401,Enhanced Photon Mirror,0.333,+8%,
22402,Additional Lens Optics,0.667,+10%,
22403,Enhanced Light Filter,0.167,+7%,
22404,Retuned Beam Amplifier,0.25,,+2%
22405,Boosted Beam Capacitor,0.0,+6%,
22406,Retuned Light Filter,0.5,,+3%
22407,Efficient Light Filter,0.25,,+2%
22408,Retuned Lens Optics,0.5,+9%,
22409,Additional Cooling System,0.167,+7%,
22410,Retuned Output Coupler,1.0,,+5%
22411,Additional Photon Mirror,0.333,+8%,
22412,Enhanced Beam Capacitor,0.25,,+2%
22413,Enhanced Reflector Glass,0.333,+8%,
22414,Enhanced Output Coupler,0.5,+9%,
22415,Retuned Diode Battery,1.0,,+5%
22416,Additional Emission Chamber,0.25,,+2%
22417,Additional Emission Chamber,0.5,,+3%
22418,Retuned Diode Battery,0.0,+6%,
22419,Boosted Reflector Glass,0.333,+8%,
22420,Enhanced Light Filter,0.0,+6%,
22421,Efficient Photon Mirror,0.75,,+4%
22422,Enhanced Beam Amplifier,0.25,,+2%
22423,Boosted Reflector Glass,0.0,+6%,
22424,Enhanced Output Coupler,0.0,+6%,
22425,Efficient Emission Chamber,0.5,+9%,
22426,Efficient Output Coupler,0.0,+6%,
22427,Boosted Photon Mirror,0.0,+6%,
22428,Boosted Photon Mirror,0.25,,+2%
22429,Retuned Diode Battery,0.0,+6%,
22430,Enhanced Lens Optics,0.0,+6%,
22431,Retuned Beam Capacitor,0.75,,+4%
22432,Additional Light Filter,1.0,+12%,
22433,Efficient Output Coupler,0.25,,+2%
22434,Additional Photon Mirror,0.5,,+3%
22435,Retuned Output Coupler,0.5,+9%,
22436,Efficient Beam Amplifier,0.5,,+3%
22437,Efficient Diode Battery,0.5,+9%,
22438,Additional Lens Optics,0.333,+8%,
22439,Additional Light Filter,0.5,+9%,
22440,Additional Beam Amplifier,0.167,+7%,
22441,Retuned Reflector Glass,0.333,+8%,
22442,Enhanced Lens Optics,1.0,,+5%
22443,Boosted Beam Amplifier,0.75,,+4%
22444,Retuned Beam Amplifier,0.5,,+3%
22445,Retuned Emission Chamber,0.5,+9%,
22446,Additional Diode Battery,0.25,,+2%
22447,Retuned Photon Mirror,0.167,+7%,
22448,Additional Lens Optics,0.0,+6%,
22449,Retuned Diode Battery,0.0,+6%,
22450,Additional Beam Amplifier,0.25,,+2%
22451,Boosted Light Filter,0.25,,+2%
22452,Enhanced Lens Optics,0.25,,+2%
22453,Enhanced Lens Optics,0.0,+6%,
22454,Additional Photon Mirror,0.25,,+2%
22455,Additional Diode Battery,0.25,,+2%
22456,Boosted Emission Chamber,0.75,,+4%
22457,Additional Lens Optics,0.25,,+2%
22458,Efficient Photon Mirror,0.833,+11%,
22459,Efficient Cooling System,0.25,,+2%
22460,Efficient Lens Optics,1.0,,+5%
22461,Retuned Photon Mirror,0.333,+8%,
22462,Enhanced Beam Capacitor,0.25,,+2%
22463,Boosted Emission Chamber,0.333,+8%,
22464,Efficient Beam Capacitor,1.0,,+5%
22465,Enhanced Photon Mirror,0.167,+7%,
22466,Boosted Output Coupler,0.25,,+2%
22467,Efficient Diode Battery,0.75,,+4%
22468,Additional Light Filter,0.25,,+2%
22469,Efficient Beam Capacitor,0.167,+7%,
22470,Additional Diode Battery,0.167,+7%,
22471,Efficient Reflector Glass,0.25,,+2%
22472,Efficient Photon Mirror,1.0,,+5%
22473,Additional Emission Chamber,0.333,+8%,
22474,Retuned Diode Battery,1.0,,+5%
22475,Enhanced Reflector Glass,0.833,+11%,
22476,Efficient Light Filter,0.5,+9%,
22477,Retuned Emission Chamber,0.333,+8%,
22478,Additional Beam Capacitor,0.25,,+2%
22479,Retuned Cooling System,0.0,+6%,
22480,Boosted Light Filter,1.0,,+5%
22481,Boosted Beam Capacitor,0.833,+11%,
22482,Retuned Reflector Glass,0.25,,+2%
22483,Enhanced Reflector Glass,0.75,,+4%
22484,Efficient Output Coupler,0.75,,+4%
22485,Efficient Beam Capacitor,0.75,,+4%
22486,Additional Diode Battery,0.5,+9%,
22487,Retuned Light Filter,0.25,,+2%
22488,Retuned Reflector Glass,0.0,+6%,
22489,Boosted Diode Battery,0.333,+8%,
22490,Additional Cooling System,0.333,+8%,
22491,Efficient Lens Optics,0.25,,+2%
22492,Boosted Diode Battery,0.833,+11%,
22493,Enhanced Reflector Glass,0.5,,+3%
22494,Enhanced Output Coupler,0.0,+6%,
22495,Efficient Beam Capacitor,0.167,+7%,
22496,Enhanced Emission Chamber,0.5,+9%,
22497,Boosted Emission Chamber,0.25,,+2%
22498,Additional Cooling System,0.5,+9%,
22499,Retuned Light Filter,0.25,,+2%
22500,Additional Light Filter,0.5,,+3%
22501,Enhanced Beam Amplifier,0.75,,+4%
22502,Additional Light Filter,0.25,,+2%
22503,Efficient Beam Amplifier,0.25,,+2%
22504,Retuned Reflector Glass,0.25,,+2%
22505,Additional Diode Battery,0.833,+11%,
22506,Retuned Cooling System,0.667,+10%,
22507,Boosted Cooling System,0.833,+11%,
22508,Boosted Beam Capacitor,0.0,+6%,
22509,Efficient Emission Chamber,1.0,,+5%
22510,Retuned Light Filter,0.333,+8%,
22511,Boosted Photon Mirror,0.333,+8%,
22512,Enhanced Cooling System,0.333,+8%,
22513,Boosted Cooling System,0.5,,+3%
22514,Retuned Emission Chamber,0.167,+7%,
22515,Boosted Diode Battery,0.5,,+3%
22516,Efficient Beam Capacitor,0.667,+10%,
22517,Enhanced Emission Chamber,0.5,+9%,
22518,Enhanced Beam Amplifier,0.0,+6%,
22519,Retuned Diode Battery,0.5,,+3%
22520,Efficient Photon Mirror,0.167,+7%,
22521,Additional Cooling System,0.0,+6%,
22522,Additional Photon Mirror,0.167,+7%,
22523,Enhanced Beam Amplifier,0.0,+6%,
22524,Enhanced Reflector Glass,0.5,,+3%
22525,Efficient Photon Mirror,0.25,,+2%
22526,Enhanced Output Coupler,0.333,+8%,
22527,Efficient Output Coupler,0.833,+11%,
22528,Efficient Beam Amplifier,0.25,,+2%
22529,Boosted Beam Amplifier,0.5,+9%,
22530,Retuned Diode Battery,1.0,,+5%
22531,Additional Photon Mirror,0.5,+9%,
22532,Boosted Emission Chamber,0.25,,+2%
22533,Retuned Beam Capacitor,0.5,+9%,
22534,Additional Beam Amplifier,0.667,+10%,
22535,Boosted Lens Optics,0.75,,+4%
22536,Efficient Diode Battery,0.0,+6%,
22537,Enhanced Photon Mirror,0.25,,+2%
22538,Efficient Output Coupler,0.5,+9%,
22539,Retuned Beam Capacitor,0.5,+9%,
22540,Boosted Emission Chamber,0.0,+6%,
22541,Additional Cooling System,0.0,+6%,
22542,Enhanced Cooling System,0.0,+6%,
22543,Enhanced Lens Optics,1.0,,+5%
22544,Additional Reflector Glass,0.5,,+3%
22545,Boosted Reflector Glass,1.0,,+5%
22546,Additional Beam Amplifier,1.0,,+5%
22547,Retuned Beam Capacitor,1.0,,+5%
22548,Efficient Lens Optics,0.25,,+2%
22549,Efficient Beam Amplifier,0.75,,+4%
22550,Efficient Cooling System,0.25,,+2%
22551,Efficient Cooling System,0.5,,+3%
22552,Additional Emission Chamber,0.167,+7%,
22553,Additional Light Filter,0.833,+11%,
22554,Efficient Output Coupler,0.333,+8%,
22555,Additional Output Coupler,0.25,,+2%
22556,Efficient Beam Capacitor,0.25,,+2%
22557,Retuned Diode Battery,0.25,,+2%
22558,Retuned Reflector Glass,1.0,,+5%
22559,Efficient Lens Optics,0.833,+11%,
22560,Enhanced Lens Optics,0.25,,+2%
22561,Additional Emission Chamber,0.5,,+3%
22562,Efficient Lens Optics,0.167,+7%,
22563,Additional Reflector Glass,0.25,,+2%
22564,Efficient Beam Capacitor,0.25,,+2%
22565,Enhanced Cooling System,0.167,+7%,
22566,Additional Reflector Glass,0.75,,+4%
22567,Retuned Beam Amplifier,0.0,+6%,
22568,Boosted Output Coupler,0.333,+8%,
22569,Boosted Lens Optics,0.0,+6%,
22570,Boosted Emission Chamber,0.0,+6%,
22571,Enhanced Lens Optics,1.0,,+5%
22572,Retuned Lens Optics,0.667,+10%,
22573,Retuned Emission Chamber,0.0,+6%,
22574,Efficient Cooling System,0.25,,+2%
22575,Boosted Output Coupler,0.25,,+2%
22576,Enhanced Photon Mirror,0.0,+6%,
22577,Enhanced Lens Optics,0.333,+8%,
22578,Boosted Light Filter,0.333,+8%,
22579,Retuned Output Coupler,0.25,,+2%
22580,Boosted Reflector Glass,0.0,+6%,
22581,Retuned Reflector Glass,0.167,+7%,
22582,Boosted Beam Capacitor,0.833,+11%,
22583,Enhanced Beam Capacitor,0.833,+11%,
22584,Retuned Beam Capacitor,0.0,+6%,
