sep=,
Seed,Name,Perfection,Ship_Weapons_Lasers_HeatTime,Ship_Weapons_Lasers_Damage
32618,Fidgety Pupil,0.062,+14%,
32619,Stretched Projector,0.0,,+12%
32620,Fissured Retina,0.167,,+13%
32621,Stretched Lens,0.0,,+12%
32622,Fissured Projector,0.333,,+14%
32623,Nervous Aperture,0.042,+13%,+12%
32624,Fidgety Aperture,0.0,+11%,
32625,Stretched Cornea,0.167,,+13%
32626,Stretched Projector,0.167,,+13%
32627,Leaking Reflector,0.0,,+12%
32628,Stretched Mirror,0.562,+14%,+15%
32629,Leaking Cornea,0.375,+29%,
32630,Fissured Mirror,0.0,,+12%
32631,Stretched Iris,0.396,+30%,
32632,Stretched Fluids,0.5,,+15%
32633,Leaking Lens,0.0,,+12%
32634,Nervous Retina,0.0,+11%,
32635,Nervous Reflector,0.5,,+15%
32636,Nervous Projector,0.167,,+13%
32637,Nervous Iris,0.0,,+12%
32638,Fissured Lens,0.042,+13%,
32639,Fissured Iris,0.021,+12%,
32640,Fissured Cornea,0.208,+21%,
32641,Fidgety Cornea,0.0,+11%,+12%
32642,Nervous Aperture,0.5,,+15%
32643,Nervous Pupil,0.458,+33%,
32644,Leaking Iris,0.0,+11%,
32645,Leaking Aperture,0.167,+19%,
32646,Stretched Lens,0.0,,+12%
32647,Nervous Aperture,0.0,,+12%
32648,Stretched Aperture,0.5,,+15%
32649,Leaking Reflector,0.792,+25%,+15%
32650,Stretched Retina,0.0,,+12%
32651,Nervous Pupil,0.417,+31%,
32652,Fissured Reflector,0.333,,+14%
32653,Leaking Pupil,0.083,+15%,
32654,Stretched Mirror,0.021,+12%,
32655,Stretched Cornea,0.0,+11%,
32656,Nervous Fluids,0.0,,+12%
32657,Fissured Lens,0.333,,+14%
32658,Fissured Iris,0.0,+11%,
32659,Stretched Reflector,0.333,,+14%
32660,Stretched Lens,0.333,,+14%
32661,Nervous Retina,0.0,,+12%
32662,Fissured Pupil,0.0,+11%,
32663,Nervous Reflector,0.438,+32%,
32664,Stretched Iris,0.333,,+14%
32665,Leaking Retina,0.021,+12%,
32666,Fissured Iris,0.167,,+13%
32667,Nervous Lens,0.0,,+12%
32668,Nervous Pupil,0.0,+11%,
32669,Fissured Cornea,0.333,,+14%
32670,Leaking Projector,0.0,+11%,+12%
32671,Nervous Fluids,0.0,,+12%
32672,Fidgety Aperture,0.083,+15%,+12%
32673,Fidgety Aperture,0.333,+27%,
32674,Fidgety Cornea,0.0,,+12%
32675,Stretched Cornea,0.0,,+12%
32676,Nervous Reflector,0.125,+17%,
32677,Stretched Projector,0.5,+35%,+12%
32678,Stretched Reflector,0.333,+27%,+12%
32679,Stretched Retina,0.125,+17%,
32680,Fissured Lens,0.042,+13%,
32681,Nervous Iris,0.167,+19%,
32682,Stretched Pupil,0.0,+11%,
32683,Fidgety Fluids,0.062,+14%,
32684,Stretched Reflector,0.042,+13%,
32685,Nervous Pupil,0.021,+12%,
32686,Stretched Projector,0.5,,+15%
32687,Fidgety Aperture,0.0,+11%,
32688,Fissured Retina,0.333,,+14%
32689,Fidgety Fluids,0.417,+31%,
32690,Leaking Mirror,0.0,+11%,
32691,Nervous Iris,0.333,,+14%
32692,Leaking Pupil,0.5,,+15%
32693,Stretched Pupil,0.0,,+12%
32694,Fissured Reflector,0.25,+23%,
32695,Fidgety Aperture,0.0,+11%,
32696,Nervous Fluids,0.375,+29%,
32697,Leaking Projector,0.167,,+13%
32698,Leaking Lens,0.042,+13%,
32699,Nervous Lens,0.146,+18%,
32700,Fidgety Mirror,0.167,,+13%
32701,Leaking Reflector,0.146,+18%,
32702,Leaking Iris,0.0,+11%,+12%
32703,Stretched Mirror,0.0,,+12%
32704,Nervous Lens,0.333,+19%,+13%
32705,Fissured Mirror,0.104,+16%,
32706,Fissured Retina,0.021,+12%,
32707,Nervous Mirror,0.354,+28%,
32708,Stretched Retina,0.625,+17%,+15%
32709,Leaking Cornea,0.0,,+12%
32710,Leaking Reflector,0.25,+23%,
32711,Stretched Fluids,0.0,+11%,
32712,Fidgety Pupil,0.167,,+13%
32713,Fissured Fluids,0.438,+24%,+13%
32714,Fissured Fluids,0.5,,+15%
32715,Nervous Mirror,0.021,+12%,+12%
32716,Stretched Pupil,0.0,,+12%
32717,Nervous Aperture,0.292,+17%,+13%
32718,Fidgety Lens,0.167,,+13%
32719,Nervous Cornea,0.0,,+12%
32720,Fissured Projector,0.0,,+12%
32721,Nervous Projector,0.0,,+12%
32722,Fissured Aperture,0.0,,+12%
32723,Nervous Cornea,0.25,+23%,
32724,Leaking Cornea,0.0,+11%,
32725,Fissured Fluids,0.167,,+13%
32726,Leaking Pupil,0.375,+21%,+13%
32727,Fissured Aperture,0.083,+15%,
32728,Fidgety Mirror,0.167,,+13%
32729,Stretched Iris,0.958,+33%,+15%
32730,Nervous Pupil,0.0,,+12%
32731,Stretched Iris,0.062,+14%,
32732,Leaking Projector,0.167,,+13%
32733,Fidgety Aperture,0.0,,+12%
32734,Fidgety Cornea,0.5,,+15%
32735,Fidgety Mirror,0.0,,+12%
32736,Leaking Pupil,0.146,+18%,
32737,Nervous Pupil,0.021,+12%,+12%
32738,Fidgety Retina,0.125,+17%,
32739,Fidgety Projector,0.083,+15%,
32740,Stretched Lens,0.0,,+12%
32741,Leaking Mirror,0.167,,+13%
32742,Nervous Mirror,0.188,+20%,
32743,Nervous Fluids,0.021,+12%,
32744,Nervous Reflector,0.167,,+13%
32745,Fissured Retina,0.0,+11%,
32746,Fissured Aperture,0.5,,+15%
32747,Fissured Cornea,0.271,+24%,
32748,Leaking Reflector,0.0,+11%,
32749,Stretched Cornea,0.0,,+12%
32750,Leaking Projector,0.292,+25%,+12%
32751,Stretched Cornea,0.0,,+12%
32752,Fissured Aperture,0.167,,+13%
32753,Fidgety Retina,0.333,,+14%
32754,Nervous Fluids,0.083,+15%,
32755,Fidgety Cornea,0.125,+17%,+12%
32756,Nervous Iris,0.167,,+13%
32757,Leaking Pupil,0.5,,+15%
32758,Nervous Retina,0.458,+17%,+14%
32759,Stretched Retina,0.104,+16%,
32760,Leaking Reflector,0.0,+11%,
32761,Stretched Cornea,0.042,+13%,
32762,Stretched Iris,0.25,+23%,
32763,Fissured Reflector,0.021,+12%,
32764,Fidgety Reflector,0.083,+15%,
32765,Stretched Cornea,0.0,,+12%
32766,Leaking Iris,0.167,+19%,
32767,Fissured Mirror,0.0,+11%,
32768,Nervous Pupil,0.5,+11%,+15%
32769,Leaking Retina,0.229,+22%,
32770,Stretched Retina,0.333,,+14%
32771,Stretched Pupil,0.333,,+14%
32772,Nervous Mirror,0.0,+11%,+12%
32773,Fissured Iris,0.354,+12%,+14%
32774,Fidgety Projector,0.0,,+12%
32775,Leaking Aperture,0.0,,+12%
32776,Nervous Lens,0.062,+14%,
32777,Fissured Lens,0.167,,+13%
32778,Fissured Projector,0.0,,+12%
32779,Nervous Cornea,0.458,+33%,
32780,Fissured Fluids,0.021,+12%,
32781,Fissured Iris,0.375,+29%,
32782,Stretched Cornea,0.292,+17%,+13%
32783,Fissured Reflector,0.396,+30%,
32784,Fissured Iris,0.042,+13%,+12%
32785,Leaking Iris,0.104,+16%,+12%
32786,Stretched Lens,0.146,+18%,
32787,Leaking Pupil,0.0,,+12%
32788,Fidgety Lens,0.0,,+12%
32789,Nervous Mirror,0.0,,+12%
32790,Stretched Lens,0.021,+12%,+12%
32791,Stretched Reflector,0.042,+13%,
32792,Fissured Projector,0.167,,+13%
32793,Leaking Pupil,0.375,+29%,
32794,Stretched Pupil,0.354,+28%,+12%
32795,Fissured Retina,0.167,,+13%
32796,Stretched Reflector,0.333,,+14%
32797,Fidgety Fluids,0.083,+15%,
32798,Fissured Reflector,0.396,+14%,+14%
32799,Fidgety Fluids,0.062,+14%,
32800,Nervous Reflector,0.208,+21%,
32801,Nervous Lens,0.333,+11%,+14%
32802,Fidgety Retina,0.104,+16%,
32803,Stretched Pupil,0.375,+29%,+12%
32804,Fidgety Pupil,0.333,,+14%
32805,Stretched Cornea,0.0,,+12%
32806,Fidgety Fluids,0.062,+14%,
32807,Leaking Lens,0.438,+24%,+13%
32808,Nervous Cornea,0.0,,+12%
32809,Stretched Cornea,0.0,,+12%
32810,Stretched Reflector,0.146,+18%,
32811,Leaking Mirror,0.583,+31%,+13%
32812,Stretched Cornea,0.312,+26%,
32813,Stretched Reflector,0.438,+32%,
32814,Fidgety Fluids,0.333,,+14%
32815,Nervous Iris,0.208,+21%,
32816,Leaking Reflector,0.0,+11%,
32817,Fidgety Reflector,0.5,,+15%
32818,Stretched Cornea,0.0,,+12%
32819,Fissured Projector,0.0,+11%,
32820,Leaking Aperture,0.438,+32%,
32821,Fidgety Fluids,0.896,+30%,+15%
32822,Stretched Reflector,0.396,+30%,+12%
32823,Nervous Iris,0.167,+19%,
32824,Nervous Projector,0.5,,+15%
32825,Fissured Mirror,0.0,,+12%
32826,Nervous Pupil,0.333,,+14%
32827,Fidgety Iris,0.0,,+12%
32828,Fissured Mirror,0.417,+31%,+12%
32829,Fissured Retina,0.0,,+12%
32830,Fidgety Iris,0.438,+32%,
32831,Leaking Retina,0.333,,+14%
32832,Fidgety Iris,0.125,+17%,
32833,Fissured Projector,0.333,,+14%
32834,Nervous Mirror,0.396,+22%,+13%
32835,Leaking Pupil,0.292,+17%,+13%
32836,Stretched Iris,0.333,,+14%
32837,Leaking Fluids,0.146,+18%,
32838,Fidgety Fluids,0.229,+22%,
32839,Fissured Pupil,0.333,,+14%
32840,Nervous Cornea,0.333,,+14%
32841,Fidgety Lens,0.0,+11%,
32842,Leaking Mirror,0.167,+19%,
32843,Fissured Mirror,0.479,+34%,
32844,Leaking Fluids,0.0,,+12%
32845,Nervous Iris,0.542,+13%,+15%
32846,Fidgety Mirror,0.167,+19%,
32847,Nervous Aperture,0.0,+11%,
32848,Fissured Projector,0.0,,+12%
32849,Leaking Projector,0.375,+29%,
32850,Nervous Projector,0.354,+12%,+14%
32851,Stretched Projector,0.167,,+13%
32852,Stretched Projector,0.146,+18%,
32853,Stretched Aperture,0.375,+29%,+12%
32854,Nervous Pupil,0.5,+35%,
32855,Stretched Reflector,0.0,,+12%
32856,Fidgety Aperture,0.104,+16%,
32857,Fidgety Retina,0.25,+23%,
32858,Fidgety Mirror,0.208,+21%,
32859,Fidgety Fluids,0.062,+14%,
32860,Nervous Retina,0.167,+11%,+13%
32861,Fidgety Reflector,0.0,,+12%
32862,Leaking Aperture,0.333,,+14%
32863,Fissured Retina,0.396,+30%,
32864,Fissured Pupil,0.104,+16%,+12%
32865,Fidgety Mirror,0.312,+26%,+12%
32866,Nervous Aperture,0.479,+34%,+12%
32867,Leaking Iris,0.417,+31%,+12%
32868,Stretched Pupil,0.146,+18%,
32869,Fidgety Iris,0.062,+14%,
32870,Fissured Lens,0.0,,+12%
32871,Nervous Mirror,0.312,+26%,
32872,Leaking Iris,0.167,,+13%
32873,Stretched Mirror,0.0,+11%,
32874,Stretched Fluids,0.333,+11%,+14%
32875,Leaking Mirror,0.479,+26%,+13%
32876,Stretched Pupil,0.0,,+12%
32877,Nervous Reflector,0.458,+33%,
32878,Fissured Retina,0.0,,+12%
32879,Leaking Pupil,0.333,,+14%
32880,Leaking Cornea,0.5,,+15%
32881,Leaking Fluids,0.125,+17%,
32882,Fidgety Retina,0.0,+11%,
32883,Leaking Lens,0.021,+12%,
32884,Fidgety Mirror,0.333,,+14%
32885,Fidgety Pupil,0.0,+11%,
32886,Leaking Projector,0.562,+14%,+15%
32887,Leaking Cornea,0.104,+16%,
32888,Stretched Retina,0.75,+31%,+14%
32889,Fissured Aperture,0.5,+11%,+15%
32890,Fissured Lens,0.396,+30%,
32891,Nervous Mirror,0.5,,+15%
32892,Fidgety Retina,0.062,+14%,
32893,Leaking Cornea,0.396,+30%,+12%
32894,Stretched Iris,0.0,,+12%
32895,Leaking Lens,0.271,+24%,+12%
32896,Nervous Cornea,0.042,+13%,
32897,Nervous Pupil,0.271,+24%,
32898,Leaking Projector,0.188,+20%,
32899,Fidgety Fluids,0.688,+28%,+14%
32900,Fissured Aperture,0.0,,+12%
32901,Stretched Pupil,0.0,,+12%
32902,Stretched Cornea,0.0,,+12%
32903,Fissured Mirror,0.0,+11%,+12%
32904,Fidgety Mirror,0.479,+34%,
32905,Stretched Retina,0.333,,+14%
32906,Fidgety Iris,0.167,,+13%
32907,Nervous Mirror,0.0,,+12%
32908,Leaking Iris,0.208,+21%,
32909,Stretched Projector,0.75,+23%,+15%
32910,Fidgety Projector,0.0,,+12%
32911,Stretched Pupil,0.0,,+12%
32912,Stretched Mirror,0.0,,+12%
32913,Fidgety Cornea,0.0,,+12%
32914,Fissured Aperture,0.042,+13%,
32915,Stretched Aperture,0.5,+35%,
32916,Fidgety Retina,0.104,+16%,
32917,Stretched Aperture,0.167,+19%,
32918,Leaking Cornea,0.5,,+15%
32919,Fidgety Aperture,0.0,+11%,+12%
32920,Leaking Reflector,0.208,+21%,
32921,Fissured Fluids,0.208,+21%,+12%
32922,Fissured Iris,0.062,+14%,+12%
32923,Nervous Fluids,0.083,+15%,+12%
32924,Stretched Aperture,0.146,+18%,
32925,Fidgety Cornea,0.333,,+14%
32926,Nervous Reflector,0.0,,+12%
32927,Fissured Retina,0.083,+15%,
32928,Fidgety Cornea,0.167,+19%,
32929,Stretched Mirror,0.333,,+14%
32930,Nervous Reflector,0.771,+24%,+15%
32931,Nervous Fluids,0.229,+22%,+12%
32932,Stretched Iris,0.438,+32%,+12%
32933,Leaking Aperture,0.333,+11%,+14%
32934,Fidgety Pupil,0.5,,+15%
32935,Fissured Mirror,0.167,,+13%
32936,Fissured Mirror,0.333,,+14%
32937,Leaking Cornea,0.5,+35%,
32938,Stretched Aperture,0.146,+18%,
32939,Stretched Aperture,0.021,+12%,
32940,Stretched Reflector,0.104,+16%,
32941,Fidgety Mirror,0.083,+15%,+12%
32942,Fidgety Iris,0.167,+19%,+12%
32943,Fidgety Cornea,0.021,+12%,
32944,Fidgety Retina,0.0,,+12%
32945,Fidgety Mirror,0.0,+11%,+12%
32946,Leaking Reflector,0.0,,+12%
32947,Fidgety Fluids,0.25,+23%,+12%
32948,Fissured Projector,0.0,,+12%
32949,Leaking Projector,0.0,,+12%
32950,Stretched Aperture,0.083,+15%,
32951,Nervous Cornea,0.333,,+14%
32952,Nervous Aperture,0.646,+18%,+15%
32953,Nervous Projector,0.333,,+14%
32954,Fissured Pupil,0.146,+18%,
32955,Stretched Retina,0.167,,+13%
32956,Leaking Lens,0.167,,+13%
32957,Fidgety Fluids,0.0,,+12%
32958,Stretched Aperture,0.167,,+13%
32959,Leaking Cornea,0.354,+28%,+12%
32960,Fissured Iris,0.0,,+12%
32961,Stretched Reflector,0.0,+11%,+12%
32962,Fidgety Reflector,0.25,+23%,
32963,Fissured Aperture,0.021,+12%,
32964,Fidgety Lens,0.0,+11%,
32965,Fissured Mirror,0.0,,+12%
32966,Fidgety Cornea,0.292,+25%,
32967,Stretched Reflector,0.167,,+13%
32968,Fissured Aperture,0.333,,+14%
32969,Nervous Lens,0.271,+24%,
32970,Leaking Aperture,0.25,+23%,
32971,Fissured Iris,0.354,+28%,
32972,Fidgety Iris,0.062,+14%,
32973,Stretched Pupil,0.5,+11%,+15%
32974,Nervous Cornea,0.125,+17%,
32975,Fissured Pupil,0.333,,+14%
32976,Leaking Mirror,0.146,+18%,+12%
32977,Stretched Lens,0.167,,+13%
32978,Nervous Reflector,0.062,+14%,
32979,Nervous Lens,0.333,,+14%
32980,Stretched Aperture,0.5,+35%,
32981,Stretched Retina,0.0,,+12%
32982,Stretched Fluids,0.0,+11%,+12%
32983,Stretched Fluids,0.0,+11%,
32984,Nervous Reflector,0.0,+11%,+12%
32985,Nervous Reflector,0.0,,+12%
32986,Fissured Reflector,0.333,,+14%
32987,Fidgety Retina,0.0,,+12%
32988,Nervous Projector,0.333,+11%,+14%
32989,Nervous Projector,0.0,,+12%
32990,Stretched Cornea,0.0,,+12%
32991,Fidgety Retina,0.0,,+12%
32992,Leaking Lens,0.292,+25%,
32993,Fissured Pupil,0.0,+11%,+12%
32994,Stretched Cornea,0.208,+21%,
32995,Stretched Reflector,0.375,+21%,+13%
32996,Fidgety Iris,0.0,,+12%
32997,Nervous Aperture,0.0,+11%,+12%
32998,Stretched Pupil,0.0,,+12%
32999,Fissured Iris,0.0,,+12%
33000,Stretched Pupil,0.062,+14%,
33001,Stretched Iris,0.0,,+12%
33002,Fidgety Fluids,0.0,+11%,
33003,Fissured Lens,0.0,+11%,
33004,Fissured Pupil,0.0,,+12%
33005,Nervous Retina,0.5,,+15%
33006,Nervous Mirror,0.333,+27%,
33007,Fidgety Reflector,0.0,,+12%
33008,Fissured Iris,0.229,+14%,+13%
33009,Stretched Projector,0.333,,+14%
33010,Fissured Aperture,0.271,+24%,+12%
33011,Nervous Mirror,0.021,+12%,
33012,Leaking Iris,0.417,+31%,+12%
33013,Fidgety Mirror,0.0,+11%,
33014,Stretched Fluids,0.229,+22%,
33015,Fidgety Aperture,0.062,+14%,
33016,Nervous Lens,0.0,+11%,
33017,Nervous Fluids,0.0,+11%,
33018,Fidgety Aperture,0.167,,+13%
33019,Leaking Fluids,0.229,+22%,
33020,Stretched Mirror,0.167,,+13%
33021,Fidgety Pupil,0.333,,+14%
33022,Fissured Projector,0.5,+35%,
33023,Leaking Lens,0.125,+17%,
33024,Stretched Reflector,0.625,+33%,+13%
33025,Leaking Pupil,0.167,,+13%
33026,Fidgety Mirror,0.125,+17%,
33027,Nervous Aperture,0.354,+12%,+14%
33028,Nervous Aperture,0.083,+15%,
33029,Stretched Aperture,0.5,,+15%
33030,Leaking Iris,0.5,,+15%
33031,Stretched Fluids,0.0,+11%,
33032,Fidgety Lens,0.0,,+12%
33033,Fidgety Lens,0.0,,+12%
33034,Nervous Retina,0.146,+18%,
33035,Leaking Mirror,0.167,,+13%
33036,Stretched Iris,0.0,,+12%
33037,Nervous Retina,0.0,+11%,
33038,Nervous Projector,0.312,+26%,
33039,Leaking Lens,0.312,+18%,+13%
33040,Nervous Iris,0.125,+17%,+12%
33041,Stretched Iris,0.646,+26%,+14%
33042,Fidgety Mirror,0.0,+11%,
33043,Fidgety Fluids,0.0,+11%,+12%
33044,Stretched Iris,0.146,+18%,+12%
33045,Stretched Pupil,0.5,+19%,+14%
33046,Nervous Projector,0.0,,+12%
33047,Fidgety Fluids,0.0,+11%,
33048,Fidgety Reflector,0.0,,+12%
33049,Nervous Aperture,0.0,,+12%
33050,Fissured Iris,0.0,+11%,
33051,Fissured Retina,0.0,,+12%
33052,Leaking Lens,0.146,+18%,
33053,Nervous Projector,0.438,+32%,
33054,Leaking Fluids,0.0,,+12%
33055,Nervous Projector,0.0,,+12%
33056,Nervous Cornea,0.333,,+14%
33057,Fissured Iris,0.0,,+12%
33058,Leaking Mirror,0.333,,+14%
33059,Fidgety Retina,0.167,,+13%
33060,Fissured Cornea,0.5,,+15%
33061,Fissured Projector,0.062,+14%,
33062,Nervous Fluids,0.0,,+12%
33063,Fissured Pupil,0.0,,+12%
33064,Stretched Lens,0.0,,+12%
33065,Leaking Pupil,0.458,+33%,
33066,Nervous Pupil,0.417,+31%,+12%
33067,Fissured Cornea,0.5,,+15%
33068,Fissured Fluids,0.0,+11%,+12%
33069,Fidgety Projector,0.0,+11%,
33070,Fissured Retina,0.167,,+13%
33071,Nervous Pupil,0.0,+11%,
33072,Fissured Lens,0.125,+17%,
33073,Fidgety Retina,0.188,+20%,
33074,Stretched Lens,0.042,+13%,
33075,Fissured Mirror,0.354,+28%,
33076,Leaking Aperture,0.0,,+12%
33077,Fidgety Pupil,0.333,,+14%
33078,Stretched Cornea,0.438,+16%,+14%
33079,Leaking Cornea,0.042,+13%,+12%
33080,Stretched Projector,0.0,,+12%
33081,Stretched Aperture,0.021,+12%,
33082,Leaking Pupil,0.0,+11%,
33083,Nervous Fluids,0.333,+27%,
33084,Fidgety Projector,0.229,+22%,
33085,Stretched Iris,0.167,+11%,+13%
33086,Nervous Aperture,0.646,+18%,+15%
33087,Nervous Iris,0.0,,+12%
33088,Nervous Pupil,0.458,+33%,+12%
33089,Stretched Iris,0.5,,+15%
33090,Fidgety Pupil,0.0,,+12%
33091,Leaking Iris,0.375,+29%,
33092,Stretched Fluids,0.0,,+12%
33093,Fissured Retina,0.417,+31%,+12%
33094,Fidgety Cornea,0.229,+22%,
33095,Stretched Cornea,0.479,+34%,
33096,Nervous Cornea,0.167,,+13%
33097,Fissured Reflector,0.062,+14%,
33098,Fissured Fluids,0.167,+19%,
33099,Stretched Reflector,0.333,,+14%
33100,Leaking Aperture,0.0,+11%,
33101,Fissured Iris,0.125,+17%,
33102,Fissured Cornea,0.333,,+14%
33103,Leaking Iris,0.0,+11%,
33104,Nervous Projector,0.292,+25%,
33105,Leaking Retina,0.333,+27%,
33106,Nervous Pupil,0.062,+14%,
33107,Fidgety Mirror,0.0,,+12%
33108,Leaking Fluids,0.333,,+14%
33109,Fissured Reflector,0.0,,+12%
33110,Fissured Projector,0.167,+19%,
33111,Nervous Fluids,0.5,,+15%
33112,Nervous Mirror,0.146,+18%,
33113,Fissured Pupil,0.0,,+12%
33114,Leaking Projector,0.0,,+12%
33115,Nervous Lens,0.167,,+13%
33116,Leaking Retina,0.0,,+12%
33117,Nervous Projector,0.0,,+12%
33118,Stretched Projector,0.5,+35%,
33119,Stretched Reflector,0.333,,+14%
33120,Nervous Pupil,0.5,,+15%
33121,Fidgety Pupil,0.104,+16%,
33122,Leaking Iris,0.125,+17%,
33123,Leaking Reflector,0.417,+31%,
33124,Fidgety Cornea,0.0,,+12%
33125,Fissured Cornea,0.667,+27%,+14%
33126,Fidgety Lens,0.229,+22%,
33127,Stretched Mirror,0.0,+11%,
33128,Fissured Fluids,0.0,,+12%
33129,Nervous Mirror,0.0,,+12%
33130,Stretched Reflector,0.042,+13%,+12%
33131,Stretched Mirror,0.333,,+14%
33132,Fissured Cornea,0.062,+14%,
33133,Fidgety Mirror,0.125,+17%,
33134,Fissured Fluids,0.438,+24%,+13%
33135,Stretched Aperture,0.333,,+14%
33136,Leaking Reflector,0.0,+11%,
33137,Fissured Cornea,0.0,,+12%
33138,Fissured Aperture,0.042,+13%,
33139,Fissured Fluids,0.021,+12%,
33140,Fissured Reflector,0.625,+25%,+14%
33141,Fissured Pupil,0.0,,+12%
33142,Nervous Retina,0.375,+29%,
33143,Fidgety Pupil,0.333,,+14%
33144,Stretched Projector,0.042,+13%,
33145,Leaking Aperture,0.062,+14%,
33146,Fissured Fluids,0.167,,+13%
33147,Leaking Lens,0.0,+11%,
33148,Leaking Pupil,0.188,+12%,+13%
33149,Fissured Retina,0.0,+11%,
33150,Fidgety Projector,0.167,,+13%
33151,Fidgety Pupil,0.479,+34%,
33152,Nervous Fluids,0.167,,+13%
33153,Fissured Projector,0.229,+22%,
33154,Leaking Projector,0.396,+30%,
33155,Fissured Projector,0.167,,+13%
33156,Fidgety Retina,0.375,+29%,
33157,Fissured Retina,0.0,,+12%
33158,Fidgety Reflector,0.167,+19%,+12%
33159,Leaking Aperture,0.0,+11%,
33160,Stretched Reflector,0.396,+30%,
33161,Stretched Mirror,0.0,,+12%
33162,Fidgety Mirror,0.0,+11%,+12%
33163,Fissured Retina,0.0,,+12%
33164,Stretched Cornea,0.083,+15%,
33165,Nervous Iris,0.333,,+14%
33166,Nervous Aperture,0.021,+12%,
33167,Nervous Fluids,0.0,,+12%
33168,Nervous Iris,0.0,,+12%
33169,Fissured Retina,0.396,+30%,
33170,Stretched Mirror,0.0,,+12%
33171,Fissured Reflector,0.5,+11%,+15%
33172,Stretched Iris,0.333,,+14%
33173,Fidgety Retina,0.396,+30%,
33174,Leaking Iris,0.0,+11%,
33175,Stretched Aperture,0.5,+35%,
33176,Fissured Reflector,0.146,+18%,
33177,Fissured Projector,0.312,+26%,
33178,Fidgety Pupil,0.167,,+13%
33179,Leaking Aperture,0.5,+35%,
33180,Fidgety Lens,0.333,+11%,+14%
33181,Stretched Cornea,0.167,,+13%
33182,Stretched Iris,0.0,,+12%
33183,Stretched Fluids,0.0,,+12%
33184,Nervous Projector,0.0,,+12%
33185,Leaking Lens,0.458,+33%,
33186,Leaking Pupil,0.167,,+13%
33187,Fidgety Reflector,0.333,,+14%
33188,Nervous Aperture,0.042,+13%,+12%
33189,Fidgety Lens,0.5,,+15%
33190,Nervous Aperture,0.0,+11%,
33191,Fidgety Fluids,0.167,,+13%
33192,Nervous Retina,0.167,+19%,
33193,Stretched Pupil,0.417,+31%,+12%
33194,Fissured Reflector,0.104,+16%,
33195,Fissured Reflector,0.167,,+13%
33196,Leaking Retina,0.396,+22%,+13%
33197,Fidgety Lens,0.354,+28%,
33198,Nervous Pupil,0.062,+14%,
33199,Fissured Projector,0.0,,+12%
33200,Fissured Pupil,0.104,+16%,
33201,Fissured Fluids,0.0,,+12%
33202,Leaking Reflector,0.0,,+12%
33203,Leaking Projector,0.5,,+15%
33204,Fissured Mirror,0.5,,+15%
33205,Fissured Pupil,0.146,+18%,
33206,Fidgety Fluids,0.312,+26%,
33207,Stretched Aperture,0.375,+29%,
33208,Stretched Pupil,0.042,+13%,+12%
33209,Leaking Retina,0.688,+28%,+14%
33210,Fissured Fluids,0.354,+28%,+12%
33211,Leaking Pupil,0.167,,+13%
33212,Fidgety Iris,0.271,+16%,+13%
33213,Nervous Projector,0.5,,+15%
33214,Nervous Lens,0.354,+28%,
33215,Fissured Fluids,0.479,+34%,
33216,Leaking Aperture,0.021,+12%,
33217,Fissured Projector,0.333,,+14%
33218,Fissured Fluids,0.0,+11%,
33219,Leaking Fluids,0.042,+13%,
33220,Nervous Fluids,0.167,+11%,+13%
33221,Nervous Retina,0.0,,+12%
33222,Leaking Iris,0.417,+31%,
33223,Fidgety Projector,0.375,+29%,
33224,Nervous Pupil,0.188,+20%,
33225,Nervous Mirror,0.062,+14%,
33226,Stretched Iris,0.292,+25%,
33227,Fidgety Fluids,0.0,+11%,
33228,Fidgety Projector,0.5,,+15%
33229,Stretched Fluids,0.0,+11%,
33230,Fissured Reflector,0.5,,+15%
33231,Fidgety Lens,0.0,+11%,
33232,Fissured Reflector,0.0,,+12%
33233,Fissured Lens,0.333,,+14%
33234,Fissured Reflector,0.312,+26%,
33235,Stretched Fluids,0.5,,+15%
33236,Leaking Fluids,0.438,+32%,
33237,Stretched Fluids,0.0,,+12%
33238,Fissured Mirror,0.146,+18%,
33239,Fissured Fluids,0.333,,+14%
33240,Stretched Iris,0.0,,+12%
33241,Stretched Iris,0.292,+25%,
33242,Fidgety Projector,0.396,+30%,
33243,Fidgety Mirror,0.0,,+12%
33244,Fissured Lens,0.167,,+13%
33245,Stretched Iris,0.083,+15%,
33246,Fidgety Fluids,0.812,+34%,+14%
33247,Stretched Iris,0.0,,+12%
33248,Fidgety Mirror,0.333,,+14%
33249,Fissured Cornea,0.25,+23%,
33250,Fidgety Aperture,0.0,+11%,
33251,Nervous Projector,0.0,,+12%
33252,Nervous Projector,0.167,,+13%
33253,Leaking Cornea,0.396,+14%,+14%
33254,Fidgety Fluids,0.312,+26%,
