Seed	Name	Perfection	Ship_Hyperdrive_JumpDistance
11728	Threaded Sensory Veil	0.4	70 ly
11729	Fragile Bio-Reality Generator	0.52	76 ly
11730	Moistened Memory Calculus	0.26	63 ly
11731	Clammy Hive Stem	0.6	80 ly
11732	Clammy Neural Matrix	0.16	58 ly
11733	Moistened Lobe Actuator	0.36	68 ly
11734	Threaded Memory Calculus	0.26	63 ly
11735	Clammy Stellar Processor	0.26	63 ly
11736	Clammy Hive Stem	0.22	61 ly
11737	Fragile Cluster Stem	0.68	84 ly
11738	Clammy Lobes	0.56	78 ly
11739	Threaded Stellar Processor	0.7	85 ly
11740	Moistened Neural Matrix	0.84	92 ly
11741	Gooey Memory Calculus	0.48	74 ly
11742	Moistened Bio-Reality Generator	0.6	80 ly
11743	Threaded Memory Calculus	0.02	51 ly
11744	Fragile Hive Stem	0.48	74 ly
11745	Gooey Lobe Actuator	0.44	72 ly
11746	Threaded Lobe Actuator	0.06	53 ly
11747	Clammy Lobes	0.04	52 ly
11748	Threaded Hive Stem	0.08	54 ly
11749	Gooey Emotal Core	0.8	90 ly
11750	Fragile Bio-Reality Generator	0.24	62 ly
11751	Fragile Sensory Veil	0.7	85 ly
11752	Gooey Sensory Veil	0.02	51 ly
11753	Threaded Cluster Stem	0.2	60 ly
11754	Clammy Memory Calculus	0.44	72 ly
11755	Threaded Sensory Veil	0.8	90 ly
11756	Fragile Memory Calculus	0.8	90 ly
11757	Threaded Hive Stem	0.1	55 ly
11758	Gooey Stellar Processor	0.04	52 ly
11759	Threaded Lobe Actuator	0.02	51 ly
11760	Gooey Cluster Stem	0.7	85 ly
11761	Threaded Neural Matrix	0.24	62 ly
11762	Threaded Stellar Processor	0.3	65 ly
11763	Fragile Stellar Processor	0.38	69 ly
11764	Gooey Neural Matrix	0.32	66 ly
11765	Clammy Lobe Actuator	0.08	54 ly
11766	Clammy Neural Matrix	0.5	75 ly
11767	Threaded Hive Stem	0.2	60 ly
11768	Gooey Memory Calculus	0.2	60 ly
11769	Gooey Hive Stem	0.46	73 ly
11770	Gooey Memory Calculus	0.5	75 ly
11771	Moistened Lobe Actuator	0.54	77 ly
11772	Moistened Memory Calculus	0.6	80 ly
11773	Threaded Memory Calculus	0.12	56 ly
11774	Gooey Memory Calculus	0.04	52 ly
11775	Threaded Bio-Reality Generator	0.4	70 ly
11776	Gooey Cluster Stem	0.88	94 ly
11777	Moistened Lobes	0.08	54 ly
11778	Fragile Memory Calculus	0.28	64 ly
11779	Clammy Hive Stem	0.08	54 ly
11780	Clammy Emotal Core	0.36	68 ly
11781	Gooey Bio-Reality Generator	0.06	53 ly
11782	Fragile Sensory Veil	0.0	50 ly
11783	Moistened Emotal Core	0.42	71 ly
11784	Clammy Bio-Reality Generator	0.0	50 ly
11785	Fragile Cluster Stem	0.6	80 ly
11786	Gooey Emotal Core	0.0	50 ly
11787	Gooey Lobe Actuator	0.02	51 ly
11788	Clammy Memory Calculus	0.12	56 ly
11789	Moistened Cluster Stem	0.76	88 ly
11790	Threaded Neural Matrix	0.32	66 ly
11791	Clammy Lobe Actuator	0.28	64 ly
11792	Threaded Bio-Reality Generator	0.0	50 ly
11793	Clammy Hive Stem	0.74	87 ly
11794	Moistened Neural Matrix	0.8	90 ly
11795	Moistened Cluster Stem	0.68	84 ly
11796	Threaded Lobe Actuator	0.66	83 ly
11797	Clammy Lobe Actuator	0.02	51 ly
11798	Threaded Stellar Processor	0.02	51 ly
11799	Fragile Bio-Reality Generator	0.22	61 ly
11800	Threaded Bio-Reality Generator	0.0	50 ly
11801	Moistened Lobe Actuator	0.0	50 ly
11802	Threaded Lobes	0.8	90 ly
11803	Fragile Lobes	0.06	53 ly
11804	Moistened Emotal Core	0.38	69 ly
11805	Moistened Cluster Stem	0.96	98 ly
11806	Moistened Memory Calculus	0.7	85 ly
11807	Fragile Emotal Core	0.28	64 ly
11808	Clammy Hive Stem	0.0	50 ly
11809	Gooey Hive Stem	0.14	57 ly
11810	Moistened Lobes	0.6	80 ly
11811	Threaded Memory Calculus	0.78	89 ly
11812	Moistened Stellar Processor	0.34	67 ly
11813	Clammy Stellar Processor	0.0	50 ly
11814	Threaded Sensory Veil	0.94	97 ly
11815	Threaded Emotal Core	0.84	92 ly
11816	Moistened Emotal Core	0.04	52 ly
11817	Gooey Emotal Core	0.16	58 ly
11818	Moistened Memory Calculus	0.0	50 ly
11819	Gooey Cluster Stem	0.14	57 ly
11820	Clammy Hive Stem	0.32	66 ly
11821	Gooey Stellar Processor	0.68	84 ly
11822	Moistened Hive Stem	0.08	54 ly
11823	Fragile Sensory Veil	0.0	50 ly
11824	Fragile Stellar Processor	0.0	50 ly
11825	Threaded Bio-Reality Generator	0.48	74 ly
11826	Clammy Bio-Reality Generator	0.18	59 ly
11827	Moistened Stellar Processor	0.54	77 ly
11828	Gooey Stellar Processor	0.16	58 ly
11829	Moistened Hive Stem	0.4	70 ly
11830	Fragile Bio-Reality Generator	0.86	93 ly
11831	Moistened Neural Matrix	0.0	50 ly
11832	Threaded Sensory Veil	0.78	89 ly
11833	Gooey Lobes	0.08	54 ly
11834	Clammy Sensory Veil	0.04	52 ly
11835	Fragile Cluster Stem	0.02	51 ly
11836	Clammy Cluster Stem	0.72	86 ly
11837	Moistened Bio-Reality Generator	0.22	61 ly
11838	Gooey Hive Stem	0.3	65 ly
11839	Fragile Stellar Processor	0.04	52 ly
11840	Threaded Cluster Stem	0.24	62 ly
11841	Moistened Hive Stem	0.04	52 ly
11842	Threaded Sensory Veil	0.06	53 ly
11843	Threaded Lobes	0.7	85 ly
11844	Moistened Memory Calculus	0.16	58 ly
11845	Clammy Lobes	0.1	55 ly
11846	Gooey Lobe Actuator	0.28	64 ly
11847	Threaded Sensory Veil	0.34	67 ly
11848	Gooey Hive Stem	0.9	95 ly
11849	Threaded Sensory Veil	0.1	55 ly
11850	Clammy Cluster Stem	0.22	61 ly
11851	Threaded Lobes	0.28	64 ly
11852	Fragile Bio-Reality Generator	0.06	53 ly
11853	Gooey Memory Calculus	0.02	51 ly
11854	Gooey Hive Stem	0.02	51 ly
11855	Gooey Memory Calculus	0.02	51 ly
11856	Threaded Neural Matrix	0.04	52 ly
11857	Gooey Neural Matrix	0.48	74 ly
11858	Gooey Sensory Veil	0.34	67 ly
11859	Gooey Sensory Veil	0.06	53 ly
11860	Moistened Neural Matrix	0.06	53 ly
11861	Fragile Neural Matrix	0.02	51 ly
11862	Gooey Sensory Veil	0.0	50 ly
11863	Threaded Lobes	0.8	90 ly
11864	Threaded Lobe Actuator	0.26	63 ly
11865	Threaded Sensory Veil	0.34	67 ly
11866	Clammy Lobe Actuator	0.14	57 ly
11867	Clammy Emotal Core	0.16	58 ly
11868	Threaded Emotal Core	0.06	53 ly
11869	Gooey Hive Stem	0.02	51 ly
11870	Fragile Stellar Processor	0.02	51 ly
11871	Fragile Neural Matrix	0.06	53 ly
11872	Fragile Memory Calculus	0.42	71 ly
11873	Clammy Neural Matrix	0.02	51 ly
11874	Moistened Lobes	0.04	52 ly
11875	Moistened Sensory Veil	0.34	67 ly
11876	Threaded Neural Matrix	0.06	53 ly
11877	Threaded Memory Calculus	0.86	93 ly
11878	Gooey Lobe Actuator	0.04	52 ly
11879	Clammy Hive Stem	0.0	50 ly
11880	Moistened Sensory Veil	0.92	96 ly
11881	Threaded Lobes	0.0	50 ly
11882	Clammy Bio-Reality Generator	0.38	69 ly
11883	Moistened Lobe Actuator	0.12	56 ly
11884	Moistened Lobe Actuator	0.46	73 ly
11885	Moistened Hive Stem	0.46	73 ly
11886	Fragile Emotal Core	0.24	62 ly
11887	Fragile Bio-Reality Generator	0.06	53 ly
11888	Gooey Emotal Core	0.84	92 ly
11889	Fragile Emotal Core	0.0	50 ly
11890	Fragile Stellar Processor	0.3	65 ly
11891	Clammy Neural Matrix	0.0	50 ly
11892	Clammy Sensory Veil	0.9	95 ly
11893	Threaded Cluster Stem	0.7	85 ly
11894	Threaded Lobe Actuator	0.0	50 ly
11895	Moistened Cluster Stem	0.06	53 ly
11896	Fragile Emotal Core	0.86	93 ly
11897	Clammy Stellar Processor	0.94	97 ly
11898	Clammy Stellar Processor	0.7	85 ly
11899	Clammy Stellar Processor	0.6	80 ly
11900	Moistened Lobe Actuator	0.08	54 ly
11901	Threaded Cluster Stem	0.86	93 ly
11902	Gooey Cluster Stem	0.96	98 ly
11903	Threaded Stellar Processor	0.1	55 ly
11904	Clammy Bio-Reality Generator	0.68	84 ly
11905	Clammy Cluster Stem	0.36	68 ly
11906	Fragile Sensory Veil	0.26	63 ly
11907	Threaded Lobe Actuator	0.32	66 ly
11908	Clammy Cluster Stem	0.1	55 ly
11909	Threaded Lobes	0.26	63 ly
11910	Gooey Cluster Stem	0.82	91 ly
11911	Gooey Emotal Core	0.62	81 ly
11912	Gooey Sensory Veil	0.34	67 ly
11913	Threaded Emotal Core	0.86	93 ly
11914	Fragile Sensory Veil	0.16	58 ly
11915	Clammy Sensory Veil	0.92	96 ly
11916	Clammy Neural Matrix	0.02	51 ly
11917	Gooey Cluster Stem	0.18	59 ly
11918	Fragile Stellar Processor	0.06	53 ly
11919	Fragile Cluster Stem	0.9	95 ly
11920	Clammy Cluster Stem	0.02	51 ly
11921	Clammy Hive Stem	0.52	76 ly
11922	Gooey Lobe Actuator	0.04	52 ly
11923	Threaded Hive Stem	0.62	81 ly
11924	Moistened Memory Calculus	0.08	54 ly
11925	Fragile Hive Stem	0.04	52 ly
11926	Moistened Stellar Processor	0.56	78 ly
11927	Fragile Sensory Veil	0.7	85 ly
11928	Clammy Cluster Stem	0.28	64 ly
11929	Fragile Lobes	0.14	57 ly
11930	Clammy Stellar Processor	0.08	54 ly
11931	Threaded Bio-Reality Generator	0.98	99 ly
11932	Gooey Lobe Actuator	0.24	62 ly
11933	Gooey Bio-Reality Generator	0.62	81 ly
11934	Threaded Cluster Stem	0.94	97 ly
11935	Moistened Emotal Core	0.48	74 ly
11936	Fragile Bio-Reality Generator	0.06	53 ly
11937	Clammy Cluster Stem	0.7	85 ly
11938	Clammy Emotal Core	0.8	90 ly
11939	Clammy Neural Matrix	0.36	68 ly
11940	Clammy Lobes	0.0	50 ly
11941	Gooey Neural Matrix	0.18	59 ly
11942	Clammy Bio-Reality Generator	0.98	99 ly
11943	Fragile Memory Calculus	0.0	50 ly
11944	Gooey Stellar Processor	0.26	63 ly
11945	Clammy Bio-Reality Generator	0.18	59 ly
11946	Gooey Sensory Veil	0.5	75 ly
11947	Gooey Stellar Processor	0.02	51 ly
11948	Moistened Memory Calculus	0.14	57 ly
11949	Threaded Lobes	0.68	84 ly
11950	Gooey Bio-Reality Generator	0.68	84 ly
11951	Clammy Memory Calculus	0.82	91 ly
11952	Moistened Memory Calculus	0.88	94 ly
11953	Fragile Sensory Veil	0.1	55 ly
11954	Threaded Lobes	0.16	58 ly
11955	Gooey Cluster Stem	0.82	91 ly
11956	Threaded Memory Calculus	0.04	52 ly
11957	Fragile Cluster Stem	0.94	97 ly
11958	Moistened Lobes	0.98	99 ly
11959	Threaded Neural Matrix	0.0	50 ly
11960	Threaded Memory Calculus	0.0	50 ly
11961	Threaded Lobe Actuator	0.14	57 ly
11962	Threaded Sensory Veil	0.82	91 ly
11963	Clammy Hive Stem	0.22	61 ly
11964	Fragile Memory Calculus	0.08	54 ly
11965	Fragile Memory Calculus	0.52	76 ly
11966	Threaded Lobe Actuator	0.36	68 ly
11967	Moistened Sensory Veil	0.06	53 ly
11968	Moistened Lobes	0.06	53 ly
11969	Fragile Sensory Veil	0.16	58 ly
11970	Threaded Bio-Reality Generator	0.0	50 ly
11971	Threaded Sensory Veil	0.06	53 ly
11972	Moistened Bio-Reality Generator	0.0	50 ly
11973	Threaded Hive Stem	0.18	59 ly
11974	Moistened Cluster Stem	0.0	50 ly
11975	Gooey Bio-Reality Generator	0.18	59 ly
11976	Moistened Cluster Stem	0.5	75 ly
11977	Clammy Cluster Stem	0.4	70 ly
11978	Fragile Memory Calculus	0.1	55 ly
11979	Gooey Cluster Stem	0.2	60 ly
11980	Gooey Memory Calculus	0.54	77 ly
11981	Clammy Hive Stem	0.08	54 ly
11982	Gooey Sensory Veil	0.9	95 ly
11983	Threaded Bio-Reality Generator	0.48	74 ly
11984	Clammy Lobes	0.14	57 ly
11985	Threaded Emotal Core	0.36	68 ly
11986	Threaded Cluster Stem	0.98	99 ly
11987	Gooey Memory Calculus	0.1	55 ly
11988	Moistened Neural Matrix	0.48	74 ly
11989	Moistened Cluster Stem	0.04	52 ly
11990	Gooey Stellar Processor	0.12	56 ly
11991	Threaded Emotal Core	0.28	64 ly
11992	Moistened Lobes	0.1	55 ly
11993	Gooey Emotal Core	0.2	60 ly
11994	Threaded Cluster Stem	0.04	52 ly
11995	Moistened Bio-Reality Generator	0.02	51 ly
11996	Moistened Sensory Veil	0.86	93 ly
11997	Fragile Bio-Reality Generator	0.04	52 ly
11998	Threaded Neural Matrix	0.62	81 ly
11999	Gooey Hive Stem	0.0	50 ly
12000	Clammy Stellar Processor	0.32	66 ly
12001	Gooey Lobe Actuator	0.22	61 ly
12002	Gooey Neural Matrix	0.12	56 ly
12003	Threaded Cluster Stem	0.08	54 ly
12004	Fragile Emotal Core	0.48	74 ly
12005	Gooey Stellar Processor	0.9	95 ly
12006	Clammy Memory Calculus	0.0	50 ly
12007	Moistened Bio-Reality Generator	0.02	51 ly
12008	Clammy Lobe Actuator	0.0	50 ly
12009	Clammy Emotal Core	0.02	51 ly
12010	Moistened Cluster Stem	0.64	82 ly
12011	Moistened Hive Stem	0.3	65 ly
12012	Moistened Stellar Processor	0.5	75 ly
12013	Threaded Memory Calculus	0.34	67 ly
12014	Fragile Memory Calculus	0.02	51 ly
12015	Gooey Cluster Stem	0.2	60 ly
12016	Gooey Emotal Core	0.2	60 ly
12017	Threaded Cluster Stem	0.54	77 ly
12018	Fragile Lobe Actuator	0.38	69 ly
12019	Moistened Hive Stem	0.0	50 ly
12020	Gooey Neural Matrix	0.68	84 ly
12021	Moistened Hive Stem	0.02	51 ly
12022	Gooey Lobe Actuator	0.8	90 ly
12023	Moistened Emotal Core	0.38	69 ly
12024	Moistened Bio-Reality Generator	0.08	54 ly
12025	Threaded Bio-Reality Generator	0.64	82 ly
12026	Fragile Lobe Actuator	0.34	67 ly
12027	Gooey Emotal Core	0.42	71 ly
12028	Clammy Bio-Reality Generator	0.28	64 ly
12029	Gooey Lobes	0.1	55 ly
12030	Gooey Cluster Stem	0.14	57 ly
12031	Moistened Lobes	0.34	67 ly
12032	Clammy Emotal Core	0.34	67 ly
12033	Gooey Memory Calculus	0.54	77 ly
12034	Clammy Lobes	0.04	52 ly
12035	Threaded Lobe Actuator	0.58	79 ly
12036	Moistened Sensory Veil	0.12	56 ly
12037	Fragile Sensory Veil	0.12	56 ly
12038	Threaded Stellar Processor	0.26	63 ly
12039	Clammy Bio-Reality Generator	0.08	54 ly
12040	Gooey Memory Calculus	0.06	53 ly
12041	Clammy Memory Calculus	0.04	52 ly
12042	Gooey Lobes	0.64	82 ly
12043	Fragile Memory Calculus	0.1	55 ly
12044	Fragile Lobes	0.26	63 ly
12045	Clammy Bio-Reality Generator	0.0	50 ly
12046	Moistened Stellar Processor	0.0	50 ly
12047	Moistened Sensory Veil	0.9	95 ly
12048	Clammy Hive Stem	0.54	77 ly
12049	Threaded Bio-Reality Generator	0.08	54 ly
12050	Fragile Hive Stem	0.04	52 ly
12051	Threaded Neural Matrix	0.82	91 ly
12052	Clammy Stellar Processor	0.2	60 ly
12053	Clammy Hive Stem	0.0	50 ly
12054	Moistened Neural Matrix	0.02	51 ly
12055	Moistened Neural Matrix	0.58	79 ly
12056	Clammy Bio-Reality Generator	0.14	57 ly
12057	Threaded Memory Calculus	0.3	65 ly
12058	Moistened Lobes	0.1	55 ly
12059	Clammy Sensory Veil	0.36	68 ly
12060	Fragile Bio-Reality Generator	0.0	50 ly
12061	Threaded Emotal Core	0.34	67 ly
12062	Fragile Bio-Reality Generator	0.02	51 ly
12063	Fragile Bio-Reality Generator	0.18	59 ly
12064	Threaded Lobe Actuator	0.18	59 ly
12065	Moistened Lobe Actuator	0.04	52 ly
12066	Gooey Memory Calculus	0.56	78 ly
12067	Moistened Memory Calculus	0.48	74 ly
12068	Clammy Sensory Veil	0.16	58 ly
12069	Threaded Emotal Core	0.76	88 ly
12070	Fragile Emotal Core	0.78	89 ly
12071	Gooey Memory Calculus	0.88	94 ly
12072	Clammy Emotal Core	0.68	84 ly
12073	Threaded Hive Stem	0.34	67 ly
12074	Threaded Lobe Actuator	0.0	50 ly
12075	Moistened Neural Matrix	0.2	60 ly
12076	Gooey Stellar Processor	0.82	91 ly
12077	Moistened Sensory Veil	0.86	93 ly
12078	Gooey Lobe Actuator	0.58	79 ly
12079	Moistened Emotal Core	0.1	55 ly
12080	Clammy Lobe Actuator	0.16	58 ly
12081	Gooey Sensory Veil	0.54	77 ly
12082	Clammy Hive Stem	0.04	52 ly
12083	Threaded Stellar Processor	0.36	68 ly
12084	Clammy Neural Matrix	0.3	65 ly
12085	Moistened Neural Matrix	0.4	70 ly
12086	Threaded Bio-Reality Generator	0.0	50 ly
12087	Gooey Lobes	0.92	96 ly
12088	Gooey Cluster Stem	0.68	84 ly
12089	Clammy Hive Stem	1.0	100 ly
12090	Gooey Lobe Actuator	0.32	66 ly
12091	Fragile Sensory Veil	0.26	63 ly
12092	Fragile Neural Matrix	0.82	91 ly
12093	Moistened Cluster Stem	0.82	91 ly
12094	Moistened Lobes	0.0	50 ly
12095	Fragile Sensory Veil	0.36	68 ly
12096	Moistened Lobe Actuator	0.54	77 ly
12097	Threaded Lobe Actuator	0.44	72 ly
12098	Fragile Sensory Veil	0.62	81 ly
12099	Threaded Memory Calculus	0.24	62 ly
12100	Threaded Emotal Core	0.06	53 ly
12101	Threaded Stellar Processor	0.22	61 ly
12102	Threaded Lobes	0.0	50 ly
12103	Moistened Neural Matrix	0.62	81 ly
12104	Clammy Cluster Stem	0.02	51 ly
12105	Threaded Emotal Core	0.2	60 ly
12106	Threaded Emotal Core	0.3	65 ly
12107	Fragile Emotal Core	0.5	75 ly
12108	Clammy Emotal Core	0.1	55 ly
12109	Clammy Cluster Stem	0.08	54 ly
12110	Clammy Stellar Processor	0.0	50 ly
12111	Threaded Stellar Processor	0.42	71 ly
12112	Clammy Bio-Reality Generator	0.76	88 ly
12113	Fragile Emotal Core	0.2	60 ly
12114	Moistened Lobe Actuator	0.72	86 ly
12115	Clammy Emotal Core	0.44	72 ly
12116	Threaded Lobe Actuator	0.1	55 ly
12117	Gooey Lobe Actuator	0.22	61 ly
12118	Threaded Bio-Reality Generator	0.54	77 ly
12119	Moistened Memory Calculus	0.06	53 ly
12120	Moistened Hive Stem	0.02	51 ly
12121	Moistened Sensory Veil	0.0	50 ly
12122	Gooey Hive Stem	0.0	50 ly
12123	Fragile Lobes	0.14	57 ly
12124	Clammy Emotal Core	0.46	73 ly
12125	Moistened Emotal Core	0.08	54 ly
12126	Threaded Stellar Processor	0.26	63 ly
12127	Fragile Lobes	0.72	86 ly
12128	Moistened Memory Calculus	0.22	61 ly
12129	Moistened Bio-Reality Generator	0.96	98 ly
12130	Clammy Bio-Reality Generator	0.06	53 ly
12131	Threaded Lobes	0.2	60 ly
12132	Threaded Stellar Processor	0.02	51 ly
12133	Clammy Memory Calculus	0.38	69 ly
12134	Threaded Sensory Veil	0.8	90 ly
12135	Clammy Cluster Stem	0.06	53 ly
12136	Clammy Neural Matrix	0.82	91 ly
12137	Clammy Bio-Reality Generator	0.0	50 ly
12138	Threaded Cluster Stem	0.12	56 ly
12139	Fragile Lobe Actuator	0.0	50 ly
12140	Moistened Lobe Actuator	0.0	50 ly
12141	Moistened Stellar Processor	0.14	57 ly
12142	Clammy Emotal Core	0.0	50 ly
12143	Gooey Memory Calculus	0.06	53 ly
12144	Fragile Stellar Processor	0.96	98 ly
12145	Gooey Lobes	0.84	92 ly
12146	Gooey Lobe Actuator	0.3	65 ly
12147	Clammy Lobes	0.0	50 ly
12148	Gooey Emotal Core	0.14	57 ly
12149	Threaded Lobe Actuator	0.24	62 ly
12150	Fragile Memory Calculus	0.66	83 ly
12151	Gooey Sensory Veil	0.42	71 ly
12152	Clammy Neural Matrix	0.0	50 ly
12153	Threaded Lobes	0.14	57 ly
12154	Clammy Lobe Actuator	0.16	58 ly
12155	Clammy Sensory Veil	0.7	85 ly
12156	Moistened Bio-Reality Generator	0.08	54 ly
12157	Gooey Lobes	0.32	66 ly
12158	Fragile Emotal Core	0.36	68 ly
12159	Moistened Emotal Core	0.6	80 ly
12160	Gooey Sensory Veil	0.02	51 ly
12161	Threaded Lobes	0.06	53 ly
12162	Gooey Stellar Processor	0.24	62 ly
12163	Fragile Neural Matrix	0.0	50 ly
12164	Moistened Emotal Core	0.72	86 ly
12165	Moistened Stellar Processor	0.08	54 ly
12166	Threaded Stellar Processor	0.0	50 ly
12167	Fragile Cluster Stem	0.38	69 ly
12168	Gooey Hive Stem	0.06	53 ly
12169	Gooey Lobe Actuator	0.52	76 ly
12170	Fragile Memory Calculus	0.06	53 ly
12171	Moistened Lobe Actuator	0.08	54 ly
12172	Clammy Memory Calculus	0.42	71 ly
12173	Threaded Stellar Processor	0.06	53 ly
12174	Threaded Memory Calculus	0.92	96 ly
12175	Moistened Lobes	0.06	53 ly
12176	Gooey Lobe Actuator	0.86	93 ly
12177	Clammy Lobe Actuator	0.06	53 ly
12178	Moistened Lobe Actuator	0.78	89 ly
12179	Threaded Sensory Veil	0.06	53 ly
12180	Moistened Sensory Veil	0.52	76 ly
12181	Threaded Stellar Processor	0.16	58 ly
12182	Fragile Cluster Stem	0.82	91 ly
12183	Gooey Lobe Actuator	0.16	58 ly
12184	Threaded Lobes	0.0	50 ly
12185	Gooey Memory Calculus	0.1	55 ly
12186	Clammy Memory Calculus	0.02	51 ly
12187	Moistened Bio-Reality Generator	0.74	87 ly
12188	Gooey Cluster Stem	0.16	58 ly
12189	Clammy Lobes	0.48	74 ly
12190	Clammy Sensory Veil	0.2	60 ly
12191	Clammy Neural Matrix	0.88	94 ly
12192	Fragile Cluster Stem	0.1	55 ly
12193	Clammy Hive Stem	0.94	97 ly
12194	Threaded Sensory Veil	0.06	53 ly
12195	Fragile Bio-Reality Generator	0.02	51 ly
12196	Gooey Neural Matrix	0.92	96 ly
12197	Clammy Cluster Stem	0.92	96 ly
12198	Gooey Lobes	0.36	68 ly
12199	Threaded Neural Matrix	0.46	73 ly
12200	Gooey Stellar Processor	0.0	50 ly
12201	Moistened Emotal Core	0.3	65 ly
12202	Fragile Emotal Core	0.1	55 ly
12203	Fragile Memory Calculus	0.2	60 ly
12204	Clammy Lobe Actuator	0.1	55 ly
12205	Threaded Hive Stem	0.12	56 ly
12206	Clammy Hive Stem	0.08	54 ly
12207	Clammy Hive Stem	0.16	58 ly
12208	Fragile Lobes	0.42	71 ly
12209	Moistened Memory Calculus	0.0	50 ly
12210	Clammy Hive Stem	0.08	54 ly
12211	Gooey Neural Matrix	0.12	56 ly
12212	Threaded Cluster Stem	0.6	80 ly
12213	Moistened Lobes	0.3	65 ly
12214	Threaded Hive Stem	0.44	72 ly
12215	Moistened Bio-Reality Generator	0.06	53 ly
12216	Clammy Memory Calculus	0.48	74 ly
12217	Gooey Lobes	0.0	50 ly
12218	Clammy Bio-Reality Generator	0.34	67 ly
12219	Fragile Emotal Core	0.32	66 ly
12220	Moistened Memory Calculus	0.0	50 ly
12221	Threaded Cluster Stem	0.0	50 ly
12222	Clammy Bio-Reality Generator	0.14	57 ly
12223	Threaded Stellar Processor	0.38	69 ly
12224	Fragile Lobes	0.5	75 ly
12225	Threaded Emotal Core	0.56	78 ly
12226	Fragile Sensory Veil	0.54	77 ly
12227	Threaded Cluster Stem	0.1	55 ly
12228	Threaded Lobe Actuator	0.0	50 ly
12229	Fragile Sensory Veil	0.2	60 ly
12230	Threaded Cluster Stem	0.18	59 ly
12231	Gooey Lobe Actuator	0.62	81 ly
12232	Moistened Emotal Core	0.02	51 ly
12233	Fragile Stellar Processor	0.02	51 ly
12234	Threaded Emotal Core	0.9	95 ly
12235	Gooey Lobe Actuator	0.0	50 ly
12236	Moistened Bio-Reality Generator	0.68	84 ly
12237	Moistened Cluster Stem	0.18	59 ly
12238	Clammy Hive Stem	0.2	60 ly
12239	Moistened Emotal Core	0.0	50 ly
12240	Fragile Emotal Core	0.28	64 ly
12241	Threaded Lobes	0.06	53 ly
12242	Moistened Emotal Core	0.14	57 ly
12243	Clammy Emotal Core	0.0	50 ly
12244	Clammy Lobe Actuator	0.78	89 ly
12245	Clammy Lobe Actuator	0.0	50 ly
12246	Threaded Stellar Processor	0.62	81 ly
12247	Threaded Hive Stem	0.12	56 ly
12248	Threaded Memory Calculus	0.04	52 ly
12249	Clammy Neural Matrix	0.0	50 ly
12250	Threaded Bio-Reality Generator	0.52	76 ly
12251	Gooey Cluster Stem	0.02	51 ly
12252	Fragile Lobes	0.4	70 ly
12253	Fragile Memory Calculus	0.32	66 ly
12254	Gooey Emotal Core	0.1	55 ly
12255	Gooey Bio-Reality Generator	0.68	84 ly
12256	Fragile Bio-Reality Generator	0.06	53 ly
12257	Gooey Memory Calculus	0.0	50 ly
12258	Fragile Emotal Core	0.0	50 ly
12259	Threaded Neural Matrix	0.06	53 ly
12260	Moistened Sensory Veil	0.42	71 ly
12261	Threaded Lobes	0.1	55 ly
12262	Clammy Sensory Veil	0.66	83 ly
12263	Threaded Neural Matrix	0.64	82 ly
12264	Gooey Lobe Actuator	0.54	77 ly
12265	Clammy Hive Stem	0.0	50 ly
12266	Moistened Lobe Actuator	0.96	98 ly
12267	Threaded Lobes	0.76	88 ly
12268	Threaded Hive Stem	0.7	85 ly
12269	Clammy Emotal Core	0.02	51 ly
12270	Gooey Cluster Stem	0.48	74 ly
12271	Clammy Lobe Actuator	0.32	66 ly
12272	Threaded Cluster Stem	0.72	86 ly
12273	Moistened Bio-Reality Generator	0.34	67 ly
12274	Moistened Sensory Veil	0.48	74 ly
12275	Threaded Emotal Core	0.28	64 ly
12276	Fragile Sensory Veil	0.08	54 ly
12277	Gooey Sensory Veil	0.72	86 ly
12278	Threaded Emotal Core	0.86	93 ly
12279	Moistened Cluster Stem	0.0	50 ly
12280	Clammy Bio-Reality Generator	0.0	50 ly
