Seed,Name,Perfection,Ship_Hyperdrive_JumpDistance,Ship_Hyperdrive_JumpsPerCell
11740,Beloved Neural Matrix,0.58,179 ly,
11741,Glorious Memory Calculus,0.34,167 ly,
11742,Beloved Bio-Reality Generator,0.0,150 ly,
11743,Glassy Memory Calculus,1.0,,+100%
11744,Tremendous Hive Stem,0.0,150 ly,
11745,Glorious Lobe Actuator,0.88,194 ly,
11746,Glassy Lobe Actuator,1.0,,+100%
11747,Engorged Lobes,1.0,,+100%
11748,Glassy Hive Stem,1.0,,+100%
11749,Glorious Emotal Core,0.36,168 ly,
11750,Tremendous Bio-Reality Generator,1.0,,+100%
11751,Tremendous Sensory Veil,0.06,153 ly,
11752,Glorious Sensory Veil,1.0,,+100%
11753,Glassy Cluster Stem,1.0,,+100%
11754,Engorged Memory Calculus,0.2,160 ly,
11755,Glassy Sensory Veil,0.06,153 ly,
11756,Tremendous Memory Calculus,0.82,191 ly,
11757,Glassy Hive Stem,1.0,,+100%
11758,Glorious Stellar Processor,1.0,,+100%
11759,Glassy Lobe Actuator,1.0,,+100%
11760,Glorious Cluster Stem,0.48,174 ly,
11761,Glassy Neural Matrix,1.0,,+100%
11762,Glassy Stellar Processor,0.28,164 ly,
11763,Tremendous Stellar Processor,0.62,181 ly,
11764,Glorious Neural Matrix,0.56,178 ly,
11765,Engorged Lobe Actuator,1.0,,+100%
11766,Engorged Neural Matrix,0.0,150 ly,
11767,Glassy Hive Stem,1.0,,+100%
11768,Glorious Memory Calculus,1.0,,+100%
11769,Glorious Hive Stem,0.42,171 ly,
11770,Glorious Memory Calculus,0.8,190 ly,
11771,Beloved Lobe Actuator,0.02,151 ly,
11772,Beloved Memory Calculus,0.08,154 ly,
11773,Glassy Memory Calculus,1.0,,+100%
11774,Glorious Memory Calculus,1.0,,+100%
11775,Glassy Bio-Reality Generator,0.12,156 ly,
11776,Glorious Cluster Stem,0.2,160 ly,
11777,Beloved Lobes,1.0,,+100%
11778,Tremendous Memory Calculus,0.48,174 ly,
11779,Engorged Hive Stem,1.0,,+100%
11780,Engorged Emotal Core,0.0,150 ly,
11781,Glorious Bio-Reality Generator,1.0,,+100%
11782,Tremendous Sensory Veil,1.0,,+100%
11783,Beloved Emotal Core,0.84,192 ly,
11784,Engorged Bio-Reality Generator,1.0,,+100%
11785,Tremendous Cluster Stem,0.08,154 ly,
11786,Glorious Emotal Core,1.0,,+100%
11787,Glorious Lobe Actuator,1.0,,+100%
11788,Engorged Memory Calculus,1.0,,+100%
11789,Beloved Cluster Stem,0.88,194 ly,
11790,Glassy Neural Matrix,0.54,177 ly,
11791,Engorged Lobe Actuator,0.0,150 ly,
11792,Glassy Bio-Reality Generator,1.0,,+100%
11793,Engorged Hive Stem,0.0,150 ly,
11794,Beloved Neural Matrix,0.44,172 ly,
11795,Beloved Cluster Stem,0.06,153 ly,
11796,Glassy Lobe Actuator,0.4,170 ly,
11797,Engorged Lobe Actuator,1.0,,+100%
11798,Glassy Stellar Processor,1.0,,+100%
11799,Tremendous Bio-Reality Generator,1.0,,+100%
11800,Glassy Bio-Reality Generator,1.0,,+100%
11801,Beloved Lobe Actuator,1.0,,+100%
11802,Glassy Lobes,0.0,150 ly,
11803,Tremendous Lobes,1.0,,+100%
11804,Beloved Emotal Core,0.12,156 ly,
11805,Beloved Cluster Stem,0.68,184 ly,
11806,Beloved Memory Calculus,0.84,192 ly,
11807,Tremendous Emotal Core,0.14,157 ly,
11808,Engorged Hive Stem,1.0,,+100%
11809,Glorious Hive Stem,1.0,,+100%
11810,Beloved Lobes,0.26,163 ly,
11811,Glassy Memory Calculus,0.06,153 ly,
11812,Beloved Stellar Processor,0.24,162 ly,
11813,Engorged Stellar Processor,1.0,,+100%
11814,Glassy Sensory Veil,0.04,152 ly,
11815,Glassy Emotal Core,0.0,150 ly,
11816,Beloved Emotal Core,1.0,,+100%
11817,Glorious Emotal Core,1.0,,+100%
11818,Beloved Memory Calculus,1.0,,+100%
11819,Glorious Cluster Stem,1.0,,+100%
11820,Engorged Hive Stem,0.34,167 ly,
11821,Glorious Stellar Processor,0.84,192 ly,
11822,Beloved Hive Stem,1.0,,+100%
11823,Tremendous Sensory Veil,1.0,,+100%
11824,Tremendous Stellar Processor,1.0,,+100%
11825,Glassy Bio-Reality Generator,0.36,168 ly,
11826,Engorged Bio-Reality Generator,1.0,,+100%
11827,Beloved Stellar Processor,0.8,190 ly,
11828,Glorious Stellar Processor,1.0,,+100%
11829,Beloved Hive Stem,0.04,152 ly,
11830,Tremendous Bio-Reality Generator,0.14,157 ly,
11831,Beloved Neural Matrix,1.0,,+100%
11832,Glassy Sensory Veil,0.5,175 ly,
11833,Glorious Lobes,1.0,,+100%
11834,Engorged Sensory Veil,1.0,,+100%
11835,Tremendous Cluster Stem,1.0,,+100%
11836,Engorged Cluster Stem,0.2,160 ly,
11837,Beloved Bio-Reality Generator,1.0,,+100%
11838,Glorious Hive Stem,0.02,151 ly,
11839,Tremendous Stellar Processor,1.0,,+100%
11840,Glassy Cluster Stem,1.0,,+100%
11841,Beloved Hive Stem,1.0,,+100%
11842,Glassy Sensory Veil,1.0,,+100%
11843,Glassy Lobes,0.0,150 ly,
11844,Beloved Memory Calculus,1.0,,+100%
11845,Engorged Lobes,1.0,,+100%
11846,Glorious Lobe Actuator,0.0,150 ly,
11847,Glassy Sensory Veil,0.06,153 ly,
11848,Glorious Hive Stem,0.28,164 ly,
11849,Glassy Sensory Veil,1.0,,+100%
11850,Engorged Cluster Stem,1.0,,+100%
11851,Glassy Lobes,0.0,150 ly,
11852,Tremendous Bio-Reality Generator,1.0,,+100%
11853,Glorious Memory Calculus,1.0,,+100%
11854,Glorious Hive Stem,1.0,,+100%
11855,Glorious Memory Calculus,1.0,,+100%
11856,Glassy Neural Matrix,1.0,,+100%
11857,Glorious Neural Matrix,0.52,176 ly,
11858,Glorious Sensory Veil,0.28,164 ly,
11859,Glorious Sensory Veil,1.0,,+100%
11860,Beloved Neural Matrix,1.0,,+100%
11861,Tremendous Neural Matrix,1.0,,+100%
11862,Glorious Sensory Veil,1.0,,+100%
11863,Glassy Lobes,0.56,178 ly,
11864,Glassy Lobe Actuator,0.02,151 ly,
11865,Glassy Sensory Veil,0.0,150 ly,
11866,Engorged Lobe Actuator,1.0,,+100%
11867,Engorged Emotal Core,1.0,,+100%
11868,Glassy Emotal Core,1.0,,+100%
11869,Glorious Hive Stem,1.0,,+100%
11870,Tremendous Stellar Processor,1.0,,+100%
11871,Tremendous Neural Matrix,1.0,,+100%
11872,Tremendous Memory Calculus,0.64,182 ly,
11873,Engorged Neural Matrix,1.0,,+100%
11874,Beloved Lobes,1.0,,+100%
11875,Beloved Sensory Veil,0.88,194 ly,
11876,Glassy Neural Matrix,1.0,,+100%
11877,Glassy Memory Calculus,0.1,155 ly,
11878,Glorious Lobe Actuator,1.0,,+100%
11879,Engorged Hive Stem,1.0,,+100%
11880,Beloved Sensory Veil,0.22,161 ly,
11881,Glassy Lobes,1.0,,+100%
11882,Engorged Bio-Reality Generator,0.0,150 ly,
11883,Beloved Lobe Actuator,1.0,,+100%
11884,Beloved Lobe Actuator,0.36,168 ly,
11885,Beloved Hive Stem,0.78,189 ly,
11886,Tremendous Emotal Core,1.0,,+100%
11887,Tremendous Bio-Reality Generator,1.0,,+100%
11888,Glorious Emotal Core,0.08,154 ly,
11889,Tremendous Emotal Core,1.0,,+100%
11890,Tremendous Stellar Processor,0.74,187 ly,
11891,Engorged Neural Matrix,1.0,,+100%
11892,Engorged Sensory Veil,0.02,151 ly,
11893,Glassy Cluster Stem,0.12,156 ly,
11894,Glassy Lobe Actuator,1.0,,+100%
11895,Beloved Cluster Stem,1.0,,+100%
11896,Tremendous Emotal Core,0.04,152 ly,
11897,Engorged Stellar Processor,0.0,150 ly,
11898,Engorged Stellar Processor,0.32,166 ly,
11899,Engorged Stellar Processor,0.52,176 ly,
11900,Beloved Lobe Actuator,1.0,,+100%
11901,Glassy Cluster Stem,0.64,182 ly,
11902,Glorious Cluster Stem,0.0,150 ly,
11903,Glassy Stellar Processor,1.0,,+100%
11904,Engorged Bio-Reality Generator,0.6,180 ly,
11905,Engorged Cluster Stem,0.0,150 ly,
11906,Tremendous Sensory Veil,0.26,163 ly,
11907,Glassy Lobe Actuator,0.04,152 ly,
11908,Engorged Cluster Stem,1.0,,+100%
11909,Glassy Lobes,0.16,158 ly,
11910,Glorious Cluster Stem,0.18,159 ly,
11911,Glorious Emotal Core,0.24,162 ly,
11912,Glorious Sensory Veil,0.2,160 ly,
11913,Glassy Emotal Core,0.2,160 ly,
11914,Tremendous Sensory Veil,1.0,,+100%
11915,Engorged Sensory Veil,0.66,183 ly,
11916,Engorged Neural Matrix,1.0,,+100%
11917,Glorious Cluster Stem,1.0,,+100%
11918,Tremendous Stellar Processor,1.0,,+100%
11919,Tremendous Cluster Stem,0.34,167 ly,
11920,Engorged Cluster Stem,1.0,,+100%
11921,Engorged Hive Stem,0.04,152 ly,
11922,Glorious Lobe Actuator,1.0,,+100%
11923,Glassy Hive Stem,0.0,150 ly,
11924,Beloved Memory Calculus,1.0,,+100%
11925,Tremendous Hive Stem,1.0,,+100%
11926,Beloved Stellar Processor,0.66,183 ly,
11927,Tremendous Sensory Veil,0.48,174 ly,
11928,Engorged Cluster Stem,0.0,150 ly,
11929,Tremendous Lobes,1.0,,+100%
11930,Engorged Stellar Processor,1.0,,+100%
11931,Glassy Bio-Reality Generator,0.32,166 ly,
11932,Glorious Lobe Actuator,1.0,,+100%
11933,Glorious Bio-Reality Generator,0.2,160 ly,
11934,Glassy Cluster Stem,0.26,163 ly,
11935,Beloved Emotal Core,0.22,161 ly,
11936,Tremendous Bio-Reality Generator,1.0,,+100%
11937,Engorged Cluster Stem,0.6,180 ly,
11938,Engorged Emotal Core,0.24,162 ly,
11939,Engorged Neural Matrix,0.92,196 ly,
11940,Engorged Lobes,1.0,,+100%
11941,Glorious Neural Matrix,1.0,,+100%
11942,Engorged Bio-Reality Generator,0.26,163 ly,
11943,Tremendous Memory Calculus,1.0,,+100%
11944,Glorious Stellar Processor,0.76,188 ly,
11945,Engorged Bio-Reality Generator,1.0,,+100%
11946,Glorious Sensory Veil,0.32,166 ly,
11947,Glorious Stellar Processor,1.0,,+100%
11948,Beloved Memory Calculus,1.0,,+100%
11949,Glassy Lobes,0.92,196 ly,
11950,Glorious Bio-Reality Generator,0.02,151 ly,
11951,Engorged Memory Calculus,0.12,156 ly,
11952,Beloved Memory Calculus,0.04,152 ly,
11953,Tremendous Sensory Veil,1.0,,+100%
11954,Glassy Lobes,1.0,,+100%
11955,Glorious Cluster Stem,0.0,150 ly,
11956,Glassy Memory Calculus,1.0,,+100%
11957,Tremendous Cluster Stem,0.7,185 ly,
11958,Beloved Lobes,0.02,151 ly,
11959,Glassy Neural Matrix,1.0,,+100%
11960,Glassy Memory Calculus,1.0,,+100%
11961,Glassy Lobe Actuator,1.0,,+100%
11962,Glassy Sensory Veil,0.0,150 ly,
11963,Engorged Hive Stem,1.0,,+100%
11964,Tremendous Memory Calculus,1.0,,+100%
11965,Tremendous Memory Calculus,0.06,153 ly,
11966,Glassy Lobe Actuator,0.44,172 ly,
11967,Beloved Sensory Veil,1.0,,+100%
11968,Beloved Lobes,1.0,,+100%
11969,Tremendous Sensory Veil,1.0,,+100%
11970,Glassy Bio-Reality Generator,1.0,,+100%
11971,Glassy Sensory Veil,1.0,,+100%
11972,Beloved Bio-Reality Generator,1.0,,+100%
11973,Glassy Hive Stem,1.0,,+100%
11974,Beloved Cluster Stem,1.0,,+100%
11975,Glorious Bio-Reality Generator,1.0,,+100%
11976,Beloved Cluster Stem,0.18,159 ly,
11977,Engorged Cluster Stem,1.0,200 ly,
11978,Tremendous Memory Calculus,1.0,,+100%
11979,Glorious Cluster Stem,1.0,,+100%
11980,Glorious Memory Calculus,0.24,162 ly,
11981,Engorged Hive Stem,1.0,,+100%
11982,Glorious Sensory Veil,0.28,164 ly,
11983,Glassy Bio-Reality Generator,0.46,173 ly,
11984,Engorged Lobes,1.0,,+100%
11985,Glassy Emotal Core,0.36,168 ly,
11986,Glassy Cluster Stem,0.88,194 ly,
11987,Glorious Memory Calculus,1.0,,+100%
11988,Beloved Neural Matrix,0.14,157 ly,
11989,Beloved Cluster Stem,1.0,,+100%
11990,Glorious Stellar Processor,1.0,,+100%
11991,Glassy Emotal Core,0.66,183 ly,
11992,Beloved Lobes,1.0,,+100%
11993,Glorious Emotal Core,1.0,,+100%
11994,Glassy Cluster Stem,1.0,,+100%
11995,Beloved Bio-Reality Generator,1.0,,+100%
11996,Beloved Sensory Veil,0.98,199 ly,
11997,Tremendous Bio-Reality Generator,1.0,,+100%
11998,Glassy Neural Matrix,0.4,170 ly,
11999,Glorious Hive Stem,1.0,,+100%
12000,Engorged Stellar Processor,0.08,154 ly,
12001,Glorious Lobe Actuator,1.0,,+100%
12002,Glorious Neural Matrix,1.0,,+100%
12003,Glassy Cluster Stem,1.0,,+100%
12004,Tremendous Emotal Core,0.4,170 ly,
12005,Glorious Stellar Processor,0.04,152 ly,
12006,Engorged Memory Calculus,1.0,,+100%
12007,Beloved Bio-Reality Generator,1.0,,+100%
12008,Engorged Lobe Actuator,1.0,,+100%
12009,Engorged Emotal Core,1.0,,+100%
12010,Beloved Cluster Stem,0.24,162 ly,
12011,Beloved Hive Stem,0.04,152 ly,
12012,Beloved Stellar Processor,0.9,195 ly,
12013,Glassy Memory Calculus,0.1,155 ly,
12014,Tremendous Memory Calculus,1.0,,+100%
12015,Glorious Cluster Stem,1.0,,+100%
12016,Glorious Emotal Core,1.0,,+100%
12017,Glassy Cluster Stem,0.04,152 ly,
12018,Tremendous Lobe Actuator,0.12,156 ly,
12019,Beloved Hive Stem,1.0,,+100%
12020,Glorious Neural Matrix,0.88,194 ly,
12021,Beloved Hive Stem,1.0,,+100%
12022,Glorious Lobe Actuator,0.64,182 ly,
12023,Beloved Emotal Core,0.1,155 ly,
12024,Beloved Bio-Reality Generator,1.0,,+100%
12025,Glassy Bio-Reality Generator,0.02,151 ly,
12026,Tremendous Lobe Actuator,0.98,199 ly,
12027,Glorious Emotal Core,0.26,163 ly,
12028,Engorged Bio-Reality Generator,0.02,151 ly,
12029,Glorious Lobes,1.0,,+100%
12030,Glorious Cluster Stem,1.0,,+100%
12031,Beloved Lobes,0.4,170 ly,
12032,Engorged Emotal Core,0.2,160 ly,
12033,Glorious Memory Calculus,0.2,160 ly,
12034,Engorged Lobes,1.0,,+100%
12035,Glassy Lobe Actuator,0.0,150 ly,
12036,Beloved Sensory Veil,1.0,,+100%
12037,Tremendous Sensory Veil,1.0,,+100%
12038,Glassy Stellar Processor,0.84,192 ly,
12039,Engorged Bio-Reality Generator,1.0,,+100%
12040,Glorious Memory Calculus,1.0,,+100%
12041,Engorged Memory Calculus,1.0,,+100%
12042,Glorious Lobes,0.94,197 ly,
12043,Tremendous Memory Calculus,1.0,,+100%
12044,Tremendous Lobes,0.2,160 ly,
12045,Engorged Bio-Reality Generator,1.0,,+100%
12046,Beloved Stellar Processor,1.0,,+100%
12047,Beloved Sensory Veil,0.06,153 ly,
12048,Engorged Hive Stem,0.34,167 ly,
12049,Glassy Bio-Reality Generator,1.0,,+100%
12050,Tremendous Hive Stem,1.0,,+100%
12051,Glassy Neural Matrix,0.16,158 ly,
12052,Engorged Stellar Processor,1.0,,+100%
12053,Engorged Hive Stem,1.0,,+100%
12054,Beloved Neural Matrix,1.0,,+100%
12055,Beloved Neural Matrix,0.76,188 ly,
12056,Engorged Bio-Reality Generator,1.0,,+100%
12057,Glassy Memory Calculus,0.14,157 ly,
12058,Beloved Lobes,1.0,,+100%
12059,Engorged Sensory Veil,0.86,193 ly,
12060,Tremendous Bio-Reality Generator,1.0,,+100%
12061,Glassy Emotal Core,0.1,155 ly,
12062,Tremendous Bio-Reality Generator,1.0,,+100%
12063,Tremendous Bio-Reality Generator,1.0,,+100%
12064,Glassy Lobe Actuator,1.0,,+100%
12065,Beloved Lobe Actuator,1.0,,+100%
12066,Glorious Memory Calculus,0.16,158 ly,
12067,Beloved Memory Calculus,0.1,155 ly,
12068,Engorged Sensory Veil,1.0,,+100%
12069,Glassy Emotal Core,0.02,151 ly,
12070,Tremendous Emotal Core,0.48,174 ly,
12071,Glorious Memory Calculus,0.46,173 ly,
12072,Engorged Emotal Core,0.2,160 ly,
12073,Glassy Hive Stem,0.2,160 ly,
12074,Glassy Lobe Actuator,1.0,,+100%
12075,Beloved Neural Matrix,1.0,,+100%
12076,Glorious Stellar Processor,0.34,167 ly,
12077,Beloved Sensory Veil,0.02,151 ly,
12078,Glorious Lobe Actuator,0.78,189 ly,
12079,Beloved Emotal Core,1.0,,+100%
12080,Engorged Lobe Actuator,1.0,,+100%
12081,Glorious Sensory Veil,0.54,177 ly,
12082,Engorged Hive Stem,1.0,,+100%
12083,Glassy Stellar Processor,0.38,169 ly,
12084,Engorged Neural Matrix,0.52,176 ly,
12085,Beloved Neural Matrix,0.14,157 ly,
12086,Glassy Bio-Reality Generator,1.0,,+100%
12087,Glorious Lobes,0.02,151 ly,
12088,Glorious Cluster Stem,0.24,162 ly,
12089,Engorged Hive Stem,0.08,154 ly,
12090,Glorious Lobe Actuator,0.52,176 ly,
12091,Tremendous Sensory Veil,0.04,152 ly,
12092,Tremendous Neural Matrix,0.0,150 ly,
12093,Beloved Cluster Stem,0.36,168 ly,
12094,Beloved Lobes,1.0,,+100%
12095,Tremendous Sensory Veil,0.02,151 ly,
12096,Beloved Lobe Actuator,0.44,172 ly,
12097,Glassy Lobe Actuator,0.48,174 ly,
12098,Tremendous Sensory Veil,0.38,169 ly,
12099,Glassy Memory Calculus,1.0,,+100%
12100,Glassy Emotal Core,1.0,,+100%
12101,Glassy Stellar Processor,1.0,,+100%
12102,Glassy Lobes,1.0,,+100%
12103,Beloved Neural Matrix,0.98,199 ly,
12104,Engorged Cluster Stem,1.0,,+100%
12105,Glassy Emotal Core,1.0,,+100%
12106,Glassy Emotal Core,0.06,153 ly,
12107,Tremendous Emotal Core,0.0,150 ly,
12108,Engorged Emotal Core,1.0,,+100%
12109,Engorged Cluster Stem,1.0,,+100%
12110,Engorged Stellar Processor,1.0,,+100%
12111,Glassy Stellar Processor,0.52,176 ly,
12112,Engorged Bio-Reality Generator,0.3,165 ly,
12113,Tremendous Emotal Core,1.0,,+100%
12114,Beloved Lobe Actuator,0.18,159 ly,
12115,Engorged Emotal Core,0.98,199 ly,
12116,Glassy Lobe Actuator,1.0,,+100%
12117,Glorious Lobe Actuator,1.0,,+100%
12118,Glassy Bio-Reality Generator,0.06,153 ly,
12119,Beloved Memory Calculus,1.0,,+100%
12120,Beloved Hive Stem,1.0,,+100%
12121,Beloved Sensory Veil,1.0,,+100%
12122,Glorious Hive Stem,1.0,,+100%
12123,Tremendous Lobes,1.0,,+100%
12124,Engorged Emotal Core,0.22,161 ly,
12125,Beloved Emotal Core,1.0,,+100%
12126,Glassy Stellar Processor,0.24,162 ly,
12127,Tremendous Lobes,0.94,197 ly,
12128,Beloved Memory Calculus,1.0,,+100%
12129,Beloved Bio-Reality Generator,0.06,153 ly,
12130,Engorged Bio-Reality Generator,1.0,,+100%
12131,Glassy Lobes,1.0,,+100%
12132,Glassy Stellar Processor,1.0,,+100%
12133,Engorged Memory Calculus,0.28,164 ly,
12134,Glassy Sensory Veil,0.64,182 ly,
12135,Engorged Cluster Stem,1.0,,+100%
12136,Engorged Neural Matrix,0.42,171 ly,
12137,Engorged Bio-Reality Generator,1.0,,+100%
12138,Glassy Cluster Stem,1.0,,+100%
12139,Tremendous Lobe Actuator,1.0,,+100%
12140,Beloved Lobe Actuator,1.0,,+100%
12141,Beloved Stellar Processor,1.0,,+100%
12142,Engorged Emotal Core,1.0,,+100%
12143,Glorious Memory Calculus,1.0,,+100%
12144,Tremendous Stellar Processor,0.08,154 ly,
12145,Glorious Lobes,0.02,151 ly,
12146,Glorious Lobe Actuator,0.6,180 ly,
12147,Engorged Lobes,1.0,,+100%
12148,Glorious Emotal Core,1.0,,+100%
12149,Glassy Lobe Actuator,1.0,,+100%
12150,Tremendous Memory Calculus,0.26,163 ly,
12151,Glorious Sensory Veil,0.18,159 ly,
12152,Engorged Neural Matrix,1.0,,+100%
12153,Glassy Lobes,1.0,,+100%
12154,Engorged Lobe Actuator,1.0,,+100%
12155,Engorged Sensory Veil,0.98,199 ly,
12156,Beloved Bio-Reality Generator,1.0,,+100%
12157,Glorious Lobes,0.08,154 ly,
12158,Tremendous Emotal Core,0.4,170 ly,
12159,Beloved Emotal Core,0.74,187 ly,
12160,Glorious Sensory Veil,1.0,,+100%
12161,Glassy Lobes,1.0,,+100%
12162,Glorious Stellar Processor,1.0,,+100%
12163,Tremendous Neural Matrix,1.0,,+100%
12164,Beloved Emotal Core,0.78,189 ly,
12165,Beloved Stellar Processor,1.0,,+100%
12166,Glassy Stellar Processor,1.0,,+100%
12167,Tremendous Cluster Stem,0.08,154 ly,
12168,Glorious Hive Stem,1.0,,+100%
12169,Glorious Lobe Actuator,0.9,195 ly,
12170,Tremendous Memory Calculus,1.0,,+100%
12171,Beloved Lobe Actuator,1.0,,+100%
12172,Engorged Memory Calculus,0.12,156 ly,
12173,Glassy Stellar Processor,1.0,,+100%
12174,Glassy Memory Calculus,0.3,165 ly,
12175,Beloved Lobes,1.0,,+100%
12176,Glorious Lobe Actuator,0.06,153 ly,
12177,Engorged Lobe Actuator,1.0,,+100%
12178,Beloved Lobe Actuator,0.08,154 ly,
12179,Glassy Sensory Veil,1.0,,+100%
12180,Beloved Sensory Veil,0.64,182 ly,
12181,Glassy Stellar Processor,1.0,,+100%
12182,Tremendous Cluster Stem,0.5,175 ly,
12183,Glorious Lobe Actuator,1.0,,+100%
12184,Glassy Lobes,1.0,,+100%
12185,Glorious Memory Calculus,1.0,,+100%
12186,Engorged Memory Calculus,1.0,,+100%
12187,Beloved Bio-Reality Generator,0.84,192 ly,
12188,Glorious Cluster Stem,1.0,,+100%
12189,Engorged Lobes,0.08,154 ly,
12190,Engorged Sensory Veil,1.0,,+100%
12191,Engorged Neural Matrix,0.64,182 ly,
12192,Tremendous Cluster Stem,1.0,,+100%
12193,Engorged Hive Stem,0.2,160 ly,
12194,Glassy Sensory Veil,1.0,,+100%
12195,Tremendous Bio-Reality Generator,1.0,,+100%
12196,Glorious Neural Matrix,0.96,198 ly,
12197,Engorged Cluster Stem,0.42,171 ly,
12198,Glorious Lobes,0.62,181 ly,
12199,Glassy Neural Matrix,0.54,177 ly,
12200,Glorious Stellar Processor,1.0,,+100%
12201,Beloved Emotal Core,0.24,162 ly,
12202,Tremendous Emotal Core,1.0,,+100%
12203,Tremendous Memory Calculus,1.0,,+100%
12204,Engorged Lobe Actuator,1.0,,+100%
12205,Glassy Hive Stem,1.0,,+100%
12206,Engorged Hive Stem,1.0,,+100%
12207,Engorged Hive Stem,1.0,,+100%
12208,Tremendous Lobes,0.1,155 ly,
12209,Beloved Memory Calculus,1.0,,+100%
12210,Engorged Hive Stem,1.0,,+100%
12211,Glorious Neural Matrix,1.0,,+100%
12212,Glassy Cluster Stem,0.4,170 ly,
12213,Beloved Lobes,0.74,187 ly,
12214,Glassy Hive Stem,0.0,150 ly,
12215,Beloved Bio-Reality Generator,1.0,,+100%
12216,Engorged Memory Calculus,0.12,156 ly,
12217,Glorious Lobes,1.0,,+100%
12218,Engorged Bio-Reality Generator,0.4,170 ly,
12219,Tremendous Emotal Core,0.94,197 ly,
12220,Beloved Memory Calculus,1.0,,+100%
12221,Glassy Cluster Stem,1.0,,+100%
12222,Engorged Bio-Reality Generator,1.0,,+100%
12223,Glassy Stellar Processor,0.78,189 ly,
12224,Tremendous Lobes,0.96,198 ly,
12225,Glassy Emotal Core,0.88,194 ly,
12226,Tremendous Sensory Veil,0.12,156 ly,
12227,Glassy Cluster Stem,1.0,,+100%
12228,Glassy Lobe Actuator,1.0,,+100%
12229,Tremendous Sensory Veil,1.0,,+100%
12230,Glassy Cluster Stem,1.0,,+100%
12231,Glorious Lobe Actuator,0.42,171 ly,
12232,Beloved Emotal Core,1.0,,+100%
12233,Tremendous Stellar Processor,1.0,,+100%
12234,Glassy Emotal Core,0.94,197 ly,
12235,Glorious Lobe Actuator,1.0,,+100%
12236,Beloved Bio-Reality Generator,0.0,150 ly,
12237,Beloved Cluster Stem,1.0,,+100%
12238,Engorged Hive Stem,1.0,,+100%
12239,Beloved Emotal Core,1.0,,+100%
12240,Tremendous Emotal Core,0.14,157 ly,
12241,Glassy Lobes,1.0,,+100%
12242,Beloved Emotal Core,1.0,,+100%
12243,Engorged Emotal Core,1.0,,+100%
12244,Engorged Lobe Actuator,0.1,155 ly,
12245,Engorged Lobe Actuator,1.0,,+100%
12246,Glassy Stellar Processor,0.32,166 ly,
12247,Glassy Hive Stem,1.0,,+100%
12248,Glassy Memory Calculus,1.0,,+100%
12249,Engorged Neural Matrix,1.0,,+100%
12250,Glassy Bio-Reality Generator,0.88,194 ly,
12251,Glorious Cluster Stem,1.0,,+100%
12252,Tremendous Lobes,0.4,170 ly,
12253,Tremendous Memory Calculus,0.78,189 ly,
12254,Glorious Emotal Core,1.0,,+100%
12255,Glorious Bio-Reality Generator,0.02,151 ly,
12256,Tremendous Bio-Reality Generator,1.0,,+100%
12257,Glorious Memory Calculus,1.0,,+100%
12258,Tremendous Emotal Core,1.0,,+100%
